song,artist,class
Love Theme From Eyes Of Laura Mars (Prisoner),Barbra Streisand,2
Love Theme From Romeo And Juliet (A Time For Us),Johnny Mathis,9
Love Theme From The Godfather (Speak Softly Love),Andy Williams,3
Love Theme From The Godfather,Carlo Savina,6
Love Theme From The Sandpiper (The Shadow Of Your Smile),Tony Bennett,9
Love Touch (Theme From Legal Eagles),Rod Stewart,0
Machinehead (From Fear),Bush,4
Main Title (Theme From Jaws),John Williams/Jaws Soundtrack,3
Man Size Love (From Running Scared),Klymaxx,1
Medley From Superstar (A Rock Opera),The Assembled Multitude,9
"Men Of Steel (From Steel),Shaquille O'Neal, Ice Cube, B Real", Peter Gunz & KRS-One,8
Mighty O,OutKast,7
Miracle (From Young Guns II),Jon Bon Jovi,1
"Missing You (From Set It Off),Brandy, Tamia", Gladys Knight & Chaka Khan,2
Modern Woman (From Ruthless People),Billy Joel,0
Money Can't Buy You Love (From Mo' Money),Ralph Tresvant,5
Mr. Loverman (From Deep Cover),Shabba Ranks,3
My Fantasy (From Do The Right Thing),Teddy Riley Featuring Guy,6
My Heart Is Calling (From The Preacher's Wife),Whitney Houston,7
My Sharona (From Reality Bites),The Knack,9
Natural One (From Kids),Folk Implosion,2
Never Should've Let You Go (From Sister Act 2),Hi-Five,2
New Age Girl (From Dumb And Dumber),Deadeye Dick,2
New Jack Hustler (Nino's Theme) (From New Jack City),Ice-T,6
Nights Like This (From The Five Heartbeats),After 7,2
Nine More Miles (The Faster-Faster Song),Georgie Young,5
No More I Love You's,Annie Lennox,2
No One But You (From Baps),Veronica (Featuring Craig Mack),6
Nobody's Fool (Theme From Caddyshack II),Kenny Loggins,0
Not Gon' Cry (From Waiting To Exhale),Mary J. Blige,0
Nothin' But The Cavi Hit (From Rhyme & Reason),Mack 10 & Tha Dogg Pound,3
Nuthin' But A G Thang,Dr. Dre,0
Old Times' Sake (From Above The Rim),Sweet Sable,9
On Our Own (From Ghostbusters II),Bobby Brown,0
Peaches N Cream,The Ikettes,3
Play My Funk (From Sugar Hill),Simple E,7
Powerful Stuff (From Cocktail),The Fabulous Thunderbirds,6
Pushin' Inside You (From How Bout It),Sons Of Funk,9
Regulate (From Above The Rim),Warren G & Nate Dogg,0
Remember Me This Way (From Casper),Jordan Hill,7
Return Of The Crooklyn Dodgers (From Clockers),Crooklyn Dodgers '95,9
Revolution (From Malcolm X),Arrested Development,8
Roc Ya Body Mic Check 1,2,8
Rock On (From Dream A Little Dream),Michael Damian,0
Saving Forever For You (From Beverly Hills,90210),0
Scarred (From Eddie),Luke,6
Shakedown (From Beverly Hills Cop II),Bob Seger,0
Shame (From A Low Down Dirty Shame),Zhane,2
Shy Guy (From Bad Boys),Diana King,1
Silence Is Broken (From Nowhere To Run),Damn Yankees,6
Sittin' Up In My Room (From Waiting To Exhale),Brandy,0
So Far So Good (From About Last Night),Sheena Easton,4
So Many Ways (From High School High),The Braxtons,8
Someday (From The Hunchback Of Notre Dame),All-4-One,2
Somewhere Out There (From An American Tail),Linda Ronstadt & James Ingram,0
Soul To Squeeze (From Coneheads),Red Hot Chili Peppers,2
Soul Train 75,Soul Train Gang,7
Space Jam (From Space Jam),Quad City DJ's,3
Spin The Bottle (From Reality Bites),The Juliana Hatfield 3,9
Stay (I Missed You) (From Reality Bites),Lisa Loeb & Nine Stories,0
Step By Step (From The Preacher's Wife),Whitney Houston,1
Streets Of Philadelphia (From Philadelphia),Bruce Springsteen,0
Streiht Up Menace (From Menace II Society),MC Eiht,7
Summertime In The LBC (From The Show),The Dove Shack,5
Surrender To Me (From Tequila Sunrise),Ann Wilson & Robin Zander,0
Sweet Freedom (Theme From Running Scared),Michael McDonald,0
Sympathy For The Devil (Interview With The Vampire),Guns N' Roses,5
Take My Breath Away (Love Theme From Top Gun),Berlin,0
Tarzan Boy (From Teenage Mutant Ninja Turtles III),Baltimora,1
Tell Me (From Eddie),Dru Hill,1
That Thing You Do! (From That Thing You Do!),The Wonders,4
The A Team,SSgt Barry Sadler,2
The In Crowd,Ramsey Lewis Trio,0
The In Crowd,Dobie Gray,1
The Cover Of Rolling Stone,Dr. Hook And The Medicine Show,0
The Crying Game (From The Crying Game),Boy George,1
The Downeaster Alexa,Billy Joel,5
The Perfect Drug (From Lost Highway),Nine Inch Nails,4
The Place Where You Belong (From Beverly Hills Cop III),Shai,3
The Riddler (From Batman Forever),Method Man,5
The Right Kind Of Love (From Beverly Hills,90210),1
The Right Time (From Four Weddings And A Funeral),I To I,8
The Theme From A Summer Place,Percy Faith And His Orchestra,0
The World Tonight (From Fathers' Day),Paul McCartney,6
The Wreck Of The John B,Jimmie Rodgers,6
Theme From A Summer Place,The Ventures,8
Theme From A Summer Place,The Lettermen,1
Theme From Close Encounters Of The Third Kind,John Williams,1
Theme From Greatest American Hero (Believe It or Not),Joey Scarbury,0
Theme From Harlow (Lonely Girl),Bobby Vinton,6
Theme From Hatari!,Henry Mancini And His Orchestra,9
Theme From Rocky (Gonna Fly Now),Current,9
Theme From Summer Of '42,Peter Nero,2
Theme From The Unforgiven (The Need For Love),Don Costa And His Orchestra And Chorus,2
Theme From Mission: Impossible (From Mission: Impossible),Adam Clayton & Larry Mullen,0
Theme Music For The Film 2001 A Space Odyssey from Also Sprach Zarathustr,Berlin Philharmonic,8
Theme Song From Which Way Is Up,Stargard,2
Timeless Love (From Shocker),Saraya,8
Too Pooped To Pop (Casey),Chuck Berry,4
Touch Me Tease Me (From The Nutty Professor),Case Featuring Foxxy Brown,1
Touch Myself (From Fled),T-Boz,3
Turn The Beat Around (From The Specialist),Gloria Estefan,1
Twistin' The Night Away (From Innerspace),Rod Stewart,7
Two Steps Behind (From Last Action Hero),Def Leppard,1
U Will Know (From Jason's Lyric),B.M.U. (Black Men United),2
Unconditional Love (From Menace II Society),Hi-Five,9
Visions Of A Sunset (From Mr. Holland's Opus),Shawn Stockman,4
Walk Like A Man (From A Fine Mess),Mary Jane Girls,4
Walls (From She's The One),Tom Petty And The Heartbreakers,6
Watch Me Do My Thing (From All That),Immature Featuring Smooth And Ed From Good Burger,3
What's Love Got To Do With It (From Supercop),Warren G Featuring Adina Howard,3
When I Fall In Love (From Sleepless In Seattle),Celine Dion And Clive Griffin,2
Whenever I Call You Friend,Kenny Loggins,0
Where Do We Go From Here (From Eraser),Vanessa Williams,7
Where Everybody Knows Your Name (The Theme From Cheers),Gary Portnoy,8
"Whiney, Whiney (From Dumb And Dumber)",Willi One Blood,6
Who You Wit (From Sprung),JAY-Z,8
Who's Johnny (Short Circuit Theme),El DeBarge,0
Who's The Man? (From Who's The Man),House Of Pain,9
Whole Wide World (From True Love),A'me Lorain,0
Why Does It Hurt So Bad (From Waiting To Exhale),Whitney Houston,2
Wild Again (From Cocktail),Starship,7
Wild Women Do (From Pretty Woman),Natalie Cole,3
Wind Beneath My Wings (From Beaches),Bette Midler,0
Wishes (From Kazaam),Nathan Morris,8
Wu-Wear: The Garment Renaissance (From High School High),RZA Feat. Method Man & Cappadonna,5
Yes (From The Motion Picture Dirty Dancing),Merry Clayton,4
You Got It (From Boys On The Side),Bonnie Raitt,3
You Must Love Me (From Evita),Madonna,1
You Remind Me (From Strictly Business),Mary J. Blige,2
#1,Nelly,2
#1 Dee Jay,Goody Goody,8
#9 Dream,John Lennon,0
#Beautiful,Mariah Carey Featuring Miguel,1
#SELFIE,The Chainsmokers,1
#thatPOWER,will.i.am Featuring Justin Bieber,1
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,7
'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,0
'65 Love Affair,Paul Davis,0
"'98 Thug Paradise,Tragedy, Capone", Infinite,8
'Round We Go,Big Sister,9
'Til,The Angels,1
'Til My Baby Comes Home,Luther Vandross,2
'Til Summer Comes Around,Keith Urban,5
'Til You Can't,Cody Johnson,6
'Til You Do Me Right,After 7,3
'Tis The Damn Season,Taylor Swift,3
'til I Can Make It On My Own,Tammy Wynette,8
'til It's Time To Say Goodbye,Jonathan Cain,4
('til) I Kissed You,The Everly Brothers,0
(1-2-3-4-5-6-7) Count The Days,Inez & Charlie Foxx,7
(A Ship Will Come) Ein Schiff Wird Kommen,Lale Anderson,8
(All I Have To Do Is) Dream,The Nitty Gritty Dirt Band,6
(All Of A Sudden) My Heart Sings,Mel Carter,3
(All of a Sudden) My Heart Sings,Paul Anka,1
(Any Way That You Want It) I'll Be There,Starz,7
(Baby Tell Me) Can You Dance,Shanice Wilson,4
(Baby) Hully Gully,The Olympics,7
(Baby) Turn On To Me,The Impressions,5
(Believed You Were) Lucky,'Til Tuesday,9
(Between A) Rock And A Hard Place,Cutting Crew,7
(Bringing Out) The Girl In Me,Maxine Nightingale,7
(Call Me Your) Anything Man,Bobby Moore,9
(Call Me) When The Spirit Moves You,Touch,6
(Can't Live Without Your) Love And Affection,Nelson,0
(Closest Thing To) Perfect,Jermaine Jackson,6
(Come 'round Here) I'm The One You Need,The Miracles,1
(Come On) Shout,Alex Brown,7
(Dance The) Mess Around,Chubby Checker,2
(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,1
(Do The New) Continental,The Dovells,3
(Do The) Mashed Potatoes (Part 1),Nat Kendrick And The Swans,8
(Do The) Push And Pull Part I,Rufus Thomas,2
(Do You) Wanna Ride,Reel Tight,7
(Doin' The) Lovers Leap,Webb Pierce,9
(Don't Fear) The Reaper,Blue Oyster Cult,1
(Don't Worry) If There's A Hell Below We're All Going To Go,Curtis Mayfield,2
(Down At) Papa Joe's,The Dixiebelles,0
(Every Time I Turn Around) Back In Love Again,LTD,0
(Everything I Do) I Do It For You,Bryan Adams,0
(For God's Sake) Give More Power To The People,The Chi-lites,2
(Forever) Live And Die,Orchestral Manoeuvres In The Dark,1
(Ghost) Riders In The Sky,Outlaws,3
(Ghost) Riders In The Sky,Ramrods,2
"(Girls, Girls, Girls) Made To Love",Eddie Hodges,1
(God Must Have Spent) A Little More Time On You,'N Sync,0
(He's My) Dreamboat,Connie Francis,1
(He's) Raining In My Sunshine,Jay & The Americans,8
(He's) The Great Impostor,The Fleetwoods,2
(Here They Come) From All Over The World,Jan & Dean,5
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,0
(Hot S**t) Country Grammar,Nelly,0
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band,4
(How Can I Write On Paper) What I Feel In My Heart,Jim Reeves,9
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,5
(How To Be A) Millionaire,ABC,1
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates,1
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson,5
(I Can Feel Your Love) Slipping Away,Barbara Mason,9
(I Can't Get No) Satisfaction,The Rolling Stones,0
(I Can't Help You) I'm Falling Too,Skeeter Davis,3
"(I Could Only) Whisper Your Name,Harry Connick", Jr.,6
(I Cried at) Laura's Wedding,Barbara Lynn,6
(I Do The) Shimmy Shimmy,Bobby Freeman,3
(I Don't Care) Only Love Me,Steve Lawrence,6
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver,4
(I Hate) Everything About You,Three Days Grace,5
(I Just) Died In Your Arms,Cutting Crew,0
(I Know I Got) Skillz,Shaquille O'Neal,3
(I Know) I'm Losing You,Uptown,7
(I Know) I'm Losing You,Rod Stewart With Faces,2
(I Know) I'm Losing You,Rare Earth,0
(I Know) I'm Losing You,The Temptations,0
(I Love You) Don't You Forget It,Perry Como,3
(I Never Promised You A) Rose Garden,Martina McBride,9
(I Remember) Summer Morning,Vanity Fare,9
(I Wanna) Dance With The Teacher,The Olympics,7
(I Wanna) Love My Life Away,Gene Pitney,3
(I Wanna) Testify,The Parliaments,1
(I Washed My Hands In) Muddy Water,Johnny Rivers,1
(I Will Be Your) Shadow In The Street,Allan Clarke,4
(I was) Born To Cry,Dion,4
(I'd Know You) Anywhere,Ashford & Simpson,8
(I'll Be With You In) Apple Blossom Time,Tab Hunter,3
(I'm A) Road Runner,Jr. Walker & The All Stars,1
(I'm A) YoYo Man,Rick Cunha,6
(I'm Going By) The Stars In Your Eyes,Ron Banks And The Dramatics,8
(I'm Just A) Fool For You,Gene Chandler,8
(I'm Not Your) Steppin' Stone,The Monkees,1
(I'm So) Afraid Of Losing You Again,Charley Pride,7
(I'm Watching) Every Little Move You Make,Little Peggy March,8
(I've Got) Bonnie,Bobby Rydell,1
(I've Got) Spring Fever,Little Willie John,7
(I've Had) The Time Of My Life,Glee Cast,3
(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,0
(If Loving You Is Wrong) I Don't Want To Be Right,Barbara Mandrell,3
(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,0
(If There Was) Any Other Way,Celine Dion,3
"(If You Cry) True Love, True Love",The Drifters,3
(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,0
(If You Want It) Do It Yourself,Gloria Gaynor,9
(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain,7
(If You're Wondering If I Want You To) I Want You To,Weezer,8
(It Never Happens) In Real Life,Chuck Jackson,4
(It's Been A Long Time) Pretty Baby,Gino & Gina,4
(It's Just) The Way That You Love Me,Paula Abdul,0
(It's No) Sin,The Duprees featuring Joey Vann,7
(It's The Way) Nature Planned It,Four Tops,5
(It) Feels So Good,Steven Tyler,3
(Just Like) Romeo & Juliet,The Reflections,0
(Just Like) Romeo And Juliet,Sha Na Na,5
(Just Like) Starting Over,John Lennon,0
(Keep Feeling) Fascination,The Human League,0
(Kissed You) Good Night,Gloriana,3
(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,0
(Lay Your Head On My) Pillow,Tony Toni Tone,3
(Let's Do) The Hully Gully Twist,Bill Doggett,6
(Loneliness Made Me Realize) It's You That I Need,The Temptations,1
(Love Is Like A) Baseball Game,The Intruders,2
(Love Is) Thicker Than Water,Andy Gibb,0
(Love Me) Love The Life I Lead,The Fantastics,8
(Love Theme From) One Eyed Jacks,Ferrante & Teicher,3
"(Mama Come Quick, and Bring Your) Lickin' Stick",George Torrence & The Naturals,9
(Marie's The Name) His Latest Flame,Elvis Presley,0
(My Girl) Sloopy,Little Caesar And The Consuls,4
(Native Girl) Elephant Walk,Donald Jenkins & The Delighters,6
(New In) The Ways Of Love,Tommy Edwards,4
(Night Time Is) The Right Time,Ray Charles with the Raylettes,9
(Not Just) Knee Deep - Part 1,Funkadelic,7
(Now You See Me) Now You Don't,Lee Ann Womack,7
(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,0
(Oh Lord Won't You Buy Me A) Mercedes Benz,Goose Creek Symphony,6
(One Of These Days) Sunday's Gonna' Come On Tuesday,The New Establishment,9
(Open Up The Door) Let The Good Times In,Dean Martin,5
(Our Love) Don't Throw It All Away,Andy Gibb,0
(Pride) In The Name Of Love,U2,3
(Quarter To Four) Stomp,The Stompers,9
(Reach Up For The) Sunrise,Duran Duran,8
(Remember Me) I'm The One Who Loves You,Dean Martin,3
(Remember The Days Of The) Old Schoolyard,Cat Stevens,3
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,3
(Say) You're My Girl,Roy Orbison,3
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,0
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,0
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt,6
(She's Got) Skillz,All-4-One,5
(She's Just A) Fallen Angel,Starz,9
(She's) Some Kind Of Wonderful,Huey Lewis & The News,4
(She's) Some Kind Of Wonderful,The Fantastic Johnny C,8
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack,3
(Sittin' On) The Dock Of The Bay,The Reddings,5
(Sittin' On) The Dock Of The Bay,Michael Bolton,1
(Sittin' On) The Dock Of The Bay,Sammy Hagar,6
(Sittin' On) The Dock Of The Bay,King Curtis & The Kingpins,8
(Sittin' On) The Dock Of The Bay,Otis Redding,0
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,6
(Such An) Easy Question,Elvis Presley With The Jordanaires,1
(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin,0
(That's) What The Nitty Gritty Is,Shirley Ellis,7
(The Bees Are For The Birds) The Birds Are For The Bees,The Newbeats,4
(The Best Part Of) Breakin' Up,The Ronettes,3
(The Clickity Clack Song) Four Little Heels,Brian Hyland,7
(The Lament Of The Cherokee) Indian Reservation,Don Fardon,1
(The Lights Went Out In) Massachusetts,Bee Gees,1
(The Man Who Shot) Liberty Valance,Gene Pitney,0
(The Puppet Song) Whiskey On A Sunday,The Irish Rovers,7
"(The Story Of) Woman, Love And A Man (Part 1)",Tony Clarke,8
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project,3
(Theme From) Any Number Can Win,Jimmy Smith,9
(Theme From) Love Story,Henry Mancini And His Orchestra,1
(Theme From) Silver City,The Ventures,8
(Theme From) The Sundowners,Mantovani & His Orchestra,9
(Theme From) Valley Of The Dolls,Dionne Warwick,0
(Theme from) A Summer Place,Dick Roman,6
(Theme from) Charlie's Angels,Henry Mancini And His Orchestra,4
(Theme from) My Three Sons,Lawrence Welk And His Orchestra,5
(Theme from) The Great Impostor,Henry Mancini And His Orchestra,8
(There Was A) Tall Oak Tree,Dorsey Burnette,2
(There'll Come A Day When) Ev'ry Little Bit Hurts,Bobby Vee,8
(There's Gotta Be) More To Life,Stacie Orrico,2
(There's No Place Like) Home For The Holidays,Perry Como,2
(There's) Always Something There To Remind Me,Sandie Shaw,5
(There's) Always Something There To Remind Me,Dionne Warwick,6
(There's) Always Something There To Remind Me,Lou Johnson,4
(There's) No Gettin' Over Me,Ronnie Milsap,0
(They Long To Be) Close To You,Carpenters,0
(They Long To Be) Close To You,Jerry Butler & Brenda Lee Eager,9
(Today I Met) The Boy I'm Gonna Marry,Darlene Love,3
(Want You) Back In My Life Again,Carpenters,7
(We Ain't Got) Nothin' Yet,Blues Magoos,0
(We'll Be) United,The Intruders,7
(We've Got) Honey Love,Martha Reeves & The Vandellas,5
(Welcome) New Lovers,Pat Boone,1
(What A Sad Way) To Love Someone,Ral Donner,7
(What A)  Wonderful World,Art Garfunkel With James Taylor & Paul Simon,1
(When She Needs Good Lovin') She Comes To Me,The Chicago Loop,3
(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,0
(Where Do I Begin) Love Story,Andy Williams,0
(Wish I Could Fly Like) Superman,The Kinks,4
(You Better) Know What You're Doin',Lloyd Price and His Orchestra,8
(You Can Still) Rock In America,Night Ranger,5
(You Can't Let The Boy Overpower) The Man In You,Chuck Jackson,9
(You Can't Let The Boy Overpower) The Man In You,The Miracles,5
(You Don't Have To) Paint Me A Picture,Gary Lewis And The Playboys,1
(You Don't Know) How Glad I Am,Nancy Wilson,1
(You Drive Me) Crazy,Britney Spears,0
(You Got To Walk And) Don't Look Back,Peter Tosh with Mick Jagger,8
(You Gotta) Fight For Your Right (To Party!),Beastie Boys,0
(You Keep Me) Hangin' On,Joe Simon,2
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,0
(You Make Me Feel) So Good,The McCoys,5
(You Want To) Make A Memory,Bon Jovi,2
(You Were Made For) All My Love,Jackie Wilson,1
(You're Gonna) Hurt Yourself,Frankie Valli,3
(You're My One And Only) True Love,Seduction,2
(You're My) Soul And Inspiration,Donny & Marie Osmond,3
(You're My) Soul And Inspiration,The Righteous Brothers,0
