song,artist,class
Smoke,A Thousand Horses,4
Smoke A Little Smoke,Eric Church,7
Smoke Break,Carrie Underwood,4
Smoke From A Distant Fire,The Sanford/Townsend Band,0
Smoke Gets In Your Eyes,Blue Haze,2
Smoke Gets In Your Eyes,The Platters,0
Smoke On The Water,Deep Purple,0
Smoke Rings In The Dark,Gary Allan,7
Smoke Strong,YoungBoy Never Broke Again,6
Smoke! Smoke! Smoke! (That Cigarette),Commander Cody,9
Smokey Joe's La La,Googie Rene Combo,7
Smokie - Part 2,Bill Black's Combo,1
Smokie-Part 2,Bill Doggett,9
Smokin' In The Boy's Room,Brownsville Station,0
Smokin' In The Boys Room,Motley Crue,1
Smokin' Me Out,Warren G Featuring Ronald Isley,3
Smokin' Room,Carl Carlton,9
Smoking Gun,The Robert Cray Band,2
Smoky Mountain Rain,Ronnie Milsap,2
Smoky Places,The Corsairs Featuring Jay Bird Uzzell,1
Smooth,Florida Georgia Line,8
Smooth,Santana Featuring Rob Thomas,0
Smooth Criminal,Glee Cast Featuring 2Cellos,2
Smooth Criminal,Alien Ant Farm,2
Smooth Criminal,Michael Jackson,0
Smooth Operator,Sade,0
Smooth Operator,Sarah Vaughan,4
Smooth Up,BulletBoys,7
Smuggler's Blues,Glenn Frey,1
Snake,R. Kelly Featuring Big Tigger,1
Snake Eyes,The Alan Parsons Project,6
Snake Skin,Trippie Redd,8
Snap Backs & Tattoos,Driicky Graham,7
Snap Shot,Slave,9
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,0
Snap Your Fingers,Barbara Lewis,7
Snap Your Fingers,Joe Henderson,0
Snapback,Old Dominion,4
Snapshot,RuPaul,9
Snatching It Back,Clarence Carter,3
Sneakernight,Vanessa Hudgens,8
Sneakin',Drake Featuring 21 Savage,2
Sneakin' Up Behind You,The Brecker Brothers,5
Sneaky Links,Rod Wave,9
Sneaky Snake,Tom T. Hall,5
Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,6
"Snitches Ain't...,YG Featuring Tyga", Snoop Dogg & Nipsey Hussle,9
Snitchin,Pop Smoke Featuring Quavo & Future,5
Snoop Dogg,Snoop Dogg,7
Snoopy For President,The Royal Guardsmen,8
Snoopy Vs. The Red Baron,The Royal Guardsmen,0
Snow ((Hey Oh)),Red Hot Chili Peppers,2
Snow Blind Friend,Steppenwolf,5
Snow Flake,Jim Reeves,6
Snow On Tha Bluff,J. Cole,5
Snowbird,Anne Murray,0
Snowchild,The Weeknd,3
Snowflakes,Tom MacDonald,7
So Alive,Love And Rockets,0
So Alone,Men At Large,3
So Anxious,Ginuwine,1
So Bad,Paul McCartney,2
So Close,Dina Carroll,9
So Close,Daryl Hall John Oates,1
So Close,Diana Ross,3
So Close,Jake Holmes,4
So Close,Brook Benton,3
So Cold,Breaking Benjamin,7
So Complicated,Carolyn Dawn Johnson,5
So Deep,Brenda Lee,5
So Done,The Kid LAROI,5
So Emotional,Whitney Houston,0
So Excited,Janet Featuring Khia,8
So Excited,B.B. King,5
So Far Away,Staind,2
So Far Away,Dire Straits,1
So Far Away,Hank Jacobs,9
So Far Away/Smackwater Jack,Carole King,1
So Fine,Sean Paul,4
So Fine,The Oak Ridge Boys,7
So Fine,The Fiestas,1
So Fly,Slim Featuring Yung Joc,4
So Fly,NB Ridaz Featuring Gemini,8
"So Fresh, So Clean",OutKast,2
So Gone,Monica,0
So Good,B.o.B,1
So Good,Davina,5
So Good,The Eleventh Hour,9
So Good Together,Andy Kim,3
"So Good, So Right",Brenda Russell,2
So Hard,Pet Shop Boys,6
So Hard Livin' Without You,Airwaves,6
So Help Me Girl,Gary Barlow,4
So Help Me Girl,Joe Diffie,8
So High (rock Me Baby And Roll Me Away),Dave Mason,8
So High So Low,LaVern Baker,5
So I Can Love You,The Emotions,3
So In Love,Jill Scott Featuring Anthony Hamilton,9
So In Love,Orchestral Manoeuvres In The Dark,2
So In Love,Curtis Mayfield,6
So In Love With Two,Mikaila,2
So In Love With You,U.N.V.,6
So In To You,Atlanta Rhythm Section,0
So Into You,Tamia,2
So Long,Firefall,4
"So Long (Well, Well, Well)",Phajja,8
So Long Babe,Nancy Sinatra,8
So Long Baby,Del Shannon,2
So Long Dearie,Louis Armstrong,5
"So Long Dixie,Blood", Sweat & Tears,4
"So Many Girls,DJ Drama Featuring Wale", Tyga & Roscoe Dash,8
So Many People,Chase,8
So Many Tears,2Pac,4
So Many Ways,Brook Benton,0
So Much,Little Anthony And The Imperials,8
So Much For Love,The Venetians,8
So Much In Love,All-4-One,0
So Much In Love,Timothy B. Schmit,5
So Much In Love,The Tymes,0
So Much Love,Ben E. King,9
So Much Love,Steve Alaimo,9
"So Much Love,Faith", Hope And Charity,5
So Much More,Fat Joe,8
So Sad (To Watch Good Love Go Bad),The Everly Brothers,0
So Sad The Song,Gladys Knight And The Pips,4
So Seductive,Tony Yayo Featuring 50 Cent,4
So Sexy,Twista Featuring R. Kelly,2
So Sexy Chapter II (Like This),Twista Featuring R. Kelly,9
So Sick,Ne-Yo,0
So Small,Carrie Underwood,1
So Special,Lil Wayne Featuring John Legend,9
So The Story Goes,Living In A Box,8
So This Is Love,The Castells,2
So Very Hard To Go,Tower Of Power,1
So What,P!nk,0
So What,Field Mob Featuring Ciara,0
So What,Bill Black's Combo,7
So What The Fuss,Stevie Wonder,9
So What'cha Want,Beastie Boys,9
So Wrong,Patrick Simmons,2
So Wrong,Patsy Cline,8
So Yesterday,Hilary Duff,4
So You Are A Star,The Hudson Brothers,2
So You Ran,Orion The Hunter,5
So You Want To Be A Rock 'N' Roll Star,The Byrds,2
So You Win Again,Hot Chocolate,3
So Young,Clyde Stacy,9
"So Young, So Bad",Starz,8
Soak Up The Sun,Sheryl Crow,1
Sober,Demi Lovato,4
Sober,P!nk,1
Sober Saturday Night,Chris Young Featuring Vince Gill,4
Social Distancing,Lil Baby,6
Society Girl,The Rag Dolls,9
Society's Child (Baby I've Been Thinking),Janis Ian,1
Sock It 2 Me,Missy Misdemeanor Elliott Featuring Da Brat,1
Sock It To Me-Baby!,Mitch Ryder And The Detroit Wheels,0
Sockin' 1-2-3-4,John Roberts,7
Sofia,Clairo,9
Soft And Wet,Prince,9
Softly Whispering I Love You,The English Congregation,2
"Softly, As I Leave You",Frank Sinatra,2
Solar Power,Lorde,6
Sold Me Down The River,The Alarm,4
Soldier,Damien,7
Soldier,Destiny's Child Featuring T.I. & Lil Wayne,0
Soldier Boy,The Shirelles,0
Soldier Of Love,Sade,5
Soldier Of Love,Donny Osmond,0
Soldier's Heart,R. Kelly,7
Soldier's Joy,Hawkshaw Hawkins,8
Soldier's Last Letter,Merle Haggard And The Strangers,8
Sole Sole Sole,Siw Malmkvist-Umberto Marcato,5
Solia,Bad Bunny,9
Solid,Young Thug & Gunna Featuring Drake,1
Solid,Ashford & Simpson,1
Solid Rock,Goanna,7
Solitaire,Clay Aiken,0
Solitaire,Peter McIan,5
Solitaire,Laura Branigan,0
Solitaire,Carpenters,1
Solitaires,Future Featuring Travis Scott,3
Solitary Man,Neil Diamond,2
Solitary Man,T.G. Sheppard,9
Solitude,Edwin McCain,7
Solitude Standing,Suzanne Vega,9
Solo,Frank Ocean,9
Solo,Iyaz,3
Solo,Clean Bandit Featuring Demi Lovato,5
Solo,Billie Sans,9
Solo de Mi,Bad Bunny,9
Solsbury Hill,Peter Gabriel,6
"Soltera,Lunay", Daddy Yankee & Bad Bunny,6
Solution For Pollution,Charles Wright And The Watts 103rd Street Rhythm Band,9
Some Beach,Blake Shelton,2
Some Beautiful,Jack Wild,9
Some Changes Are For Good,Dionne Warwick,6
Some Cut,Trillville Featuring Cutty,1
Some Day We're Gonna Love Again,The Searchers,3
Some Days Are Diamonds (Some Days Are Stone),John Denver,3
Some Days You Gotta Dance,Dixie Chicks,5
Some Enchanted Evening,Jane Olivor,9
Some Enchanted Evening,Jay & The Americans,1
Some Girls,Jameson Rodgers,2
Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,8
Some Guys Have All The Luck,Rod Stewart,0
Some Guys Have All The Luck,The Persuaders,3
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,9
Some Kind Of Friend,Barry Manilow,2
Some Kind Of Lover,Jody Watley,0
Some Kind Of Wonderful,Soul Brothers Six,9
Some Kind Of Wonderful,Grand Funk,0
Some Kind Of Wonderful,The Drifters,3
Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels,3
Some Kinda Fun,Chris Montez,4
Some Like It Hot,The Power Station,0
Some Nights,fun.,0
Some Of It,Eric Church,4
Some Of Shelly's Blues,Nitty Gritty Dirt Band,6
Some People,Paul Young,6
Some People,Belouis Some,6
Some People Change,Montgomery Gentry,5
Some Things Are Better Left Unsaid,Daryl Hall John Oates,1
Some Things Never Change,Tim McGraw,5
Some Things You Never Get Used To,Diana Ross & The Supremes,2
Some Velvet Morning,Nancy Sinatra & Lee Hazlewood,2
Somebody,Justin Bieber,9
"Somebody,Internet Money", Lil Tecca & A Boogie Wit da Hoodie,9
Somebody,Natalie La Rose Featuring Jeremih,0
Somebody,Bridgit Mendler,8
Somebody,Reba McEntire,3
Somebody,Bryan Adams,1
Somebody (Somewhere) Needs You,Darrell Banks,5
Somebody Cares,Tommy James And The Shondells,5
Somebody Else Is Taking My Place,Al Martino,5
Somebody Else Will,Justin Moore,5
Somebody Else's Guy,Jocelyn Brown,7
Somebody Have Mercy,Sam Cooke,6
Somebody Help Me,The Spencer Davis Group,4
Somebody Like Me,Eddy Arnold,5
Somebody Like That,Tenille Arts,4
Somebody Like You,Keith Urban,2
Somebody Like You,Thirty Eight Special,4
Somebody Like You,Robbie Nevil,6
Somebody Love Me,Michael W. Smith,7
Somebody Loves You,The Whispers,9
Somebody Loves You,The Delfonics,7
Somebody New,Chuck Jackson,9
Somebody Save Me,Cinderella,6
Somebody Send My Baby Home,Lenny LeBlanc,5
Somebody Somewhere,Platinum Blonde,8
Somebody Special,Rod Stewart,7
Somebody Stole My Dog,Rufus Thomas,8
Somebody That I Used To Know,Glee Cast,2
Somebody That I Used To Know,Gotye Featuring Kimbra,0
Somebody That I Used To Know,Christina Grimmie & Adam Levine,6
Somebody To Love,Glee Cast,2
Somebody To Love,Justin Bieber Featuring Usher,1
Somebody To Love,Jordan Smith,2
Somebody To Love,George Michael & Queen,2
Somebody To Love,Queen,1
Somebody To Love,Jefferson Airplane,0
Somebody To Love,Bobby Darin,4
Somebody Told Me,The Killers,5
Somebody Touched Me,Buddy Knox with the Rhythm Orchids,2
Somebody's Baby,Jackson Browne,0
Somebody's Been Sleeping,100 Proof Aged in Soul,0
Somebody's Crying,Chris Isaak,4
Somebody's Gettin' It,Johnnie Taylor,3
Somebody's Gonna Love You,Lee Greenwood,9
Somebody's Heartbreak,Hunter Hayes,5
Somebody's Hero,Jamie O'Neal,5
Somebody's Knockin',Terri Gibbs,1
Somebody's Out There,Triumph,2
Somebody's Out There Watching,The Kinleys,6
Somebody's Problem,Morgan Wallen,2
Somebody's Sleeping In My Bed,Johnnie Taylor,9
Somebody's Watching Me,Rockwell,0
Somebody's Watching You,Little Sister,3
Someday,Rob Thomas,5
Someday,Nickelback,0
Someday,Sugar Ray,0
Someday,Glass Tiger,0
Someday,Mariah Carey,0
Someday,Dave Loggins,5
Someday (I Didn't Want To Have to be the One),Henry Gross,8
Someday (When I'm Gone From You),Bobby Vee and The Crickets,9
Someday (You'll Want Me To Want You),Jodie Sands,9
Someday (You'll Want Me to Want You),Della Reese,5
Someday Man,The Monkees,8
Someday Never Comes,Creedence Clearwater Revival,2
Someday Out Of The Blue,Elton John,4
Someday Soon,Judy Collins,5
Someday We'll Be Together,Diana Ross & The Supremes,0
Someday You'll Want Me To Want You,Brook Benton,9
"Someday, Someway",Marshall Crenshaw,3
"Someday, Someway",Robert Gordon,7
Someone,SWV (Featuring Puff Daddy),1
Someone,The Rembrandts,7
Someone,El DeBarge,6
Someone,Johnny Mathis,3
Someone Belonging To Someone,Bee Gees,4
Someone Could Lose A Heart Tonight,Eddie Rabbitt,1
Someone Else,Miley Cyrus,9
Someone Else Calling You Baby,Luke Bryan,5
Someone Is Watching,Solomon Burke,8
Someone Like You,Adele,0
Someone Like You,Daryl Hall,5
Someone Like You,Michael Stanley Band,7
"Someone Loves You, Joe",The Singing Belles,9
Someone Saved My Life Tonight,Elton John,0
Someone Somewhere,Junior Parker,9
Someone That I Used To Love,Natalie Cole,2
Someone To Call My Lover,Janet,0
Someone To Come Home To,The Ames Brothers,7
Someone To Hold,Trey Lorenz,1
Someone To Lay Down Beside Me,Linda Ronstadt,4
Someone To Love,Jon B. Featuring Babyface,0
Someone To Love Me For Me,Lisa Lisa And Cult Jam Featuring Full Force,7
Someone To Love You,Ruff Endz,4
Someone Who Cares,Kenny Rogers & The First Edition,5
Someone You Loved,Lewis Capaldi,0
Someone You Used To Know,Collin Raye,3
"Someone, Someone",Brian Poole And The Tremeloes,9
Somethin Else,Eddie Cochran,5
Somethin Tells Me,Bryson Tiller,7
Somethin' 'Bout A Truck,Kip Moore,2
Somethin' 'Bout You Baby I Like,Glen Campbell & Rita Coolidge,4
Somethin' 'bout 'cha,Latimore,3
Somethin' 4 Da Honeyz,Montell Jordan,2
Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,1
Somethin' Stupid,Nancy Sinatra & Frank Sinatra,0
Somethin' To Ride To (Fonky Expedition),The Conscious Daughters,4
Something,Lasgo,3
Something,Johnny Rodriguez,8
Something,The Beatles,0
Something,Booker T. & The MG's,7
Something,Shirley Bassey,5
Something About The Sunshine,Christopher Wilde & Anna Margaret,8
Something About You,Level 42,0
Something About You,LeBlanc & Carr,4
Something About You,Four Tops,1
Something Better To Do,Olivia Newton-John,1
Something Big,Shawn Mendes,7
Something Good,Utah Saints,9
Something Good (Is Going To Happen To You),Carla Thomas,7
Something Got Me Started,Simply Red,2
Something Happened,Paul Anka,4
Something Happened On The Way To Heaven,Deborah Cox,9
Something Happened On The Way To Heaven,Phil Collins,0
Something He Can Feel,Aretha Franklin,2
Something I Want To Tell You,Johnny and The Expressions,7
Something In My Heart,Michel'le,3
Something In My House,Dead Or Alive,8
Something In The Air,Thunderclap Newman,3
Something In The Water,Carrie Underwood,2
Something In The Way You Move,Ellie Goulding,4
Something In Your Eyes,Bell Biv DeVoe,3
Something In Your Mouth,Nickelback,9
Something Just Ain't Right,Keith Sweat,7
Something Just Like This,The Chainsmokers & Coldplay,0
Something Like That,Tim McGraw,2
Something More,Sugarland,3
Something New,Wiz Khalifa Featuring Ty Dolla $ign,9
Something New,Zendaya Featuring Chris Brown,9
"Something Old, Something New",Paul and Paula,7
Something Real (Inside Me/Inside You),Mr. Mister,2
Something So Strong,Crowded House,0
Something Special,Colbie Caillat,9
Something Special,Pop Smoke,4
Something That We Do,Clint Black,7
Something To Be Proud Of,Montgomery Gentry,4
Something To Believe In,Poison,0
Something To Do With My Hands,Thomas Rhett,9
Something To Grab For,Ric Ocasek,4
Something To Talk About,Bonnie Raitt,0
Something You Got,Chuck Jackson & Maxine Brown,5
Something You Got,Alvin Robinson,5
Something You Got,Ramsey Lewis Trio,6
Something's Always Wrong,Toad The Wet Sprocket,4
Something's Burning,Kenny Rogers & The First Edition,1
Something's Goin' On,U.N.V.,2
Something's Got A Hold On Me,Etta James,3
Something's Gotta Give,LeAnn Rimes,5
Something's Missing,5 Stairsteps and Cubie,8
Something's On Her Mind,The 4 Seasons,9
Something's On Your Mind,D Train,7
Something's Wrong With Me,Austin Roberts,1
Sometime,Gene Thomas,5
Sometimes,The Brand New Heavies,8
Sometimes,Britney Spears,2
Sometimes,Facts Of Life,3
Sometimes (It's A Bitch),Stevie Nicks,5
Sometimes A Fantasy,Billy Joel,3
Sometimes Always,The Jesus And Mary Chain,9
Sometimes Good Guys Don't Wear White,The Standells,4
Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),P.M. Dawn,9
Sometimes I Rhyme Slow,Nice & Smooth,4
Sometimes I Wish I Were A Boy,Lesley Gore,8
Sometimes I Wonder,Major Lance,6
Sometimes Love Just Ain't Enough,Patty Smyth,0
Sometimes She Cries,Warrant,1
Sometimes When We Touch,Dan Hill,0
Sometimes You Can't Make It On Your Own,U2,9
Sometimes You Gotta Cry A Little,Bobby Bland,5
Somewhere,Glee Cast,7
Somewhere,Barbra Streisand,4
Somewhere,The Tymes,1
Somewhere,Len Barry,2
Somewhere,P.J. Proby,9
Somewhere Along The Way,Steve Lawrence,6
Somewhere Between Love And Tomorrow,Roy Clark,8
Somewhere Down The Road,Barry Manilow,2
Somewhere Else,Toby Keith,7
Somewhere I Belong,Linkin Park,3
Somewhere In America,Survivor,6
Somewhere In My Car,Keith Urban,4
Somewhere In The Night,Barry Manilow,0
Somewhere In The Night,Helen Reddy,1
Somewhere In The Night,Batdorf & Rodney,6
Somewhere In Your Heart,Frank Sinatra,3
Somewhere On A Beach,Dierks Bentley,3
Somewhere Only We Know,Glee Cast,4
Somewhere Only We Know,Keane,4
Somewhere Out There,Our Lady Peace,4
Somewhere Over The Rainbow,Nicholas David,9
Somewhere Over The Rainbow,Katharine McPhee,1
Somewhere There's A Someone,Dean Martin,3
Somewhere With You,Kenny Chesney,3
"Somewhere, My Love",Ray Conniff And The Singers,0
"Son Of A Gun,Janet Featuring Missy Elliott", P. Diddy & Carly Simon,2
Son Of A Lovin' Man,Buchanan Brothers,6
Son Of A Travelin' Man,Ed Ames,9
Son Of My Father,Giorgio,4
Son Of My Father,Chicory,9
Son Of Sagittarius,Eddie Kendricks,2
Son Of Shaft,The Bar-Kays,5
Son-In-Law,The Blossoms,7
Son-In-Law,Louise Brown,7
Son-Of-A Preacher Man,Dusty Springfield,0
Song About A Girl,Eric Paslay,8
Song For Another Time,Old Dominion,5
Song For The Lonely,Cher,8
Song From M*A*S*H,Al DeLory,6
Song On The Radio,Al Stewart,2
Song Seller,The Raiders,9
Song Sung Blue,Neil Diamond,0
Songbird,Glee Cast,6
Songbird,Barbra Streisand,2
Songbird,Kenny G,0
Songman,Cashman & West,5
Songs About Me,Trace Adkins,5
Songs About Rain,Gary Allan,7
Soolaimón (African Trilogy II),Neil Diamond,2
Soon (I'll Be Home Again),The 4 Seasons Featuring Frankie Valli,7
Soon As I Get Home,Faith Evans,2
Soon I'll Wed My Love,John Gary,8
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,6
Sooner Or Later,Michelle Branch,9
Sooner Or Later,Breaking Benjamin,9
Sooner Or Later,The Grass Roots,0
Sooner Or Later,Johnny Mathis,8
Sooner Or Later,The Impressions,6
Soothe Me,Sam & Dave,5
Soothe Me,Sims Twins,4
Sophisticated Cissy,The Meters,3
Sophisticated Lady (She's A Different Lady),Natalie Cole,2
Sorry,Justin Bieber,0
Sorry,Beyonce,1
Sorry,Rick Ross Featuring Chris Brown,9
Sorry,Buckcherry,0
Sorry,Madonna,5
Sorry (I Ran All The Way Home),The Impalas,0
Sorry 2004,Ruben Studdard,0
Sorry For Party Rocking,LMFAO,4
Sorry Not Sorry,Demi Lovato,0
"Sorry Not Sorry,DJ Khaled Featuring Nas", JAY-Z & James Fauntleroy,2
Sorry Not Sorry,Bryson Tiller,6
Sorry Seems To Be The Hardest Word,Elton John,0
Sorry Suzanne,The Hollies,5
"Sorry, Blame It On Me",Akon,0
Sorry/That's The Trouble,Grace Jones,7
Soul City,Partland Brothers,2
Soul Dance Number Three,Wilson Pickett,5
Soul Deep,The Box Tops,1
Soul Dressing,Booker T. & The MG's,9
Soul Drippin',The Mauds,8
Soul Experience,Iron Butterfly,7
Soul Finger,Bar-Kays,1
Soul Food,Goodie Mob,6
Soul Heaven,The Dixie Drifter,9
Soul Hootenanny (Pt. I),Gene Chandler,9
Soul Inspiration,Anita Baker,7
Soul Je T'aime,Sylvia And Ralfi Pagan,9
Soul Kiss,Olivia Newton-John,1
Soul Makossa,Afrique,4
Soul Makossa,Manu Dibango,3
Soul Man,Blues Brothers,1
Soul Man,Ramsey Lewis,4
Soul Man,Sam & Dave,0
Soul Meeting,The Soul Clan,9
Soul Meets Body,Death Cab For Cutie,5
Soul Power (Pt. 1),James Brown,2
Soul Provider,Michael Bolton,1
Soul Sauce (Guacha Guaro),Cal Tjader,8
Soul Serenade,Willie Mitchell,2
Soul Serenade,King Curtis,5
Soul Shake,Delaney & Bonnie & Friends,4
Soul Sista,Bilal,7
"Soul Sister, Brown Sugar",Sam & Dave,4
Soul Song,Joe Stampley,3
Soul Survivor,Young Jeezy Featuring Akon,0
Soul Time,Shirley Ellis,6
Soul Train,Classics IV,8
Soul Twist,King Curtis And The Noble Knights,1
Soul-Limbo,Booker T. & The MG's,1
SoulFly,Rod Wave,5
Soulful Strut,Young-Holt Unlimited,0
Soulja Girl,Soulja Boy Tell'em Featuring I-15,3
Souljas,Master P,9
Soulmate,Natasha Bedingfield,9
Souls,Rick Springfield,2
Soulshake,Peggy Scott & Jo Jo Benson,3
Soulville,Aretha Franklin,8
Soulville,Dinah Washington,9
Sound And Vision,David Bowie,6
Sound Asleep,The Turtles,5
Sound Of Da Police,KRS-One,8
Sound Of Love,The Five Americans,3
Sound Of Madness,Shinedown,8
Sound-Off,Titus Turner,7
Sounds Like Life To Me,Darryl Worley,8
Sounds Of Your Voice,Jon Butcher Axis,9
Soundtrack To Your Life,Ashley Parker Angel,5
Soup For One,Chic,7
Sour Candy,Lady Gaga & BLACKPINK,3
Sour Girl,Stone Temple Pilots,7
Sour Suite,The Guess Who,4
Sour Times (Nobody Loves Me),Portishead,5
South Central Rain (I'm Sorry),R.E.M.,8
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,4
South Side,Moby Featuring Gwen Stefani,1
South Street,The Orlons,0
Southbound,Carrie Underwood,6
Southbound Train,Graham Nash & David Crosby,9
Southern Comfort Zone,Brad Paisley,5
"Southern Cross,Crosby", Stills & Nash,1
Southern Girl,Tim McGraw,4
Southern Gul,Erykah Badu Featuring Rahzel,7
Southern Hospitality,Ludacris,2
Southern Nights,Glen Campbell,0
Southern Pacific,Neil Young / Crazy Horse,6
Southern Voice,Tim McGraw,4
Southernplayalisticadillacmuzik,OutKast,7
Southside,Lil Baby,7
Southside,Lloyd Featuring Ashanti,2
"Southtown, U.S.A.",The Dixiebelles,1
Souvenirs,Voyage,4
Sowing The Seeds Of Love,Tears For Fears,0
Space Age Love Song,A Flock Of Seagulls,2
Space Age Whiz Kids,Joe Walsh,5
Space Cadet,Metro Boomin Featuring Gunna,5
Space Oddity,David Bowie,1
Space Race,Billy Preston,0
Spaceman,The Killers,6
Spaceman,Nilsson,2
Spaceship Superstar,Prism,8
Spanish Eddie,Laura Branigan,3
Spanish Eyes,Al Martino,1
Spanish Flea,Herb Alpert & The Tijuana Brass,2
Spanish Guitar,Toni Braxton,9
Spanish Harlem,Aretha Franklin,0
Spanish Harlem,King Curtis,8
Spanish Harlem,Ben E. King,0
Spanish Lace,Gene McDaniels,3
Spanish Nights And You,Connie Francis,9
Spark,Tori Amos,4
Sparkle And Shine,The Clique,9
Sparks,Hilary Duff,9
Sparks Fly,Taylor Swift,1
Speak,Godsmack,8
Speak Her Name,Walter Jackson,8
Speak Now,Taylor Swift,0
Speak Softly Love,Al Martino,7
Speak To A Girl,Tim McGraw & Faith Hill,6
Speak To The Sky,Rick Springfield,1
Special,Garbage,5
Special Delivery,1910 Fruitgum Co.,3
"Special Lady,Ray", Goodman & Brown,0
Special Occasion,Smokey Robinson & The Miracles,2
Special Someone,The Heywoods,6
Special Way,Kool & The Gang,7
Speechless,Lady Gaga,9
Speechless,Dan + Shay,2
Speed,Montgomery Gentry,4
Speed,Alpha Team,7
Speed Ball,Ray Stevens,5
Speed It Up,Gunna,9
Speed Of Sound,Coldplay,0
Speedy Gonzales,Pat Boone,0
Spend My Life,Slaughter,3
Spend My Life With You,Eric Benet Featuring Tamia,2
Spend Some Time,Elvin Bishop Featuring Mickey Thomas,9
Spend The Night In Love,The 4 Seasons,9
Spending My Time,Roxette,3
Spice Of Life,The Manhattan Transfer,3
Spice Up Your Life,Spice Girls,1
Spicy,Ty Dolla $ign Featuring Post Malone,5
Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,9
Spider Jiving,Andy Fairweather Low,8
Spiders & Snakes,Jim Stafford,0
Spies Like Us,Paul McCartney,0
Spill The Wine,The Isley Brothers,4
Spill The Wine,Eric Burdon And War,0
Spin,Lifehouse,7
Spin Spin Sugar,Sneaker Pimps,8
Spin That Wheel,Hi Tek 3 Featuring Ya Kid K,6
Spinning Around (I Must Be Falling In Love),The Main Ingredient,5
"Spinning Wheel,Blood", Sweat & Tears,0
Spinning Wheel (Pt. 1),James Brown,8
Spinout,Elvis Presley With The Jordanaires,3
Spirit,Beyonce,9
Spirit In The Dark,Aretha Franklin with The Dixie Flyers,2
Spirit In The Night,Manfred Mann's Earth Band,3
Spirit In The Sky,Doctor And The Medics,6
Spirit In The Sky,Norman Greenbaum,0
Spirit In The Sky,Dorothy Morrison,9
