song,artist,class
Baby That's Backatcha,Smokey Robinson,2
Baby The Rain Must Fall,Glenn Yarbrough,1
Baby Toys,The Toys,7
Baby U Are,Gerald Levert,8
Baby What Do You Want Me To Do,Barbara Lewis,7
Baby What I Mean,The Drifters,6
Baby What You Want Me To Do,Etta James,8
Baby What You Want Me To Do,Jimmy Reed,3
Baby Won't You Let Me Rock 'N Roll You,Ten Years After,6
Baby Workout,Jackie Wilson,0
Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company,5
Baby You Got It,Brenton Wood,3
Baby You Know,The O'Jays,7
Baby You're A Rich Man,The Beatles,3
Baby You're So Fine,Mickey & Sylvia,5
Baby You're So Right For Me,Brenda & The Tabulations,8
Baby's Coming Back,Jellyfish,6
Baby's First Christmas,Connie Francis,2
Baby's Gone,Gene Thomas,8
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,0
"Baby, Baby I Love You",Terry Cashman,7
"Baby, Baby, Baby",Sam Cooke,6
"Baby, Come Back",The Equals,3
"Baby, Come Over (This Is Our Night)",Samantha Mumba,4
"Baby, Come To Me",Patti Austin A Duet With James Ingram,0
"Baby, Do The Philly Dog",The Olympics,6
"Baby, Don't Be Looking In My Mind",Joe Simon,7
"Baby, Don't You Cry (The New Swingova Rhythm)",Ray Charles and his Orchestra,3
"Baby, Hang Up The Phone",Carl Graves,4
"Baby, Help Me",Percy Sledge,8
"Baby, I Believe In You",George LaMond,6
"Baby, I Love You",Andy Kim,0
"Baby, I Love You",The Ronettes,2
"Baby, I Love Your Way",Peter Frampton,1
"Baby, I Love Your Way/Freebird Medley",Will To Power,0
"Baby, I Need Your Lovin'",Eric Carmen,6
"Baby, I Need Your Loving",O.C. Smith,5
"Baby, I'll Give It To You",Seals & Crofts,5
"Baby, I'm For Real",The Originals,1
"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,5
"Baby, I'm Yours",Barbara Lewis,1
"Baby, I'm Yours",Jody Miller,9
"Baby, Is There Something On Your Mind",McKinley Travis,9
"Baby, It's Cold Outside",Glee Cast,5
"Baby, It's Tonight",Jude Cole,1
"Baby, Now That I've Found You",The Foundations,1
"Baby, We Better Try To Get It Together",Barry White,9
"Baby, We've Got Love",Johnnie Taylor,9
"Baby, What A Big Surprise",Chicago,0
"Baby, What About You",Crystal Gayle,8
"Baby, What's Wrong",Lonnie Mack,9
"Baby, You Look Good To Me Tonight",John Denver,6
"Baby, You're Driving Me Crazy",Joey Dee,9
"Baby, You're Right",James Brown And The Famous Flames,4
Baby-Baby-Baby,TLC,0
Baby-Get It On,Ike & Tina Turner,8
Babylon,David Gray,5
"Bacc At It Again,Yella Beezy", Gucci Mane & Quavo,7
Bachelor Boy,Cliff Richard And The Shadows,9
Baciare Baciare (Kissing Kissing),Dorothy Collins,4
Back & Forth,Aaliyah,0
Back 2 Good,matchbox 20,2
Back And Forth,Cameo,4
Back At One,Mark Wills,3
Back At One,Brian McKnight,0
"Back At The Chicken Shack, Part 1",Jimmy Smith,6
Back Beat No. 1,The Rondels,6
Back Door Man,Derek,5
Back For A Taste Of Your Love,Syl Johnson,7
Back For Good,Take That,0
Back Here,BBMak,1
Back Home Again,John Denver,0
Back In Black,AC/DC,3
Back In Blood,Pooh Shiesty Featuring Lil Durk,1
Back In Love Again,The Buckinghams,5
Back In My Arms Again,Genya Ravan,9
Back In My Arms Again,The Supremes,0
Back In Stride,Maze Featuring Frankie Beverly,8
Back In The Day,Ahmad,2
Back In The High Life Again,Steve Winwood,1
Back In The Saddle,Aerosmith,3
Back In The U.S.A.,Chuck Berry,3
Back In The U.S.S.R.,Chubby Checker,8
Back In The U.s.a.,Linda Ronstadt,1
Back In Time,Pitbull,1
Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,9
Back Like That,Ghostface Killah Featuring Ne-Yo,6
Back Of My Hand (I've Got Your Number),The Jags,8
Back Off Boogaloo,Ringo Starr,0
Back On Holiday,Robbie Nevil,3
Back On My Feet Again,The Babys,3
Back On My Feet Again,The Foundations,5
Back On Road,Gucci Mane & Drake,8
Back On The Chain Gang,Pretenders,0
Back On The Street Again,The Sunshine Company,3
Back Seat (Of My Jeep),LL Cool J,4
Back Stabbers,The O'Jays,0
Back Street,Edwin Starr,9
Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,1
Back Then,Mike Jones,2
Back To Back,Drake,2
Back To Black,Glee Cast,8
Back To December,Taylor Swift,0
Back To Life,Soul II Soul,0
Back To School Again,Four Tops,7
Back To Sleep,Chris Brown,1
Back To The 60's,Tight Fit,8
Back To The Bullet,Saraya,6
Back To The Hop,Danny & The Juniors,7
Back To The Hotel,N2Deep,1
Back To The Island,Leon Russell,5
Back To The Streets,Saweetie Featuring Jhene Aiko,5
Back To The World,Tevin Campbell,4
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,3
Back To You,Selena Gomez,1
Back Together Again,Roberta Flack With Donny Hathaway,5
Back Together Again,Daryl Hall John Oates,2
Back Up,DeJ Loaf Featuring Big Sean,4
Back Up Off Me!,Doctor Dre & Ed Lover,8
Back Up Train,Al Greene & The Soul Mate's,4
Back When,Tim McGraw,2
Back When I Knew It All,Montgomery Gentry,5
Back When My Hair Was Short,Gunhill Road,3
Back Where You Belong,Thirty Eight Special,1
Backdoor,Lil Durk,6
Backfield In Motion,Mel And Tim,0
Backfired,Debbie Harry,4
Backin' It Up,Pardison Fontaine Featuring Cardi B,3
Backroad Song,Granger Smith,4
Backseat,New Boyz Featuring The Cataracs & Dev,2
Backstage,Gene Pitney,2
Backtrack,Faron Young,8
Backwater,Meat Puppets,4
Backwoods,Justin Moore,6
Backyard,Pebbles (With Salt-N-Pepa),7
Backyard Boogie,Mack 10,3
Bad,Glee Cast,7
Bad,Wale Featuring Tiara Thomas Or Rihanna,2
Bad,Michael Jackson,0
Bad And Boujee,Migos Featuring Lil Uzi Vert,0
Bad Ass,Kid Ink Featuring Meek Mill & Wale,8
Bad At Love,Halsey,0
Bad B*tch,French Montana Featuring Jeremih,9
Bad Bad,YoungBoy Never Broke Again,5
Bad Bad Bad,Young Thug Featuring Lil Baby,3
Bad Bad Boys,Midi Maxi & Efti,9
Bad Bitch From Tokyo (Intro),Pop Smoke,5
Bad Blood,Taylor Swift Featuring Kendrick Lamar,0
Bad Blood,Bastille,9
Bad Blood,Neil Sedaka,0
Bad Boy,Juice WRLD & Young Thug,2
Bad Boy,Ray Parker Jr.,3
Bad Boy,Miami Sound Machine,0
Bad Boy,Marty Wilde,4
"Bad Boy For Life,P. Diddy", Black Rob & Mark Curry,3
Bad Boy This Bad Boy That,Bad Boy's Da Band,4
Bad Boy/Having A Party,Luther Vandross,5
Bad Boys,Wham! U.K.,5
Bad Boyz,Shyne Featuring Barrington Levy,5
Bad Brakes,Cat Stevens,8
"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,1
Bad Day,Alvin And The Chipmunks,6
Bad Day,Justin Bieber,5
Bad Day,Fuel,6
Bad Day,Daniel Powter,0
Bad Energy,Juice WRLD,1
Bad Eye,Willie Mitchell,9
Bad For You,Meek Mill Featuring Nicki Minaj,7
Bad Girl,Madonna,3
Bad Girl,Neil Sedaka,3
Bad Girl,The Miracles,9
Bad Girlfriend,Theory Of A Deadman,7
Bad Girls,Donna Summer,0
Bad Guy,Billie Eilish,0
Bad Habits,Ed Sheeran,0
Bad Habits,Maxwell,7
Bad Idea,Ariana Grande,2
Bad Liar,Selena Gomez,1
Bad Liar,Imagine Dragons,5
Bad Little Woman,The Shadows Of Knight,9
Bad Love,Eric Clapton,8
Bad Luck,Khalid,8
Bad Luck,The Atlanta Disco Band,9
Bad Luck (Part 1),Harold Melvin And The Blue Notes,1
Bad Man Blunder,The Kingston Trio,3
Bad Medicine,Bon Jovi,0
Bad Misunderstanding,The Critters,5
Bad Moon Rising,Creedence Clearwater Revival,0
Bad Morning,YoungBoy Never Broke Again,2
Bad Of The Heart,George LaMond,2
Bad Reputation,Freedy Johnston,5
Bad Romance,Lady Gaga,0
Bad Romance,Glee Cast,5
Bad Things,Machine Gun Kelly x Camila Cabello,0
Bad Time,Grand Funk,0
Bad Times,Tavares,4
Bad To Me,Billy J. Kramer With The Dakotas,0
Bad Vibes Forever,XXXTENTACION Featuring PnB Rock & Trippie Redd,8
Bad Water,The Raeletts,5
Bad Weather,The Supremes,8
"Bad, Bad Billy",Snuff,8
"Bad, Bad Leroy Brown",Jim Croce,0
"Bad, Bad Leroy Brown",Frank Sinatra,8
Badaboom,B2K Featuring Fabolous,5
Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,2
"Baddest,Yung Bleu", Chris Brown & 2 Chainz,5
Baddest Thing,YoungBoy Never Broke Again,9
Badge,Cream,5
Badlands,Bruce Springsteen,4
Bag Lady,Erykah Badu,0
"Bag Of Money,Wale Featuring Rick Ross", Meek Mill & T-Pain,6
Baggage Claim,Miranda Lambert,4
"Baguettes In The Face,Mustard featuring NAV", Playboi Carti & A Boogie Wit da Hoodie,8
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,6
Baila Conmigo,Selena Gomez With Rauw Alejandro,7
Bailamos,Enrique Iglesias,0
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,1
Bait A Hook,Justin Moore,6
Baja,The Astronauts,9
Bake Sale,Wiz Khalifa Featuring Travi$ Scott,5
Baker Street,Gerry Rafferty,0
Balboa Blue,The Marketts,4
Ball,T.I. Featuring Lil Wayne,4
Ball And Chain,Tommy James,5
Ball For Me,Post Malone Featuring Nicki Minaj,1
Ball If I Want To,DaBaby,3
Ball Of Confusion (That's What The World Is Today),The Temptations,0
Ball Of Fire,Tommy James And The Shondells,1
Balla Baby,Chingy,1
Ballad Of A Girl And Boy,Graduates,7
Ballad Of Easy Rider,The Byrds,6
Ballad Of The Alamo,Bud & Travis,6
Ballad Of The Alamo,Marty Robbins,3
Ballad Of Two Brothers,Autry Inman,4
Ballad Of You & Me & Pooneil,Jefferson Airplane,4
Ballad Of Youth,Richie Sambora,6
Ballerina Girl,Lionel Richie,0
Ballero,War,3
Ballin',Young Jeezy Featuring Lil Wayne,5
Ballin',Mustard & Roddy Ricch,1
Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,9
Ballroom Blitz,Sweet,0
Bam,JAY-Z Featuring Damian Jr. Gong Marely,4
Bama Lama Bama Loo,Little Richard,8
Banapple Gas,Cat Stevens,4
Band Of Gold,Mel Carter,3
Band Of Gold,Freda Payne,0
Band On The Run,Paul McCartney And Wings,0
Bandido,Myke Towers & Juhn,8
Bandit,Juice WRLD & YoungBoy Never Broke Again,0
Bandit Of My Dreams,Eddie Hodges,6
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,2
Bang A Gong,Witch Queen,6
Bang A Gong (Get It On),T. Rex,0
Bang And Blame,R.E.M.,1
"Bang Bang,Jessie J", Ariana Grande & Nicki Minaj,0
Bang Bang,David Sanborn,5
Bang Bang,Danger Danger,4
Bang Bang,The Joe Cuba Sextet,6
Bang Bang (My Baby Shot Me Down),Cher,0
Bang Bang Bang,Selena Gomez & The Scene,9
Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,4
Bang My Head,David Guetta Featuring Sia & Fetty Wap,7
Bang The Drum All Day,Todd Rundgren,6
Bang Your Head (Metal Health),Quiet Riot,3
Bang!,AJR,0
Bang-Shang-A-Lang,The Archies,2
Bangarang,Skrillex Featuring Sirah,7
Bangla-Desh/Deep Blue,George Harrison,2
Banjo,Rascal Flatts,5
Banjo Boy,Dorothy Collins,7
Banjo Boy,Art Mooney And His Orchestra,9
Banjo Boy,Jan And Kjeld,5
Bank Account,21 Savage,1
Banks Of The Ohio,Olivia Newton-John,9
Banned In The U.S.A.,Luke Featuring The 2 Live Crew,1
Banzai Pipeline,Henry Mancini And His Orchestra,9
Bar At The End Of The World,Kenny Chesney,9
Barbara,The Temptations,2
Barbara Ann,The Beach Boys,0
"Barbara, I Love You",New Colony Six,7
Barbara-Ann,The Regents,1
Barbie Dreams,Nicki Minaj,1
Barbie Girl,Aqua,0
Barbie Tingz,Nicki Minaj,2
Barbra Streisand,Duck Sauce,8
Barcelona,Ed Sheeran,9
Barefoot And Crazy,Jack Ingram,6
Barefoot Blue Jean Night,Jake Owen,2
Barefoot In Baltimore,Strawberry Alarm Clock,6
Barefootin',Robert Parker,0
Barely Breathing,Duncan Sheik,1
Baroque-A-Nova,Mason Williams,9
Barracuda,Heart,1
Barrel Of A Gun,Depeche Mode,4
Bartender,Lady Antebellum,3
Bartender,T-Pain Featuring Akon,0
Bartender Song,Rehab,6
Bartier Cardi,Cardi B Featuring 21 Savage,1
Basketball,Kurtis Blow,7
Basketball Jones Featuring Tyrone Shoelaces,Cheech & Chong,1
Bass Down Low,Dev Featuring The Cataracs,6
Bat Country,Avenged Sevenfold,5
Bat Man,YoungBoy Never Broke Again,8
Batman,Jan & Dean,6
Batman & His Grandmother,Dickie Goodman,6
Batman Theme,The Marketts,1
Batman Theme,Neal Hefti,3
Battle Hymn Of Lt. Calley,C Company Featuring Terry Nelson,3
Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,3
Battle Hymn Of The Republic,The Mormon Tabernacle Choir,1
Battle Of Gettysburg,Fred Darian,9
Battle Of New Orleans,Harpers Bizarre,9
Battle Of New Orleans,The Nitty Gritty Dirt Band,7
Battle Scars,Lupe Fiasco & Guy Sebastian,7
Battlefield,Jordin Sparks,0
Battleship Chains,The Georgia Satellites,8
"Baubles, Bangles And Beads",The Kirby Stone Four,4
Be,Neil Diamond,3
"Be A Light,Thomas Rhett Featuring Reba McEntire, Hillary Scott", Chris Tomlin & Keith Urban,4
Be Alright,Dean Lewis,2
Be Alright,Ariana Grande,4
Be Anything (But Be Mine),Connie Francis,2
Be Anything (But Be Mine),Gloria Lynne,8
Be Bop A-Lula,The Everly Brothers,7
Be Careful,Cardi B,1
Be Careful Of Stones That You Throw,Dion,3
Be Good To Me,Ashley Tisdale,7
Be Good To Me Baby,Luther Ingram,9
Be Good To Yourself,Journey,0
Be Happy,Mary J. Blige,2
Be Here,Raphael Saadiq Featuring D'Angelo,9
Be Kind,Marshmello & Halsey,2
Be Like Me,Lil Pump Featuring Lil Wayne,7
Be Like That,Kane Brown With Swae Lee & Khalid,1
Be Like That,3 Doors Down,2
Be Mad Little Girl,Bobby Darin,6
"Be Mine (Tonight),Grover Washington", Jr.,9
Be Mine Tonight,Neil Diamond,3
Be My Baby,Andy Kim,1
Be My Baby,Dick and DeeDee,8
Be My Baby,Cissy Houston,9
Be My Baby,The Ronettes,0
Be My Baby Tonight,John Michael Montgomery,7
Be My Boy,Paris Sisters,5
Be My Escape,Relient K,8
Be My Girl,The Dramatics,5
Be My Girl,The Four-Evers,7
Be My Guest,Fats Domino,0
Be My Lady,The Meters,7
Be My Lady,Jefferson Starship,2
Be My Lover,La Bouche,0
Be My Lover,Alice Cooper,4
Be Near Me,ABC,0
Be Nice To Me,Runt-Todd Rundgren,7
Be OK,Ingrid Michaelson,9
Be On You,Flo Rida Featuring Ne-Yo,1
Be Real,Kid Ink Featuring DeJ Loaf,4
Be Something,Polo G Featuring Lil Baby,5
Be Still My Beating Heart,Sting,1
Be Thankful For What You Got,William DeVaughn,0
Be True To Your School,The Beach Boys,0
Be True To Yourself,2nd II None,7
Be True To Yourself,Bobby Vee,3
Be What You Are,The Staple Singers,6
Be With You,Enrique Iglesias,0
Be With You,The Bangles,2
Be Without You,Mary J. Blige,0
"Be Young, Be Foolish, Be Happy",The Tams,6
Be Your Man,Jesse Johnson's Revue,6
Be Yourself,Audioslave,3
Beach Baby,First Class,0
Beach Girl,Pat Boone,7
Beach Party,Dave York and The Beachcombers,9
Beach Party,King Curtis And The Noble Knights,5
Beach Time,Roger Smith,6
Beachcomber,Bobby Darin,9
Beachin',Jake Owen,2
"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,4
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,1
Beans In My Ears,The Serendipity Singers,2
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,8
Beast Of Burden,The Rolling Stones,0
Beast Of Burden,Bette Midler,7
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,1
Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,5
Beat It,Fall Out Boy Featuring John Mayer,1
Beat It,Michael Jackson,0
Beat Me Daddy Eight To The Bar,Commander Cody,8
Beat Of A Heart,Scandal Featuring Patty Smyth,4
Beat Of The Music,Brett Eldredge,4
Beat Patrol,Starship,4
Beat The Clock,The McCoys,9
Beat This Summer,Brad Paisley,4
Beat's So Lonely,Charlie Sexton,1
Beating Heart,Ellie Goulding,8
Beatnik Fly,Johnny And The Hurricanes,1
Beatstreet,Grand Master Melle Mel And The Furious Five With Mr Ness & Cowboy,8
Beaucoups Of Blues,Ringo Starr,8
Beautician Blues,B.B. King,8
Beautiful,Carly Rae Jepsen Featuring Justin Bieber,8
Beautiful,Bazzi Featuring Camila Cabello,2
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,1
Beautiful,Glee Cast,6
Beautiful,Christina Aguilera & Beverly McClellan,7
Beautiful,Eminem,1
Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,0
Beautiful,Christina Aguilera,0
Beautiful,Gordon Lightfoot,5
Beautiful Crazy,Luke Combs,2
Beautiful Day,Lee DeWyze,2
Beautiful Day,U2,2
Beautiful Delilah,Chuck Berry,8
Beautiful Drug,Zac Brown Band,5
Beautiful Flower,India.Arie,5
Beautiful Girl,INXS,4
Beautiful Girls,Sean Kingston,0
Beautiful Girls,Van Halen,8
