song,artist,class
Futsal Shuffle 2020,Lil Uzi Vert,0
Future Shock,Hello People,7
Future Shock,Curtis Mayfield,3
G'd Up,Snoop Dogg Presents Tha Eastsidaz,4
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,0
G.H.E.T.T.O.U.T.,Changing Faces,0
G.N.O. (Girl's Night Out),Miley Cyrus,9
G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,7
G.T.O.,Ronny And The Daytonas,0
G.U.Y.,Lady Gaga,7
GANG GANG,JACKBOYS & Sheck Wes,4
"GATTI,JACKBOYS", Pop Smoke & Travis Scott,6
GIRL,Maren Morris,4
GNF (OKOKOK),Polo G,5
"GOSPEL,DaBaby Featuring Chance The Rapper", Gucci Mane & YK Osiris,5
Gal Yuh Ah Lead,T.O.K.,8
Galaxy,War,3
Galileo,Indigo Girls,8
Gallant Men,Senator Everett McKinley Dirksen,2
Gallery,Mario Vazquez,3
Galveston,Glen Campbell,0
Galveston,Roger Williams,9
Galway Girl,Ed Sheeran,5
Game Of Love,Wayne Fontana & The Mindbenders,0
Game Over (Flip),Lil' Flip,1
Game's Pain,The Game Featuring Keyshia Cole,7
Games,Luke Bryan,9
Games,Chuckii Booker,6
Games,Phoebe Snow,4
Games,Redeye,2
Games People Play,Inner Circle,8
Games People Play,The Alan Parsons Project,1
Games People Play,Joe South,1
Games That Lovers Play,Wayne Newton,8
Games That Lovers Play,Eddie Fisher,4
Games Without Frontiers,Peter Gabriel,4
Gang Gang,Migos,7
Gang Gang,Polo G & Lil Wayne,3
Gangnam Style,PSY,0
Gangsta,Kehlani,4
Gangsta,Bell Biv DeVoe,2
Gangsta Bitch,Apache,6
Gangsta Girl,Big Tymers Featuring R. Kelly,8
Gangsta Lean,DRS,0
Gangsta Lovin',Eve Featuring Alicia Keys,0
Gangsta Luv,Snoop Dogg Featuring The-Dream,3
Gangsta Nation,Westside Connection Featuring Nate Dogg,3
Gangstas,Pop Smoke,3
Gangstas Make The World Go Round,Westside Connection,3
Ganja Burns,Nicki Minaj,5
Garden In The Rain,Vic Dana,9
Garden Party,Herb Alpert,8
Garden Party,Rick Nelson And The Stone Canyon Band,0
Gas Lamps And Clay,Blues Image,8
Gas Money,Jan & Arnie,8
Gas Pedal,Sage The Gemini Featuring IamSu!,2
Gasolina,Daddy Yankee,3
Gator Tails And Monkey Ribs,The Spats Featuring Dick Johnson,9
Gazachstahagen,The Wild-Cats,5
Gee,The Pixies Three,8
Gee,Jan & Dean,8
Gee,George Hamilton IV,7
Gee Baby,Peter Shelley,8
Gee Baby (I'm Sorry),The Three Degrees,7
Gee Whiz,Bernadette Peters,3
Gee Whiz,The Innocents,2
Gee Whiz (Look At His Eyes),Carla Thomas,0
"Gee, But It's Lonely",Pat Boone,3
Gemini Dream,The Moody Blues,1
General Hospi-tale,The Afternoon Delights,3
Genie In A Bottle,Christina Aguilera,0
Genius Of Love,Tom Tom Club,3
Gentle,Dino,3
Gentle On My Mind,Aretha Franklin,7
Gentle On My Mind,Glen Campbell,3
Gentle On My Mind,Patti Page,6
Gentleman,PSY,0
George Jackson,Bob Dylan,3
Georgia,Carolyn Dawn Johnson,9
Georgia,Ludacris & Field Mob Featuring Jamie Foxx,3
Georgia Clay,Josh Kelley,8
Georgia On My Mind,Michael Bolton,3
Georgia On My Mind,Willie Nelson,8
Georgia On My Mind,The Righteous Brothers,6
Georgia On My Mind,Wes Montgomery,9
Georgia On My Mind,Ray Charles,0
Georgia Pines,The Candymen,8
Georgia Porcupine,George Fischoff,9
Georgia Rain,Trisha Yearwood,7
Georgia Rhythm,Atlanta Rhythm Section,6
Georgia Rose,Tony Bennett,8
Georgia Took Her Back,R.B. Greaves,8
Georgie Porgie,Jewel Akens,6
Georgy Girl,Baja Marimba Band,9
Georgy Girl,The Seekers,0
Georgy Porgy,Eric Benet Featuring Faith Evans,5
Georgy Porgy,Toto,4
Geraldine,Jack Scott,9
Geronimo,Sheppard,5
Geronimo's Cadillac,Michael Murphey,3
Get A Leg Up,John Mellencamp,1
Get A Life,Soul II Soul,5
Get A Move On,Eddie Money,4
Get Along,Kenny Chesney,2
Get Along Better,Drake Featuring Ty Dolla $ign,2
Get At Me Dog,DMX Featuring Sheek Of The Lox,3
Get Away,Bobby Brown,1
Get Away,Georgie Fame And The Blue Flames,6
Get Back,Demi Lovato,4
Get Back,Ludacris,1
Get Back,Billy Preston,8
Get Back,The Beatles With Billy Preston,0
Get Back,Roy Head,8
Get Back Up,T.I. Featuring Chris Brown,6
Get Buck,Young Buck,8
"Get Buck In Here,DJ Felli Fel Featuring Diddy, Akon", Ludacris & Lil Jon,4
Get Busy,Sean Paul,0
Get By,Talib Kweli,7
Get Closer,Linda Ronstadt,2
Get Closer,Seals & Crofts (Featuring Carolyn Willis),0
Get Crunked Up,Iconz Featuring Tony Manshino,9
Get Dancin',Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,0
Get Down,Craig Mack,3
Get Down,Gene Chandler,5
Get Down,Curtis Mayfield,6
Get Down,Harvey Scales,7
Get Down,Gilbert O'Sullivan,0
Get Down On It,Kool & The Gang,0
Get Down People,Fabulous Counts,8
Get Down Tonight,KC And The Sunshine Band,0
"Get Down, Get Down (Get On The Floor)",Joe Simon,0
Get Dripped,Lil Yachty Featuring Playboi Carti,9
Get Drunk And Be Somebody,Toby Keith,4
Get Gone,Ideal,1
Get Her Back,Robin Thicke,8
Get Here,Oleta Adams,0
Get Him,The Exciters,7
Get Into It (Yuh),Doja Cat,6
Get Into Something,The Isley Brothers,8
Get Involved,Raphael Saadiq & Q-Tip,6
Get It,Stevie Wonder & Michael Jackson,7
Get It From The Bottom,The Steelers,5
Get It On,Kingdom Come,6
Get It On,Chase,2
Get It On (Bang A Gong),The Power Station,0
Get It On Tonite,Montell Jordan,0
Get It Poppin',Fat Joe Featuring Nelly,0
Get It Right,Glee Cast,1
Get It Right,Aretha Franklin,6
Get It Right Next Time,Gerry Rafferty,2
Get It Shawty,Lloyd,1
Get It Started,Pitbull Featuring Shakira,8
Get It Together,Drake Featuring Jorja Smith & Black Coffee,4
Get It Together,702,0
Get It Together,Jackson 5,2
Get It Together (Part 1),James Brown And The Famous Flames,3
Get It Up,Ronnie Milsap,4
Get It Wet,Twista,9
Get It While You Can,Janis Joplin,7
Get Lifted,Keith Murray,7
Get Like Me,David Banner Featuring Chris Brown,1
Get Low,Zedd & Liam Payne,9
Get Low,Dillon Francis & DJ Snake,6
"Get Low,Waka Flocka Flame Featuring Nicki Minaj", Tyga & Flo Rida,7
Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,0
Get Lucky,Daft Punk Featuring Pharrell Williams,0
Get Me,Justin Bieber Featuring Kehlani,9
Get Me Bodied,Beyonce,4
Get Me Some Of That,Thomas Rhett,4
Get Me To The World On Time,The Electric Prunes,2
Get Money,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,1
Get My Drink On,Toby Keith,8
Get No Better,Cassidy Featuring Mashonda,7
Get Off,Foxy,0
Get Off My Back Woman,B.B. King,7
Get Off Of My Cloud,The Rolling Stones,0
Get On The Good Foot-Part 1,James Brown,1
Get On Up,Jodeci,2
Get On Up,The Esquires,1
Get On Your Boots,U2,3
Get On Your Feet,Gloria Estefan,1
Get On Your Knees,Nicki Minaj Featuring Ariana Grande,8
Get Out Now,Tommy James And The Shondells,4
Get Out Of Bed,Livingston Taylor,9
Get Out Of Denver,Bob Seger,7
"Get Out Of My Life, Woman",Lee Dorsey,4
"Get Outta My Dreams, Get Into My Car",Billy Ocean,0
Get Over It,Eagles,3
Get Over Yourself,Eden's Crush,0
Get Ready,Rod Wave Featuring Kodak Black,9
Get Ready,The Temptations,2
Get Ready,Rare Earth,0
Get Ready For This,2 Unlimited,3
Get Ready To Bounce,Brooklyn Bounce,9
"Get Ready, Here It Comes (It's The Choo-Choo)",Southsyde B.O.I.Z.,9
Get Rhythm,Johnny Cash,5
Get Right,Jennifer Lopez,1
Get Right Witcha,Migos,7
Get Serious,Cut 'N' Move,7
Get Silly,V.I.C.,2
Get That Gasoline Blues,NRBQ,6
Get That Love,Thompson Twins,3
Get The Cream Off The Top,Eddie Kendricks,4
Get The Funk Out Ma Face,The Brothers Johnson,2
Get The Message,Brian Hyland,9
Get The Party Started,P!nk,0
Get Together,Big Mountain,4
Get Together,The Youngbloods,0
Get Ugly,Jason Derulo,5
Get Ugly,Lil Baby,5
Get Up,50 Cent,4
Get Up,Amel Larrieux,9
Get Up,Lost Boyz,5
Get Up,Ciara Featuring Chamillionaire,0
Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,1
Get Up (Move Boy Move),AB Logic,8
Get Up 10,Cardi B,3
Get Up And Boogie (That's Right),Silver Convention,0
Get Up And Get Down,The Dramatics,7
Get Up And Go,Go-Go's,4
Get Up Offa That Thing,James Brown,4
Get Up On It,Keith Sweat (Featuring Kut Klose),6
Get Up! (Before The Night Is Over),Technotronic,0
"Get Up, Get Into It, Get Involved (Pt. 1)",James Brown,3
Get Ur Freak On,Missy Misdemeanor Elliott,0
Get Used To It,Justin Bieber,8
Get Used To It,Roger Voudouris,2
Get With U,Lidell Townsell & M.T.F.,7
Get You,Daniel Caesar Featuring Kali Uchis,9
Get Your Shine On,Florida Georgia Line,2
Get'cha Head In The Game,Andrew Seeley,2
"Getaway,Earth", Wind & Fire,1
Getcha Back,The Beach Boys,2
Gett Off,Prince And The N.P.G.,2
Gettin' It,Too Short Featuring Parliament Funkadelic,6
Gettin' Jiggy Wit It,Will Smith,0
Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,3
Gettin' Ready For Love,Diana Ross,2
Gettin' Some,Shawnna,3
Gettin' Together,Tommy James And The Shondells,1
Gettin' You Home,Chris Young,3
Getting Away With It,Electronic,3
Getting Away With Murder,Papa Roach,6
Getting Closer,Wings,1
"Getting It On/Ride, Sally, Ride",Dennis Coffey & The Detroit Guitar Band,9
Getting Mighty Crowded,Betty Everett,6
Getting Older,Billie Eilish,6
Getting Ready For The Heartbreak,Chuck Jackson,8
Getting The Corners,The T.S.U. Toronadoes,7
Getto Jam,Domino,0
Ghetto,Akon,9
Ghetto Child,The Spinners,2
Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony,1
Ghetto Girls,Lil Bow Wow,9
Ghetto Love,Da Brat Featuring T-Boz,1
Ghetto Story Chapter 2,Cham Featuring Alicia Keys,7
Ghetto Supastar (That Is What You Are),Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,1
Ghetto Woman,B.B. King,6
Ghost,Justin Bieber,3
Ghost,Ella Henderson,2
Ghost Dancer,Addrisi Brothers,4
Ghost In This House,Lauren Duski,9
Ghost Riders In The Sky,Baja Marimba Band,5
Ghost Town,Adam Lambert,6
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,1
Ghost Town,Cheap Trick,3
Ghostbusters,Ray Parker Jr.,0
"Ghostface Killers,21 Savage", Offset & Metro Boomin Featuring Travis Scott,3
Ghostin,Ariana Grande,2
Ghosts That We Knew,Mumford & Sons,8
Giddyup Go,Red Sovine,8
Gidget,Jimmy Darren,4
Gift Of Love,Van Dykes,9
Gigolo,Nick Cannon Featuring R. Kelly,2
Gilee,Sonny Spencer,8
Gimme All Your Lovin,ZZ Top,3
Gimme Dat Ding,The Pipkins,0
Gimme Gimme Good Lovin',Crazy Elephant,1
Gimme Little Sign,Brenton Wood,0
Gimme More,Britney Spears,0
Gimme Shelter,Merry Clayton,7
Gimme Shelter,Grand Funk Railroad,6
Gimme Some Love,Gina G,4
Gimme Some Lovin',Blues Brothers,1
Gimme Some Lovin',The Spencer Davis Group,0
"Gimme Some Lovin'-Pt. 1,Traffic", Etc.,6
Gimme Some More,The JB's,6
Gimme That,Chris Brown Featuring Lil Wayne,1
Gimme The Light,Sean Paul,0
Gimme Your Good Lovin',Diving For Pearls,8
Gimme Your Money Please,Bachman-Turner Overdrive,6
Gimmick,Gunna,8
Gimmie That Girl,Joe Nichols,3
Gin And Juice,Snoop Doggy Dogg,0
Gina,Johnny Mathis,0
Ginger Bread,Frankie Avalon,0
Ginnie Bell,Paul Dino,3
Ginny Come Lately,Brian Hyland,2
Ginza,J Balvin,8
Girl,Destiny's Child,2
Girl,Paul Wall,3
Girl,Beck,9
Girl (Why You Wanna Make Me Blue),The Temptations,2
Girl (You Captivate Me),? (Question Mark) & The Mysterians,9
Girl All The Bad Guys Want,Bowling For Soup,6
Girl Can't Help It,Journey,1
Girl Come Running,The 4 Seasons Featuring the Sound of Frankie Valli,2
Girl Crush,Little Big Town,1
Girl Don't Care,Gene Chandler,6
Girl Don't Come,Sandie Shaw,4
Girl I Am Searching For You,Stevie B,5
Girl I Need You,The Artistics,6
Girl I'm Gonna Miss You,Milli Vanilli,0
Girl In A Country Song,Maddie & Tae,5
Girl In Love,The Outsiders,2
Girl In My Dreams,The Capris,9
Girl Like Me,Jazmine Sullivan Featuring H.E.R.,9
Girl Like Me,Black Eyed Peas X Shakira,6
Girl Like You,Jason Aldean,4
Girl Next Door,Musiq Soulchild Featuring Ayana,8
Girl Next Door,Saving Jane,3
Girl Of My Best Friend,Ral Donner,1
Girl Of My Dreams,Rod Wave,6
Girl Of My Dreams,Bram Tchaikovsky,3
Girl On A Swing,Gerry And The Pacemakers,2
Girl On Fire,Alicia Keys Featuring Nicki Minaj,1
Girl On TV,LFO,0
Girl On The Billboard,Del Reeves,9
Girl Talk,TLC,2
Girl Tonite,Twista Featuring Trey Songz,1
Girl U For Me/Lose Control,Silk,2
Girl Watcher,The O'Kaysions,0
Girl With The Hungry Eyes,Jefferson Starship,5
Girl You Know It's True,Milli Vanilli,0
Girl You Need A Change Of Mind (Part 1),Eddie Kendricks,8
Girl You're Too Young,Archie Bell & The Drells,5
"Girl, Don't Let It Get You Down",The O'Jays,5
"Girl, I've Been Hurt",Snow,1
"Girl, You'll Be A Woman Soon",Neil Diamond,0
Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,2
Girlfriend,Bow Wow & Omarion,3
Girlfriend,Avril Lavigne,0
Girlfriend,'N Sync Featuring Nelly,0
Girlfriend,B2K,2
Girlfriend,Pebbles,0
Girlfriend,Bobby Brown,5
Girlfriend/Boyfriend,BLACKstreet With Janet,4
Girls,Dwight Twilley,1
Girls,Major Lance,6
Girls & Boys,Blur,5
Girls Ain't Nothing But Trouble,D.J. Jazzy Jeff & The Fresh Prince,5
Girls And Boys,Good Charlotte,4
Girls Are More Fun,Ray Parker Jr.,3
Girls Are Out To Get You,The Fascinations,9
Girls Around The World,Lloyd Featuring Lil Wayne,6
Girls Can Get It,Dr. Hook,3
Girls Can't Do What The Guys Do,Betty Wright,3
Girls Chase Boys,Ingrid Michaelson,5
Girls Dem Sugar,Beenie Man Featuring Mya,5
Girls Girls Girls (Part II),The Coasters,9
Girls Grow Up Faster Than Boys,The Cookies,3
Girls In Love,Gary Lewis And The Playboys,3
Girls In The Hood,Megan Thee Stallion,2
Girls In Their Summer Clothes,Bruce Springsteen,9
Girls It Ain't Easy,The Honey Cone,6
Girls Just Want To Have Fun,Glee Cast,5
Girls Just Want To Have Fun,Madi Davis,9
Girls Just Want To Have Fun,Cyndi Lauper,0
Girls Lie Too,Terri Clark,3
Girls Like You,Maroon 5 Featuring Cardi B,0
Girls Need Love,Summer Walker X Drake,3
Girls Nite Out,Tyler Collins,0
Girls Talk,Dave Edmunds,6
Girls Talk Boys,5 Seconds Of Summer,6
Girls Want Girls,Drake Featuring Lil Baby,0
"Girls Will Be Girls, Boys Will Be Boys",The Isley Brothers,7
Girls With Guns,Tommy Shaw,3
Girls' Best Friend,JAY-Z,5
Girls' School,Wings,3
"Girls, Girls, Girls",JAY-Z,1
"Girls, Girls, Girls",Motley Crue,1
Girlstown,Super Cat,9
Gitarzan,Ray Stevens,0
Gitty Up,Salt-N-Pepa,4
Give,Misiing Persons,6
Give A Damn,Spanky And Our Gang,4
Give A Little Bit,Goo Goo Dolls,3
Give A Little Bit,Supertramp,1
Give A Little Bit More,Cliff Richard,4
Give A Little More,Maroon 5,8
Give A Woman Love,Bobbi Martin,9
Give All Your Love To Me,Gerry And The Pacemakers,6
Give Everybody Some,The Bar-Kays,9
Give Him A Great Big Kiss,The Shangri-Las,1
Give Him A Love He Can Feel,Tene Williams,8
Give In To Me,Garrett Hedlund & Leighton Meester,7
Give Ireland Back To The Irish,Wings,2
Give It 2 Me,Madonna,5
Give It 2 U,Robin Thicke Featuring Kendrick Lamar,2
Give It 2 You,Da Brat,2
Give It All We Got Tonight,George Strait,4
Give It All You Got,Chuck Mangione,1
Give It Away,George Strait,3
Give It Away,Red Hot Chili Peppers,7
Give It Away,The Chi-lites,8
Give It To Her,Tanto Metro & Devonte,8
Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,0
Give It To Me,The Mob,7
Give It To Me,The J. Geils Band,2
Give It To Me Baby,Rick James,3
Give It To Me Good,Trixter,6
Give It To The People,The Righteous Brothers,1
Give It To You,Martha Wash,8
Give It To You,Jordan Knight,0
Give It Up,Wilson Phillips,2
Give It Up,The Goodmen,7
Give It Up,Public Enemy,3
Give It Up,The Steve Miller Band,5
Give It Up,ZZ Top,7
Give It Up,KC,1
Give It Up (turn It Loose),Tyrone Davis,3
Give It Up Or Turnit A Loose,James Brown,1
Give It Up To Me,Shakira Featuring Lil Wayne,2
"Give It Up, Turn It Loose",En Vogue,1
Give It What You Got/Peace Pipe,B.T. Express,3
Give Me A Reason To Be Gone,Maureen McGovern,7
Give Me A Sign (Forever And Ever),Breaking Benjamin,9
Give Me All Night,Carly Simon,6
Give Me All Your Love,Whitesnake,4
Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,0
Give Me An Inch,Ian Matthews,6
Give Me Back My Hometown,Eric Church,3
"Give Me Everything,Pitbull Featuring Ne-Yo", Afrojack & Nayer,0
Give Me Just A Little More Time,Chairman Of The Board,0
Give Me Just One Night (Una Noche),98 Degrees,0
Give Me Love - (Give Me Peace On Earth),George Harrison,0
Give Me One More Chance,Wilmer And The Dukes,7
Give Me One Reason,Tracy Chapman,0
Give Me That,Webbie Featuring Bun B,2
Give Me The Keys (And I'll Drive You Crazy),Huey Lewis & The News,4
Give Me The Night,George Benson,0
Give Me The Reason,Luther Vandross,5
Give Me Time,Dusty Springfield,7
Give Me Tonight,Shannon,4
Give Me You,Mary J. Blige,6
Give Me Your Love,Barbara Mason,3
Give Me Your Love,Nat King Cole,8
Give Me...A Reason,Buffy,7
Give My Love A Try,Linda Jones,9
Give Myself A Party,Don Gibson,4
Give Peace A Chance,The Peace Choir,5
Give Peace A Chance,Plastic Ono Band,1
Give The People What They Want,The O'Jays,4
Give To Live,Sammy Hagar,2
Give Up Your Guns,The Buoys,8
Give Us Your Blessing,Ray Peterson,6
Give Us Your Blessings,The Shangri-Las,2
Give You What You Want (Fa Sure),Chico DeBarge,7
Give Your Baby A Standing Ovation,The Dells,3
Give Your Heart A Break,Demi Lovato,1
Given To Fly,Pearl Jam,2
Given Up,Linkin Park,9
Gives You Hell,Glee Cast,3
Gives You Hell,The All-American Rejects,0
Giving Him Something He Can Feel,En Vogue,0
Giving It All Away,Roger Daltrey,8
Giving It Up For Your Love,Delbert McClinton,0
Giving Up,Donny Hathaway,8
Giving Up,Gladys Knight And The Pips,3
Giving Up On Love,Rick Astley,3
Giving Up On Love,Jerry Butler,5
Giving You The Benefit,Pebbles,0
Giving You The Best That I Got,Anita Baker,0
Glaciers Of Ice/Criminology,Chef Raekwon,4
Glad All Over,The Dave Clark Five,0
Glad Rags,Tennessee Ernie Ford,9
Glad She's A Woman,Bobby Goldsboro,6
Glad To Be Unhappy,The Mamas & The Papas,2
Glad You Came,The Wanted,0
Glad You Came,Glee Cast,8
Glad You Exist,Dan + Shay,2
Glamorous,Fergie Featuring Ludacris,0
Glamour Boys,Living Colour,3
Glass,Thompson Square,8
Glasshouse,The Temptations,3
Glide,Pleasure,5
Glitter In The Air,P!nk,1
Global,Lil Baby,9
Glock In My Lap,21 Savage & Metro Boomin,1
Gloria,The Doors,7
Gloria,Laura Branigan,0
Gloria,Them,7
Gloria,Shadows Of Knight,0
Gloria,Enchantment,2
Gloria's Theme,Adam Wade,7
Glorious,Macklemore Featuring Skylar Grey,4
Glory,Common & John Legend,4
Glory And Gore,Lorde,6
Glory Bound,The Grass Roots,3
Glory Days,Bruce Springsteen,0
Glory Glory,The Rascals,5
Glory Of Love,Otis Redding,5
Glory Of Love,Don Gardner And Dee Dee Ford,7
Glory Of Love,The Roommates,4
Glow,Drake Featuring Kanye West,5
Glycerine,Bush,2
Gnarly,Kodak Black Featuring Lil Pump,8
Gnat,Eminem,5
Go,Asia,4
Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,6
Go Ahead And Cry,The Righteous Brothers,2
Go All The Way,Raspberries,0
Go Away,Lorrie Morgan,8
Go Away From My World,Marianne Faithfull,8
Go Away Little Girl,The Happenings,1
Go Away Little Girl,Donny Osmond,0
Go Away Little Girl,Steve Lawrence,0
Go Back,Crabby Appleton,3
Go Chase A Moonbeam,Jerry Vale,5
Go Crazy,Chris Brown & Young Thug,0
Go D.J.,Lil Wayne,1
Go Down Easy,Dan Fogelberg,8
"Go Down Gamblin',Blood", Sweat & Tears,3
Go Flex,Post Malone,7
Go For It,Kim Wilde,6
Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,6
Go For Soda,Kim Mitchell,8
Go Get It,T.I.,7
Go Getta,Young Jeezy Featuring R. Kelly,1
Go Girl,Ciara Featuring T-Pain,7
Go Girl,Pitbull Featuring Trina & Young Bo$$,8
Go Hard,DJ Khaled Featuring Kanye West & T-Pain,6
Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,8
Go Home,Stevie Wonder,0
Go Insane,Lindsey Buckingham,2
Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,6
"Go Loko,YG", Tyga & Jon Z,4
Go Now!,The Moody Blues,0
Go On,George Strait,3
Go On Girl,Ne-Yo,9
Go On Home,Patti Page,4
Go Part 1,Polo G Featuring G Herbo,8
Go See The Doctor,Kool Moe Dee,8
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,5
Go West,Village People,4
Go Where You Wanna Go,The 5th Dimension,1
Go With Me,Gene And Debbe,7
Go Your Own Way,Glee Cast,4
Go Your Own Way,Fleetwood Mac,0
Go!,Kid LAROI & Juice WRLD,5
Go!,Moneybagg Yo Featuring BIG30,5
Go!,Common,7
"Go, Jimmy, Go",Jimmy Clanton,0
Go-Go Girl,Lee Dorsey,6
Go2DaMoon,Playboi Carti Featuring Kanye West,8
God,Tori Amos,7
God Bless America,Daniel Rodriguez,9
God Bless America,Connie Francis,3
God Bless Our Love,The Ballads,6
God Bless The Child,Shania Twain,7
God Bless The U.S.A.,American Idol Finalists,0
God Bless The USA,Lee Greenwood,1
God Bless Whoever Sent You,The Originals,5
God Blessed Texas,Little Texas,5
God Breathed,Kanye West,2
God Gave Me You,Blake Shelton,2
God In Me,Mary Mary Featuring Kierra KiKi Sheard,6
God Is,Kanye West,3
God Is A Woman,Ariana Grande,0
God Knows I Love You,Nancy Sinatra,9
"God Knows/Baby, I'm Yours",Debby Boone,7
God Love Her,Toby Keith,3
God Made Girls,RaeLynn,6
God Must Be Busy,Brooks & Dunn,7
God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,2
God Only Knows,Jordan Smith & Adam Levine,8
God Only Knows,for KING & COUNTRY,9
