song,artist,class
Remote Control,The Reddings,8
Rendezvous,The Hudson Brothers,2
Renee,Lost Boyz,3
Renegade,Big Red Machine Featuring Taylor Swift,7
Renegade,Styx,1
Renegade,Michael Murphey,3
Renegades,X Ambassadors,1
Rent Money,Future,5
Repeat After Me (Interlude),The Weeknd,6
Repeat It,Lil Tecca & Gunna,7
Repetition,Information Society,7
Replay,Iyaz,0
Replay,Zendaya,3
Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,4
Representin',Ludacris Featuring Kelly Rowland,9
Request Line,The Black Eyed Peas Featuring Macy Gray,6
Request Line,Zhane,3
Requiem For The Masses,The Association,9
Rerun,Quavo Featuring Travis Scott,8
Rescue Me,Marshmello Featuring A Day To Remember,9
Rescue Me,Madonna,0
Rescue Me,Fontella Bass,0
Rescue Me,Melissa Manchester,7
Reservations For Two,Dionne & Kashif,6
Respect,Aretha Franklin,0
Respect,The Rationals,9
Respect,Otis Redding,3
Respect The Game,Meek Mill,5
Respect Yourself,Bruce Willis,0
Respect Yourself,The Staple Singers,1
Respectable,The Outsiders,1
Rest In Peace,Extreme,9
Rest In Pieces,Saliva,9
Rest Of My Life,Ludacris Featuring Usher & David Guetta,7
Restless,Starpoint,4
Restless Heart,Peter Cetera,3
Restless Heart,John Waite,5
"Resurrection Shuffle,Ashton", Gardner & Dyke,3
Return Of The Mack,Mark Morrison,0
Return To Innocence,Enigma,0
Return To Me,Dean Martin,4
Return To Sender,Elvis Presley With The Jordanaires,0
Reuben James,Kenny Rogers & The First Edition,2
Reunited,Peaches & Herb,0
Rev It Up,Newcity Rockers,8
Reveille Rock,Johnny And The Hurricanes,2
Revenge,XXXTENTACION,7
Revenge,Brook Benton,1
Reverend Mr. Black,The Kingston Trio,0
Reverse Cowgirl,T-Pain,7
Revival,Johnny And The Hurricanes,9
Revival (Love Is Everywhere),The Allman Brothers Band,9
Revolution,The Beatles,1
Rewind,Rascal Flatts,3
Rewrite The Stars,Zac Efron & Zendaya,6
Rhapsody In Blue,Deodato,4
Rhapsody In The Rain,Lou Christie,1
Rhapsody In White,Love Unlimited Orchestra,6
Rhiannon (Will You Ever Win),Fleetwood Mac,9
Rhiannon (will You Ever Win),Fleetwood Mac,1
Rhinestone Cowboy,Glen Campbell,0
Rhumba Girl,Nicolette Larson,4
Rhyme Tyme People,Kool & The Gang,6
Rhythm,Major Lance,2
Rhythm Divine,Enrique Iglesias,3
Rhythm Is A Dancer,Snap!,0
Rhythm Is Gonna Get You,Gloria Estefan & Miami Sound Machine,0
Rhythm Nation,Janet Jackson,0
Rhythm Of Love,DJ Company,5
Rhythm Of Love,Scorpions,7
Rhythm Of Love,Yes,3
Rhythm Of My Heart,Rod Stewart,0
Rhythm Of The Night,Debarge,0
Rhythm Of The Rain,Gary Lewis And The Playboys,6
Rhythm Of The Rain,The Cascades,0
Rhythm of Love,Plain White T's,3
Rib Tip's (Part 1),Andre Williams & His Orch.,9
Ribbon In The Sky,Rod Wave,8
Ribbon In The Sky,Stevie Wonder,5
Ric Flair Drip,Offset & Metro Boomin,1
Rice Is Nice,The Lemon Pipers,4
Rich,Maren Morris,6
Rich $ex,Future,9
Rich & Sad,Post Malone,1
Rich As F**k,Lil Wayne Featuring 2 Chainz,3
Rich As Hell,YoungBoy Never Broke Again,7
Rich Girl,Gwen Stefani Featuring Eve,0
Rich Girl,Daryl Hall John Oates,0
Rich MF,Trippie Redd Featuring Lil Durk & Polo G,5
Rich Man,Terri Gibbs,8
Rich N***a Shit,Young Thug With Juice WRLD,7
Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,2
"Rich Off Pain,Lil Baby", Lil Durk & Rod Wave,6
Rich Sex,Nicki Minaj Featuring Lil Wayne,5
Rich Shit,YoungBoy Never Broke Again,8
Richer,Rod Wave Featuring Polo G,2
Ricky,Weird Al Yankovic,6
Rico Suave,Gerardo,0
Riddle,En Vogue,9
Ride,Ciara Featuring Ludacris,4
Ride,Martina McBride,8
Ride,twenty one pilots,0
Ride,Ace Hood Featuring Trey Songz,8
Ride,SoMo,7
Ride 'em Cowboy,Paul Davis,2
Ride A White Swan,Tyrannosaurus Rex,7
Ride Away,Roy Orbison,2
Ride Captain Ride,Blues Image,0
Ride For You,Meek Mill Featuring Kehlani,9
Ride For You,Danity Kane,7
Ride It.,Regard,6
Ride Like The Wind,Christopher Cross,0
Ride My See-Saw,The Moody Blues,6
"Ride Out,Kid Ink, Tyga, Wale", YG & Rich Homie Quan,6
Ride The Tiger,Jefferson Starship,8
Ride The Wild Surf,Jan & Dean,1
Ride The Wind,Poison,3
Ride Wit Me,Nelly Featuring City Spud,0
Ride Wit U,Joe Featuring G-Unit,5
Ride With Me,Steppenwolf,5
Ride Your Pony,Lee Dorsey,2
Ride!,Dee Dee Sharp,0
"Ride, Ride, Ride",Brenda Lee,3
Riders In The Sky,Lawrence Welk His Orchestra And Chorus,8
Riders On The Storm,The Doors,1
Ridin Strikers,Future,6
Ridin',Chamillionaire Featuring Krayzie Bone,0
Ridin' Low,L.A.D.,4
Ridin' My Thumb To Mexico,Johnny Rodriguez,6
Ridin' Rims,Dem Franchize Boyz,7
Ridin' Roads,Dustin Lynch,4
Ridin' Solo,Jason Derulo,0
Ridin' The Storm Out,REO Speedwagon,9
Ridin' The Wind,The Tornadoes,6
Riding With Private Malone,David Ball,3
"Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,The Barden Bellas", The Treblemakers & The BU Harmonics,8
Right Above It,Lil Wayne Featuring Drake,0
Right And Hype,Abstrac',8
Right Away,Hawks,6
Right Away,Kansas,7
Right Back,Khalid Featuring A Boogie Wit da Hoodie,7
Right Back Where We Started From,Sinitta,8
Right Back Where We Started From,Maxine Nightingale,0
Right Before Your Eyes,America,4
Right Beside You,Sophie B. Hawkins,5
Right Between The Eyes,Wax,4
Right By My Side,Nicki Minaj Featuring Chris Brown,5
Right By My Side,Ricky Nelson,5
Right By Your Side,Eurythmics,2
Right Down The Line,Gerry Rafferty,1
Right Down To It,Damian Dame,8
Right Foot Creep,YoungBoy Never Broke Again,8
Right Hand,Drake,5
Right Here,Justin Bieber Featuring Drake,9
Right Here,SWV,9
Right Here,Staind,5
Right Here (Departed),Brandy,3
Right Here (Human Nature)/Downtown,SWV,0
Right Here And Now,Bill Medley,5
Right Here Waiting,Richard Marx,0
"Right Here, Right Now",Jesus Jones,0
Right Kind Of Love,Quarterflash,5
Right Next Door (Because Of Me),The Robert Cray Band,7
Right Next To Me,Whistle,5
Right Now,Rihanna Featuring David Guetta,4
Right Now,Al B. Sure!,4
Right Now,Van Halen,5
Right Now (Na Na Na),Akon,0
Right Now And Not Later,The Shangri-Las,9
Right On The Money,Alan Jackson,4
Right On The Tip Of My Tongue,Brenda & The Tabulations,2
Right On Track,The Breakfast Club,0
Right Or Wrong,Ronnie Dove,1
Right Or Wrong,Wanda Jackson,2
Right Place Wrong Time,Dr. John,0
Right Relations,Johnny Rivers,6
Right Round,Flo Rida,0
Right String But The Wrong Yo-Yo,Dr. Feelgood And The Interns,8
Right The First Time,Gamma,7
Right There,Ariana Grande Featuring Big Sean,8
Right There,Nicole Scherzinger Featuring 50 Cent,3
Right Thru Me,Nicki Minaj,2
Right Thurr,Chingy,0
Right Time Of The Night,Jennifer Warnes,0
Right Where I Need To Be,Gary Allan,4
Right Where You Want Me,Jesse McCartney,3
Righteous,Juice WRLD,1
Riki Tiki Tavi,Donovan,5
Rikki Don't Lose That Number,Steely Dan,0
Ring,Cardi B Featuring Kehlani,2
Ring Dang Doo,Sam The Sham and the Pharaohs,3
Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,1
Ring My Bell,Anita Ward,0
Ring Of Fire,Johnny Cash,1
Ring Of Fire,Duane Eddy,8
Ring The Alarm,Beyonce,1
Ring The Living Bell,Melanie,3
Ring-A-Ling-A-Lario,Jimmie Rodgers,3
Ringo,Lorne Greene,0
Ringo's Theme (This Boy),George Martin And His Orch.,5
Rings,Reuben Howell,8
Rings,Lobo,4
Rings,Cymarron,1
Rinky Dink,Baby Cortez,0
Rio,Duran Duran,1
Riot,Hugh Masekela,5
Rip Off,Laura Lee,6
Rip Van Winkle,The Devotions,3
Riptide,Vance Joy,2
Rise,Katy Perry,1
Rise,Herb Alpert,0
Rise Above 1,Reeve Carney Featuring Bono & The Edge,7
Rise Above This,Seether,9
Rise To It,KISS,8
"Rise!,Tyler", The Creator Featuring Daisy World,9
Ritual,Dan Reed Network,3
Ritzy Mambo,The Salsoul Orchestra,9
River,Eminem Featuring Ed Sheeran,3
River,Sarah McLachlan,7
River,Joe Simon,6
River Bank,Brad Paisley,5
River Deep - Mountain High,The Supremes & Four Tops,1
"River Deep, Mountain High",Glee Cast,4
River Deep-Mountain High,Ike & Tina Turner Featuring Tina,8
River Deep-Mountain High,Deep Purple,5
River Of Love,George Strait,5
River Road,Uncle Dog,8
River's Invitation,Percy Mayfield,9
River's Risin',Edgar Winter,3
"River, Stay 'Way From My Door",Frank Sinatra,8
Riverboat,Faron Young,8
Rivers Of Babylon,Boney M.,2
Road Hog,John D. Loudermilk,6
Road Less Traveled,Lauren Alaina,6
Road Runner,The Gants,4
Road Runner,Bo Diddley,7
Roam,The B-52s,0
Roar,Katy Perry,0
Robbery,Juice WRLD,2
Robbin' The Cradle,Tony Bellus,2
Robert de Niro's Waiting,Bananarama,9
Roberta,Bones,9
Roc Boys (And The Winner Is)...,JAY-Z,6
Roc The Mic,Beanie Sigel & Freeway,5
Rock,Plies,9
Rock & Roll Runaway,Ace,7
Rock & Roll Stew...Part 1,Traffic,9
Rock & Roll Strategy,Thirty Eight Special,6
Rock 'N Roll (I Gave You The Best Years of My Life),Kevin Johnson,7
Rock 'N Roll Soul,Grand Funk Railroad,2
Rock 'N' Roll (I Gave You The Best Years Of My Life),Terry Jacks,9
Rock 'N' Roll Woman,Buffalo Springfield,4
Rock 'n' Roll Fantasy,Bad Company,1
Rock 'n' Roll Is King,Electric Light Orchestra,1
Rock And A Hard Place,The Rolling Stones,2
Rock And Roll,Led Zeppelin,4
Rock And Roll All Nite,KISS,6
Rock And Roll All Nite (live),KISS,1
Rock And Roll Crazies,Stephen Stills-Manassas,9
Rock And Roll Dancin',Beckmeier Brothers,5
Rock And Roll Dreams Come Through,Meat Loaf,1
Rock And Roll Dreams Come Through,Jim Steinman,3
Rock And Roll Girls,John Fogerty,1
Rock And Roll Heaven,The Righteous Brothers,0
Rock And Roll Is Dead,Lenny Kravitz,7
Rock And Roll Love Letter,Bay City Rollers,2
Rock And Roll Lullaby,B.J. Thomas,1
Rock And Roll Music,The Beach Boys,0
Rock And Roll Never Forgets,Bob Seger,4
Rock And Roll Part 2,Gary Glitter,0
Rock And Roll Star,Champagne,8
"Rock And Roll, Hoochie Koo",Rick Derringer,2
Rock Around The Clock,Bill Haley And His Comets,3
Rock Creek Park,The Blackbyrds,9
Rock Island Line,Johnny Cash,9
"Rock It,Lipps", Inc.,6
Rock Lobster,The B-52s,5
Rock Me,One Direction,9
Rock Me,Great White,5
Rock Me,Nick Gilder,5
Rock Me,Steppenwolf,0
Rock Me Amadeus,Falco,0
Rock Me Baby,David Cassidy,3
Rock Me Baby,B.B. King,3
Rock Me Gently,Andy Kim,0
Rock Me In The Cradle Of Love,Dee Dee Sharp,4
Rock Me On The Water,Linda Ronstadt,8
Rock Me On The Water,Jackson Browne,4
Rock Me Tonight,Freddie Jackson,1
Rock Me Tonite,Billy Squier,1
Rock My World (Little Country Girl),Brooks & Dunn,9
Rock N Roll,Avril Lavigne,9
Rock N' Roll (I Gave You The Best Years Of My Life),Mac Davis,1
Rock Of Ages,Def Leppard,1
Rock Of Life,Rick Springfield,2
Rock On,Tucker Beathard,6
Rock On,David Essex,0
Rock Star,Hannah Montana,8
Rock Steady,Bonnie Raitt With Bryan Adams,7
Rock Steady,The Whispers,0
Rock Steady,Aretha Franklin,0
Rock That Body,The Black Eyed Peas,0
Rock The Boat,Aaliyah,1
Rock The Boat,The Hues Corporation,0
Rock The Casbah,The Clash,0
Rock The Night,Europe,2
Rock The Party,Benzino,8
Rock This Town,Stray Cats,0
Rock Wit U (Awww Baby),Ashanti,0
Rock Wit'cha,Bobby Brown,0
Rock With You,Inner Circle,9
Rock With You,Michael Jackson,0
Rock Yo Hips,Crime Mob Featuring Lil Scrappy,2
Rock You Baby,Toby Keith,6
Rock You Like A Hurricane,Scorpions,2
Rock Your Baby,George McCrae,0
Rock Your Body,Justin Timberlake,0
Rock'N'roll To The Rescue,The Beach Boys,6
Rock'n Me,Steve Miller,0
Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin,3
Rock-A-Hula Baby,Elvis Presley With The Jordanaires,2
Rock-A-Lott,Aretha Franklin,8
Rock-in Robin,Bobby Day,0
Rocka-Conga,The Applejacks,3
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,0
Rockaway Beach,Ramones,6
Rocket,Def Leppard,1
Rocket 2 U,The Jets,0
Rocket Man,Elton John,0
Rocket Ride,KISS,3
Rocket Ship,Future,7
Rocketeer,Far*East Movement Featuring Ryan Tedder,0
Rockhouse (Part 2),Ray Charles and his Orchestra,7
Rockin',The Weeknd,4
Rockin' All Over The World,John Fogerty,2
Rockin' And Rollin' On The Streets Of Hollywood,Buddy Miles,9
Rockin' Around The Christmas Tree,Brenda Lee,0
Rockin' Around The Christmas Tree,Justin Bieber,6
Rockin' At Midnight,The Honeydrippers,2
Rockin' Bicycle,Fats Domino,8
Rockin' Chair,Gwen McCrae,0
Rockin' Crickets,Rockin' Rebels,8
Rockin' Crickets,Hot-Toddys featuring Bill Pennell,5
Rockin' In The Jungle,The Eternals,7
Rockin' In The Same Old Boat,Bobby Bland,5
Rockin' Into The Night,38 Special,4
Rockin' Little Angel,Ray Smith,2
Rockin' Over The Beat,Technotronic,9
Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,0
Rockin' Red Wing,Sammy Masters,6
Rockin' Robin,The Rivieras,9
Rockin' Robin,Michael Jackson,0
Rockin' Roll Baby,The Stylistics,1
Rockin' Soul,The Hues Corporation,1
Rockin' That Thang,The-Dream,2
Rockin' With The King,Canned Heat,8
"Rockin', Rollin' Ocean",Hank Snow,8
Rocking Goose,Johnny And The Hurricanes,5
Rockit,Herbie Hancock,7
Rockstar,Post Malone Featuring 21 Savage,0
Rockstar,Nickelback,0
Rockstar,DaBaby Featuring Roddy Ricch,0
Rockstar 101,Rihanna Featuring Slash,6
Rockstar Chainz,Future,9
Rocky,Austin Roberts,0
Rocky II Disco,Maynard Ferguson,8
Rocky Mountain High,John Denver,0
Rocky Mountain Music,Eddie Rabbitt,7
Rocky Mountain Way,Joe Walsh,2
Rodeo,Lil Nas X & Cardi B Or Nas,2
Rodeo,95 South,7
Rodeo,Juvenile,4
Roger That,Young Money,5
Roland The Roadie And Gertrude The Groupie,Dr. Hook And The Medicine Show,8
Rolene,Moon Martin,2
Rolex,Ayo & Teo,1
Roll,Flo Rida Featuring Sean Kingston,6
Roll In My Sweet Baby's Arms/I'm So Lonesome I Could Cry,Hank Wilson,7
Roll In Peace,Kodak Black Featuring XXXTENTACION,3
Roll Me Away,Bob Seger & The Silver Bullet Band,2
Roll On,The New Colony Six,5
Roll On Down The Highway,Bachman-Turner Overdrive,1
Roll Out (My Business),Ludacris,1
Roll Over Beethoven,Electric Light Orchestra,4
Roll Over Beethoven,The Beatles,6
Roll Over Beethoven,The Velaires,5
Roll To Me,Del Amitri,0
Roll Up,Wiz Khalifa,1
Roll Wit M.V.P. (We Be Like! The La La Song),Stagga Lee,9
Roll Wit Tha Flava,The Flavor Unit MC's,8
Roll With It,Easton Corbin,5
Roll With It,Steve Winwood,0
Roll With Me,Montgomery Gentry,3
Roll With The Changes,REO Speedwagon,5
Roller,April Wine,3
Roller Coaster,Luke Bryan,4
Roller Coaster,Justin Bieber,4
Roller Coaster,The Ides Of March,9
Roller-Skatin' Mate (Part I),Peaches & Herb,6
Rollercoaster,B*Witched,6
Rollin,Calvin Harris Featuring Future & Khalid,6
Rollin',Limp Bizkit,6
Rolling Down A Mountainside,The Main Ingredient,9
Rolling In The Deep,Adele,0
Rolling In The Deep,Glee Cast Featuring Jonathan Groff,2
Roly Poly,Joey Dee & the Starliters,7
Roman In Moscow,Nicki Minaj,6
Roman Reloaded,Nicki Minaj Featuring Lil Wayne,6
Roman's Revenge,Nicki Minaj Featuring Eminem,5
Romancing The Stone,Eddy Grant,2
Romantic,Karyn White,0
Romantic Call,Patra Featuring Yo-Yo,5
Rome Will Never Leave You,Richard Chamberlain,9
Romeo,Dolly Parton & Friends,4
Romeo,Dino,0
Romeo,Mr. Big,8
Romeo,Janie Grant,7
Romeo & Juliet,Stacy Earl (Featuring The Wild Pair),2
Romeo And Juliet,Sylk-E. Fyne Featuring Chill,0
Romeo's Tune,Steve Forbert,1
Rompe,Daddy Yankee,2
Ronan,Taylor Swift,1
Roni,Bobby Brown,0
Ronnie,The 4 Seasons Featuring the Sound of Frankie Valli,0
Ronnie,Marcy Joe,8
"Ronnie, Call Me When You Get A Chance",Shelley Fabares,7
Ronnies Rapp,Ron And The D.C. Crew,9
Room At The Top,Adam Ant,1
Room Full Of Roses,Mickey Gilley,4
Room Full Of Tears,The Drifters,7
Room To Move,Animotion,0
Rooms On Fire,Stevie Nicks,1
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,4
Roots,Imagine Dragons,7
"Roots, Rock, Reggae",Bob Marley And The Wailers,5
Rooty Toot Toot,John Mellencamp,6
Rope,Foo Fighters,6
Rosa Parks,OutKast,5
Rosalie,Sam Neely,4
Rosanna,Toto,0
Rosanna,Dennis Yost And The Classics IV,9
Rosanna's Going Wild,Johnny Cash,9
Rose Bouquet,Phil Vassar,7
Rose Garden,Lynn Anderson,0
Rose Of Cimarron,Poco,9
Rose's Turn,Glee Cast,9
Rosealia,Better Than Ezra,7
Roses,SAINt JHN,0
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,8
Roses,The Chainsmokers Featuring Rozes,0
Roses,OutKast,0
Roses And Rainbows,Danny Hutton,7
Roses Are Red (My Love),Bobby Vinton,0
Roses Are Red My Love,The You Know Who Group!,4
Rotation,Herb Alpert,2
"Rotten To The Core,Dove Cameron, Cameron Boyce", Booboo Stewart & Sofia Carson,3
Rough & Ready,Trace Adkins,7
Rough Boy,ZZ Top,2
Rough Boys,Pete Townshend,8
Rough Lover,Aretha Franklin,9
Rough Ryder,YoungBoy Never Broke Again,9
Rough Water,Travie McCoy Featuring Jason Mraz,8
Roun' The Globe,Nappy Roots,9
Round & Round,Selena Gomez & The Scene,2
Round & Round,Twinz,8
Round & Round,New Order,6
Round And Round,Jonell & Method Man,6
Round And Round,Tevin Campbell,1
Round And Round,Ratt,1
Round Every Corner,Petula Clark,2
Round Here,Florida Georgia Line,2
Round Here Buzz,Eric Church,5
Round Of Applause,Waka Flocka Flame Featuring Drake,8
Roundabout,Yes,1
Roundabout,Connie Francis,7
Route 101,Herb Alpert,3
Route 66,The Manhattan Transfer,7
Route 66 Theme,Nelson Riddle,2
Route 66/Behind The Wheel,Depeche Mode,6
Roxanne,Arizona Zervas,0
Roxanne,Juliet Simms,8
Roxanne,The Police,3
Roxanne `97 - Puff Daddy Remix,Sting & The Police,5
"Roxanne, Roxanne",UTFO,7
Roxy Roller,Sweeney Todd Featuring Bryan Guy Adams,9
Roxy Roller,Sweeney Todd,8
Royals,Lorde,0
Royals,Taylor John Williams,9
Rub It In,Billy Crash Craddock,1
Rub It In,Layng Martine,6
Rub You The Right Way,Johnny Gill,0
Rubber Ball,Bobby Vee,0
Rubber Band Man,T.I.,2
Rubber Biscuit,Blues Brothers,3
Rubber Bullets,10cc,7
Rubber Duckie,Ernie (Jim Henson),1
Rubberband Girl,Kate Bush,8
Rubberneckin',Elvis Presley,9
Rubbin Off The Paint,YBN Nahmir,4
Ruby,Ray Charles,2
Ruby,Adam Wade,5
Ruby Ann,Marty Robbins,1
Ruby Baby,Dion,0
Ruby Duby Du,Tobin Mathews & Co.,2
Ruby Duby Du From Key Witness,Charles Wolcott,4
Ruby Tuesday,The Rolling Stones,0
Ruby Tuesday,Melanie,5
"Ruby, Baby",Billy Crash Craddock,3
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,0
Rude,MAGIC!,0
Rude Boy,Rihanna,0
Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks,2
Rudolph The Red Nosed Reindeer,The Melodeers,7
Rudolph The Red-Nosed Reindeer,Gene Autry,1
Ruff Ryders' Anthem,DMX,1
Ruffneck,MC Lyte,3
Ruin My Life,Zara Larsson,7
Rule The World,2 Chainz Featuring Ariana Grande,9
Rules Of Love,The Orlons,6
Rumble,Jack Nitzsche,9
Rumbleseat,John Mellencamp,2
Rumor,Lee Brice,2
Rumor At The Honky Tonk,Spellbound,8
Rumors,Lizzo Featuring Cardi B,0
Rumors,Timex Social Club,0
Rumors,Syndicate Of Sound,5
Rumors,Johnny Crawford,1
Rumour Has It,Adele,1
Rumour Has It,Donna Summer,5
Rumour Has It / Someone Like You,Glee Cast,1
Rump Shaker,Wreckx-N-Effect,0
Run,Joji,6
Run,Matt Nathanson Featuring Sugarland,5
Run,Leona Lewis,8
Run,George Strait,3
Run,Collective Soul,7
Run Away,Real McCoy,0
"Run Away Child, Running Wild",The Temptations,0
Run For Home,Lindisfarne,3
Run For The Roses,Dan Fogelberg,1
Run Home Girl,Sad Cafe,7
Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,4
Run It!,Chris Brown,0
Run Joey Run,Glee Cast Featuring Jonathan Groff,6
Run Joey Run,David Geddes,0
Run Like Hell,Pink Floyd,5
Run Me Dry,Bryson Tiller,9
Run Red Run,The Coasters,3
Run Rudolph Run,Chuck Berry,0
Run Run Run,Jo Jo Gunne,2
Run Sally Run,The Cuff Links,7
Run Samson Run,Neil Sedaka,2
Run Tell The People,Daniel Boone,9
Run The World (Girls),Glee Cast,9
Run The World (Girls),Beyonce,2
"Run This Town,Jay-Z", Rihanna & Kanye West,0
Run To Him,Bobby Vee,0
Run To Me,Savoy Brown,6
Run To Me,Bee Gees,1
Run To My Lovin' Arms,Lenny Welch,9
Run To Paradise,Choirboys,7
Run To You,Whitney Houston,3
Run To You,Bryan Adams,0
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,6
"Run, Baby Run (Back Into My Arms)",The Newbeats,1
"Run, Run, Look And See",Brian Hyland,2
"Run, Run, Run",The Gestures,4
"Run, Run, Run",The Supremes,9
"Run, Run, Run",The Third Rail,5
"Run, Run, Run",Ronny Douglas,7
"Run, Runaway",Slade,1
"Run, Woman, Run",Tammy Wynette,9
Run-Around,Blues Traveler,0
"RunItUp,Tyler", The Creator Featuring Teezo Touchdown,6
Runaround,The Regents,2
Runaround,The Fleetwoods,2
Runaround Sue,Leif Garrett,1
Runaround Sue,Dion,0
Runaway,Kanye West Featuring Pusha T,1
Runaway,Love And Theft,6
Runaway,Janet Jackson,0
Runaway,The Corrs,6
Runaway,NB Ridaz Featuring Angelina,9
Runaway,Bonnie Raitt,5
Runaway,Luis Cardenas,8
Runaway,Bon Jovi,3
Runaway,Jefferson Starship,1
Runaway,Charlie Kulis,4
Runaway,Lawrence Welk And His Orchestra,5
Runaway,Del Shannon,0
Runaway Baby,Bruno Mars,4
Runaway Love,Ludacris Featuring Mary J. Blige,0
Runaway Love,En Vogue Featuring FMOB,5
Runaway Love,Johnny O,8
Runaway Love,Linda Clifford,7
Runaway Rita,Leif Garrett,8
Runaway Train,Soul Asylum,0
Runaway/Happy Together,Dawn Featuring Tony Orlando,7
Runaways,The Killers,7
Runner,Manfred Mann's Earth Band,2
Runnin,21 Savage & Metro Boomin,0
Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,1
