song,artist,class
Lollipops And Roses,Jack Jones,6
Lollipops And Roses,Paul Petersen,5
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,1
London Boy,Taylor Swift,6
London Bridge,Fergie,0
London Town,Wings,3
Lonely,DaBaby X Lil Wayne,6
Lonely,Justin Bieber & benny blanco,1
Lonely,Akon,0
Lonely Again,Eddy Arnold,8
Lonely And Gone,Montgomery Gentry,4
Lonely Blue Boy,Conway Twitty,0
Lonely Blue Nights,Rosie,6
Lonely Boy,The Black Keys,6
Lonely Boy,Andrew Gold,0
Lonely Boy,Paul Anka,0
"Lonely Boy, Lonely Guitar",Duane Eddy,8
Lonely Child,YoungBoy Never Broke Again,4
Lonely Days,Bee Gees,0
Lonely Drifter,Pieces Of Eight,5
Lonely Drifter,The O'Jays,9
Lonely Eyes,Chris Young,4
Lonely Eyes,Robert John,4
Lonely For You,Gary Stites,2
Lonely Guitar,Annette,4
Lonely If You Are,Chase Rice,9
Lonely In Love,Giuffria,5
Lonely Is The Name,Sammy Davis Jr.,9
Lonely Is The Night,Air Supply,7
Lonely Life,Jackie Wilson,7
Lonely Man,Elvis Presley With The Jordanaires,3
Lonely Night (angel Face),Captain & Tennille,0
Lonely Nights,Bryan Adams,8
Lonely No More,Rob Thomas,0
Lonely Ol' Night,John Mellencamp,0
Lonely People,America,0
Lonely Saturday Night,Don French,7
Lonely School,Tommy Shaw,5
Lonely School Year,The Hudson Brothers,5
Lonely Soldier,Mike Williams,6
Lonely Street,Clarence Henry,5
Lonely Street,Andy Williams,0
Lonely Summer,The Shades Of Blue,7
Lonely Teardrops,Narvel Felts,6
Lonely Teardrops,Brian Hyland,5
Lonely Teardrops,Jackie Wilson,0
Lonely Teenager,Dion,1
Lonely Together,Barry Manilow,4
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,4
Lonely Weekends,Charlie Rich,2
Lonely Wind,Kansas,5
Lonely Winds,The Drifters,5
Lonely Won't Leave Me Alone,Glenn Medeiros,6
Lonesome Broken And Blue,Adam Wakefield,7
Lonesome Loser,Little River Band,0
Lonesome Mary,Chilliwack,7
Lonesome Number One,Don Gibson,5
Lonesome Old House,Don Gibson,7
Lonesome Road,The Wonder Who?,8
Lonesome Town,Ricky Nelson,0
Lonesome Whistle Blues,Freddy King,8
Long Ago And Far Away,James Taylor,3
Long Ago Tomorrow,B.J. Thomas,6
Long And Lasting Love (Once In A Lifetime),Glenn Medeiros,6
Long And Lonesome Road,The Shocking Blue,7
Long As The Rose Is Red,Florraine Darlin,6
Long Black Train,Josh Turner,7
Long Cool Woman (In A Black Dress),The Hollies,0
Long Dark Road,The Hollies,2
Long Gone Lonesome Blues,Hank Williams Jr.,6
Long Green,The Fireballs,7
Long Haired Country Boy,The Charlie Daniels Band,5
Long Haired Lover From Liverpool,Little Jimmy Osmond with The Mike Curb Congregation,3
Long Hot Summer,Keith Urban,4
Long Hot Summer Nights,Wendy Waldman,7
Long Legged Girl (With The Short Dress On),Elvis Presley With The Jordanaires,6
Long Line Rider,Bobby Darin,7
Long Live,Florida Georgia Line,4
Long Live,Taylor Swift,8
Long Live A$AP,A$AP Rocky,8
Long Live Love,Sandie Shaw,9
Long Live Our Love,The Shangri-Las,3
Long Live Rock,The Who,5
Long Lonely Nights,Bobby Vinton,1
Long Lonely Nights,The Dells,7
Long Lonesome Highway,Michael Parks,1
Long Long Time,Linda Ronstadt,2
Long Promised Road,The Beach Boys,8
Long RD,YoungBoy Never Broke Again,8
Long Road To Ruin,Foo Fighters,8
Long Story Short,Taylor Swift,6
Long Tall Glasses (I Can Dance),Leo Sayer,0
Long Tall Shorty,Tommy Tucker,9
Long Tall Texan,Murry Kellum,5
Long Time,Boston,2
Long Time Gone,Dixie Chicks,0
Long Time Lovin' You,McGuffey Lane,8
Long Time To Be Alone,The New Colony Six,9
Long Train Runnin',The Doobie Brothers,0
Long Trip Alone,Dierks Bentley,6
Long Way 2 Go,Cassie,9
Long Way To Love,Britny Fox,9
"Long, Long Way From Home",Foreigner,1
Longer,Dan Fogelberg,0
Longfellow Serenade,Neil Diamond,0
Look After You,The Fray,5
Look Alive,Rae Sremmurd,7
Look Alive,BlocBoy JB Featuring Drake,0
"Look At Granny Run, Run",Howard Tate,6
Look At Her Now.,Selena Gomez,2
Look At Me,Dobie Gray,9
Look At Me (I'm In Love),Moments,3
Look At Me Girl,Bobby Vee And The Strangers,5
Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,0
Look At Me!,XXXTENTACION,3
Look At Mine,Petula Clark,8
Look At My Dab,Migos,8
Look At That Cadillac,Stray Cats,6
Look At Us,Sarina Paris,5
Look At You,Big & Rich,7
Look At You,George McCrae,9
Look Away,Chicago,0
Look Away,Garnet Mimms,7
Look Back At It,A Boogie Wit da Hoodie,2
Look For A Star,Garry Miles,1
Look For A Star,Billy Vaughn And His Orchestra,1
Look For A Star,Deane Hawley,2
Look For A Star - Part I,Garry Mills,2
Look Homeward Angel,The Monarchs,4
Look In My Eyes,The Three Degrees,9
Look In My Eyes,The Chantels,1
Look In My Eyes Pretty Woman,Tony Orlando & Dawn,1
Look Into My Eyes,George LaMond,6
Look Into Your Heart,Aretha Franklin,8
Look It Up,Ashton Shepherd,9
Look My Way,The Vels,7
Look Of Love,Lesley Gore,2
Look Out Any Window,Bruce Hornsby & The Range,3
Look Over Your Shoulder,The O'Jays,8
Look Through Any Window,The Hollies,3
Look Through My Window,The Mamas & The Papas,2
Look To Your Soul,Johnny Rivers,4
Look What God Gave Her,Thomas Rhett,3
Look What They've Done To My Song Ma,The New Seekers featuring Eve Graham,1
"Look What They've Done To My Song, Ma",Ray Charles,6
Look What You Done For Me,Al Green,0
Look What You Made Me Do,Taylor Swift,0
Look What You've Done,Jet,3
Look What You've Done,Pozo Seco Singers,3
Look What You've Done To Me,Boz Scaggs,1
"Look What You've Done To My Heart,Marilyn McCoo & Billy Davis", Jr.,5
Look Who's Blue,Don Gibson,5
"Look, Here Comes The Sun",The Sunshine Company,5
Look-Ka Py Py,The Meters,5
Lookin Boy,Hot Stylz Featuring Yung Joc,4
Lookin' At Me,Mase Featuring Puff Daddy,0
Lookin' Back,Bob Seger,9
Lookin' For A Good Time,Lady Antebellum,6
Lookin' For A Love,Bobby Womack,0
Lookin' For A Love,The Valentinos,7
Lookin' For Love,Johnny Lee,0
Lookin' For Love,Ray Conniff And The Singers,9
Lookin' For That Girl,Tim McGraw,8
Lookin' Out For #1,Bachman-Turner Overdrive,6
Lookin' Out My Back Door/Long As I Can See The Light,Creedence Clearwater Revival,0
Lookin' Through The Windows,Jackson 5,1
Looking Back,Joe Simon,6
Looking Back,Nat King Cole,8
Looking For A Fox,Clarence Carter,6
Looking For A Love,The J. Geils Band,3
Looking For A New Love,Jody Watley,0
Looking For A Stranger,Pat Benatar,3
Looking For Love,Connie Francis,4
Looking For Mr. Do Right,Jade,6
Looking For Space,John Denver,2
Looking For You,Kirk Franklin,6
Looking Over My Shoulder,'Til Tuesday,6
Looking Through Patient Eyes,P.M. Dawn,0
Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones Featuring David Cassidy,3
Looking Through The Eyes Of Love,Gene Pitney,2
Looking Through Your Eyes,LeAnn Rimes,1
Looking With My Eyes,Dionne Warwick,6
Looks Like Love Again,Dann Rogers,4
Looks Like We Made It,Barry Manilow,0
Looks That Kill,Motley Crue,5
Looky Looky (Look At Me Girl),The O'Jays,9
Loop De Loop,Johnny Thunder,0
Loose Booty,Sly & The Family Stone,8
Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige,9
Lord I Need You,Kanye West,6
Lord Knows,Meek Mill,8
"Lord, Mr. Ford",Jerry Reed,6
Lorelei,Styx,2
Lose,KSI x Lil Wayne,8
Lose Again,Linda Ronstadt,7
Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,0
Lose Her,Bobby Rydell,6
Lose It,Quavo Featuring Lil Baby,9
Lose It,Kane Brown,2
Lose My Breath,Destiny's Child,0
Lose My Mind,Young Jeezy Featuring Plies,3
Lose My Mind,Brett Eldredge,4
Lose Somebody,Kygo & OneRepublic,8
Lose You,Drake,6
Lose You To Love Me,Selena Gomez,0
Lose Yourself,Eminem,0
Loser,Glee Cast,9
Loser,3 Doors Down,5
Loser,Beck,0
Loser Like Me,Glee Cast,0
Losers,The Weeknd Featuring Labrinth,8
Losers Weepers - Part I,Etta James,9
Losin Control,Russ,6
Losin' Myself,Debbie Gibson,8
Losing Grip,Avril Lavigne,6
Losing My Religion,Dia Frampton,5
Losing My Religion,Glee Cast,5
Losing My Religion,R.E.M.,0
Losing Sleep,Chris Young,5
Losing You,Mocca Soul,9
Losing You,Dusty Springfield,9
Losing You,Brenda Lee,0
Losing Your Love,Jim Reeves,8
Losses,Drake,5
Lost,Gorilla Zoe,7
Lost,Faith Hill,6
Lost,NF Featuring Hopsin,7
Lost,Michael Buble,9
Lost,Jerry Butler,6
Lost Boy,Ruth B,2
Lost Cause,Billie Eilish,2
Lost Her In The Sun,John Stewart,3
Lost Horizon,Shawn Phillips,6
Lost In Emotion,Lisa Lisa And Cult Jam,0
Lost In Japan,Shawn Mendes X Zedd,4
Lost In Love,Nastyboy Klick,5
Lost In Love,Air Supply,0
Lost In Love,New Edition,3
Lost In Paradise,Evanescence,9
Lost In The Citadel,Lil Nas X,8
Lost In The Echo,Linkin Park,9
Lost In The Fire,Gesaffelstein & The Weeknd,2
Lost In This Moment,Big & Rich,3
Lost In You,Garth Brooks as Chris Gaines,0
Lost In You,Rod Stewart,1
Lost In Your Eyes,The Jeff Healey Band,9
Lost In Your Eyes,Debbie Gibson,0
Lost In Your Love,John Paul Young,5
Lost Love,H.B. Barnum,3
Lost One,Jay-Z Featuring Chrisette Michele,5
Lost Someone,James Brown And The Famous Flames,4
Lost Soul,Bruce Hornsby & The Range With Shawn Colvin,8
Lost Stars,Matt McAndrew & Adam Levine,8
Lost Without U,Robin Thicke,1
Lost Without U,Chris Jamison & Adam Levine,6
Lost Without Your Love,Bread,0
Lost You Anyway,Toby Keith,6
Lost!,Coldplay With Jay-Z,3
Lot Of Leavin' Left To Do,Dierks Bentley,4
Lotta Love,Nicolette Larson,0
Lotus,Lil Uzi Vert,4
Lotus Flower Bomb,Wale Featuring Miguel,3
Loud,Mac Miller,5
Louder Than Love,TKA,6
Louie Louie,The Kingsmen,0
"Louie, Louie",John Belushi,8
"Louie, Louie",Fat Boys,8
"Louie, Louie",The Sandpipers,2
Louisiana Man,Bobbie Gentry,9
Louisiana Man,Pozo Seco Singers,9
Louisianna,Mike Kennedy,6
Loungin,LL Cool J,0
Love,Lana Del Rey,4
Love,Keyshia Cole,1
Love,Musiq Soulchild,2
Love,The Lettermen,4
Love (Can Make You Happy),Mercy,0
Love (I'm So Glad) I Found You,The Spinners,9
Love (Makes Me Do Foolish Things),Martha & The Vandellas,6
Love (Makes the World Go 'round),Paul Anka,2
Love Again,Dua Lipa,4
Love Again,John Denver & Sylvie Vartan,8
Love Ain't,Eli Young Band,4
Love Ain't Like That,Faith Hill,6
Love All,Drake Featuring JAY-Z,0
Love All Over Me,Monica,5
Love All The Hurt Away,Aretha Franklin And George Benson,4
Love Always,El DeBarge,4
Love And Desire (Part I),Arpeggio,6
Love And Emotion,Stevie B,1
Love And Happiness,Earnest Jackson,5
Love And Liberty,Laura Lee,9
Love And Loneliness,The Motors,7
Love And Pride,King,5
Love And Rock And Roll,Greg Kihn,9
Love And Understanding,Cher,1
Love And Understanding (Come Together),Kool & The Gang,7
Love And War,Tamar Braxton,5
Love At 1st Sight,Mary J. Blige Featuring Method Man,2
Love At First Sight,Kylie Minogue,2
Love At First Sight,Styx,2
Love Attack,James Carr,9
Love Ballad,George Benson,1
Love Ballad,L.T.D.,1
Love Bites,Def Leppard,0
Love Bones,Johnnie Taylor,4
Love Bug,Bumble Bee Unlimited,9
Love Bug,Jack Jones,7
Love Bug Leave My Heart Alone,Martha & The Vandellas,2
Love Came To Me,Dion,0
Love Can Move Mountains,Celine Dion,3
Love Can't Wait,Marty Robbins,6
Love Changes (Everything),Climie Fisher,2
Love Changes Everything,Honeymoon Suite,9
Love Child,Sweet Sensation,1
Love Child,Diana Ross & The Supremes,0
Love Come Down,Evelyn King,1
Love Comes Quickly,Pet Shop Boys,6
Love Corporation,The Hues Corporation,6
Love Crazy,Atlantic Starr,7
Love Cries,Stage Dolls,4
Love Desire,Sandee,4
Love Don't Cost A Thing,Jennifer Lopez,0
Love Don't Die,The Fray,5
Love Don't Live Here,Lady Antebellum,5
Love Don't Live Here Anymore,Madonna,7
Love Don't Live Here Anymore,Rose Royce,3
Love Don't Love Nobody - Pt. I,The Spinners,1
Love Don't Love You,En Vogue,3
Love Don't Run,Steve Holy,7
Love Don't You Go Through No Changes On Me,Sister Sledge,9
Love Done Gone,Billy Currington,5
Love Drought,Beyonce,4
Love Drunk,Boys Like Girls,2
Love Explosion,Troy Keyes,9
Love Eyes,Nancy Sinatra,1
Love Faces,Trey Songz,6
Love Finds It's Own Way,Gladys Knight And The Pips,4
Love Fire,Jigsaw,2
Love For Free,Rell Featuring Jay-Z,8
Love For Love,Robin S.,5
Love For Sale,Arthur Lyman Group,4
Love Galore,SZA Featuring Travis Scott,3
Love Gets Me Every Time,Shania Twain,2
Love Gets Rough,Troy Newman,9
Love Gonna Pack Up (And Walk Out),The Persuaders,6
Love Grammar,John Parr,8
Love Grows (Where My Rosemary Goes),Edison Lighthouse,0
Love Gun,KISS,6
Love Hangover,Diana Ross,0
Love Hangover,The 5th Dimension,7
Love Has A Mind Of Its Own,Donna Summer,6
Love Has Finally Come At Last,Bobby Womack & Patti LaBelle,8
Love Has No Pride,Linda Ronstadt,5
Love Has Taken Its Toll,Saraya,6
Love Her Madly,The Doors,1
Love Hurts,Jim Capaldi,9
Love Hurts,Nazareth,0
Love II Love,Damage,8
Love In 'C' Minor,The Heart And Soul Orchestra,4
Love In 'C' Minor - Pt. I,Cerrone,3
Love In An Elevator,Aerosmith,0
Love In Every Room,Paul Mauriat And His Orchestra,5
Love In Siberia,Laban,8
Love In Store,Fleetwood Mac,2
Love In The City,The Turtles,9
Love In The First Degree,Bananarama,4
Love In The First Degree,Alabama,1
Love In The Shadows,Neil Sedaka,1
Love In Them There Hills,The Vibrations,9
Love In This Club,Usher Featuring Young Jeezy,0
Love In This Club Part II,Usher Featuring Beyonce & Lil Wayne,1
Love Is,Alannah Myles,3
Love Is A 5-Letter Word,James Phelps,6
Love Is A Battlefield,Pat Benatar,0
Love Is A Beautiful Thing,Phil Vassar,4
Love Is A Doggone Good Thing,Eddie Floyd,9
Love Is A House,Force M.D.'s,7
Love Is A Hurtin' Thing,Lou Rawls,1
Love Is A Killer,Vixen,7
Love Is A Rock,REO Speedwagon,6
Love Is A Rose,Linda Ronstadt,6
Love Is A Stranger,Eurythmics,2
Love Is A Wonderful Thing,Michael Bolton,0
Love Is Alive,3rd Party,6
Love Is Alive,Gary Wright,0
Love Is All,Engelbert Humperdinck,9
Love Is All Around,Wet Wet Wet,4
Love Is All Around,The Troggs,0
"Love Is All I Have To Give,The Checkmates", Ltd.,6
Love Is All We Need,Vic Dana,5
Love Is All We Need,Mel Carter,4
Love Is All We Need,Tommy Edwards,1
Love Is All You Need,High Inergy,8
Love Is Alright Tonite,Rick Springfield,1
Love Is An Open Door,Kristen Bell & Santino Fontana,4
Love Is Better In The A.M. (Part 1),Johnnie Taylor,7
Love Is Blind,Eve Featuring Faith Evans,3
Love Is Blue,Al Martino,5
Love Is Blue (L'Amour Est Bleu),Claudine Longet,7
Love Is Blue (L'Amour Est Bleu),Manny Kellem - His Orchestra And Voices,9
Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,0
Love Is Contagious,Taja Sevelle,6
Love Is Forever,Billy Ocean,1
Love Is Free,Sheryl Crow,7
Love Is Funny That Way,Jackie Wilson,9
Love Is Gone,David Guetta & Chris Willis,9
Love Is Gonna Come At Last,Badfinger,6
Love Is Here And Now You're Gone,The Supremes,0
Love Is In Control (Finger On The Trigger),Donna Summer,0
Love Is In The Air,John Paul Young,0
Love Is Just A Four-Letter Word,Joan Baez,8
"Love Is Life,Earth", Wind & Fire,9
Love Is Like A Rock,Donnie Iris,3
Love Is Like An Itching In My Heart,The Supremes,0
Love Is Like Oxygen,Sweet,0
"Love Is Me, Love Is You",Connie Francis,6
Love Is On Its Way,Jonas Brothers,8
Love Is On The Way,Saigon Kick,1
Love Is Strange,Peaches & Herb,1
Love Is Strong,The Rolling Stones,9
Love Is The Answer,England Dan & John Ford Coley,0
Love Is The Drug,Roxy Music,2
Love Is The Hero,Billy Squier,7
Love Is The Key,Maze Featuring Frankie Beverly,7
Love Is The Message,MFSB Featuring The Three Degrees,8
Love Is The Ritual,Styx,7
Love Is The Seventh Wave,Sting,1
Love Is The Sweetest Thing,Saverio Saridis,8
Love Is What You Make It,The Grass Roots,5
Love Is Your Name,Steven Tyler,7
Love Jones,Brighter Side Of Darkness,1
Love Kills,Freddie Mercury,6
Love King,The-Dream,9
Love Land,Charles Wright And The Watts 103rd Street Rhythm Band,1
Love Language,Ariana Grande,7
Love Letters,Elvis Presley,1
Love Letters,Ketty Lester,0
Love Lies,Khalid & Normani,0
Love Lifted Me,Kenny Rogers,9
Love Light,Yutaka,8
Love Light In Flight,Stevie Wonder,1
Love Like A Man,Ten Years After,9
Love Like Crazy,Lee Brice,4
Love Like This,Natasha Bedingfield Featuring Sean Kingston,1
Love Like This,Faith Evans,0
Love Like Winter,AFI,6
Love Like Woe,The Ready Set,2
Love Lockdown,Kanye West,0
Love Machine,The O'Kaysions,7
Love Machine (Part 1),The Miracles,0
Love Make The World Go Round,Jennifer Lopez & Lin-Manuel Miranda,7
Love Makes A Woman,Barbara Acklin,1
Love Makes The World Go 'round,Perry Como,3
Love Makes The World Go Round,Deon Jackson,1
Love Makes The World Go Round,Odds & Ends,8
Love Makes The World Go Round,Kiki Dee,8
Love Makes Things Happen,Pebbles,1
Love Man,Otis Redding,7
Love Me,Lil Wayne Featuring Drake & Future,0
Love Me,Lil Tecca,9
Love Me,Justin Bieber,3
Love Me,The 1975,9
Love Me,Tracie Spencer,4
Love Me,112 Featuring Mase,1
Love Me,The Rascals,9
Love Me,Yvonne Elliman,1
Love Me,The Impressions,9
Love Me,Bobby Hebb,8
Love Me Again,John Newman,2
Love Me Again,The John Hall Band,6
Love Me Again,Rita Coolidge,6
Love Me All The Way,Kim Weston,8
Love Me All Up,Stacy Earl,2
Love Me Anyway,P!nk Featuring Chris Stapleton,9
Love Me As I Love You,George Maharis,5
Love Me As Though There Were No Tomorrow,Sonny Knight,9
Love Me Do,The Beatles,0
Love Me For A Reason,The Osmonds,0
Love Me For Life,Stevie B,2
Love Me For What I Am/there Ain't No Way,Lobo,8
Love Me Forever,Roger Williams,5
Love Me Forever Or Love Me Not,Trilogy,8
Love Me Good,Michael W. Smith,6
Love Me Harder,Ariana Grande & The Weeknd,0
Love Me If You Can,Toby Keith,4
Love Me In A Special Way,Debarge,4
Love Me In The Daytime,Doris Day,9
Love Me Just For Me,Special Generation,9
Love Me Like You Do,Ellie Goulding,0
Love Me Like You Mean It,Kelsea Ballerini,4
Love Me More,Trippie Redd,7
Love Me Now,John Legend,2
Love Me Now,Brook Benton,9
Love Me One More Time (Just For Old Times Sake),Karen Nelson And Billy T,7
Love Me Or Hate Me (F**k You!!!!),Lady Sovereign,4
Love Me Or Leave Me Alone,Brand Nubian,9
Love Me Right,Denise LaSalle,7
Love Me Right (Oh Sheila),Angel City Featuring Lara McAllen,9
Love Me Tender,Percy Sledge,3
Love Me Tender,Richard Chamberlain,2
Love Me The Right Way,Rapination & Kym Mazelle,9
Love Me Tomorrow,Chicago,2
Love Me Tonight,Blackjack,6
Love Me Tonight,Head East,5
Love Me Tonight,Tom Jones,1
Love Me Two Times,The Doors,2
Love Me Warm And Tender,Paul Anka,1
Love Me With All Of Your Heart,The Bachelors,3
Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,0
"Love Me, Love Me Love",Frank Mills,4
Love Means (You Never Have To Say You're Sorry),Sounds Of Sunshine,3
Love Minus Zero-No Limit,Turley Richards,8
Love More,Chris Brown Featuring Nicki Minaj,2
Love Music,The Raiders,9
Love My Way,Psychedelic Furs,4
Love Myself,Hailee Steinfeld,2
Love Never Fails,Greg Kihn Band,5
Love Never Felt So Good,Michael Jackson & Justin Timberlake,0
Love No Limit,Mary J. Blige,4
Love Nwantiti (Ah Ah Ah),CKay,3
Love Of A Lifetime,Firehouse,0
Love Of A Lifetime,Chaka Khan,5
Love Of A Woman,Travis Tritt,3
Love Of My Life,Brian McKnight,5
Love Of My Life,Sammy Kershaw,8
Love Of My Life,Gino Vannelli,6
Love Of My Life,The Everly Brothers,3
