song,artist,class
Dancing In Paradise,El Coco,9
Dancing In The City,Marshall Hain,4
Dancing In The Dark,Bruce Springsteen,0
Dancing In The Moonlight,King Harvest,1
Dancing In The Shadows,After The Fire,8
Dancing In The Sheets,Shalamar,1
Dancing In The Street,Van Halen,3
Dancing In The Street,David Bowie & Mick Jagger,0
Dancing In The Street,The Mamas & The Papas,7
Dancing In The Street,Ramsey Lewis,8
Dancing In The Street,Martha & The Vandellas,0
Dancing Machine,Jackson 5,0
Dancing On My Own,Calum Scott,9
Dancing On The Ceiling,Lionel Richie,0
Dancing Queen,Glee Cast,7
Dancing Queen,A*Teens,9
Dancing Queen,ABBA,0
Dancing To Your Music,Archie Bell & The Drells,6
Dancing Under A Latin Moon,Candi,6
Dancing With A Stranger,Sam Smith & Normani,0
Dancing With The Devil,Demi Lovato,5
Dancing With The Mountains,John Denver,9
Dandelion,The Rolling Stones,1
Dandy,Herman's Hermits,0
Dang Me,Roger Miller,0
Danger,Migos & Marshmello,8
Danger,Blahzay Blahzay,4
Danger,Erykah Badu,8
Danger,Vic Dana,9
Danger (Been So Long),Mystikal Featuring Nivea,1
Danger Heartbreak Dead Ahead,The Marvelettes,6
Danger Zone,Kenny Loggins,0
Danger! She's A Stranger,The Five Stairsteps,8
Dangerous,David Guetta Featuring Sam Martin,5
Dangerous,Morgan Wallen,6
Dangerous,Kardinal Offishall Featuring Akon,0
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,3
Dangerous,Busta Rhymes,0
Dangerous,Ying Yang Twins Featuring Wyclef,8
Dangerous,Natalie Cole,5
Dangerous,Roxette,0
Dangerous,Loverboy,6
Dangerous Woman,Ariana Grande,0
Dangerously In Love,Beyonce,5
Dani California,Red Hot Chili Peppers,0
Daniel,Elton John,0
Danke Schoen,Wayne Newton And The Newton Brothers,1
Danny Boy,Jackie Wilson,9
Danny Boy,Patti LaBelle And The Blue Belles,7
Danny Boy,Ray Price,5
Danny Boy,Conway Twitty,0
Danny Boy,Sil Austin,5
Danny Boy,Andy Williams,6
Danny Phantom,Trippie Redd Featuring XXXTENTACION,9
Danny's Song,The Swon Brothers,6
Danny's Song,Anne Murray,0
Danza Kuduro,Don Omar & Lucenzo,8
Dare,Gorillaz Featuring Shaun Ryder,8
Dare (La La La),Shakira,5
Dare Me,The Pointer Sisters,1
Dare To Fall In Love,Brent Bourgeois,3
Dare You To Move,Switchfoot,1
"Dark Fantasy,Kanye West Featuring Teyana Taylor", Nicki Minaj & Bon Iver,5
Dark Horse,Katy Perry Featuring Juicy J,0
Dark Horse,George Harrison,1
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,7
Dark Lady,Cher,0
Dark Necessities,Red Hot Chili Peppers,6
Dark Queen,Lil Uzi Vert,9
Dark Side,Kelly Clarkson,4
Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,2
Dark Times,The Weeknd Featuring Ed Sheeran,9
Darkest Street In Town,Jimmy Clanton,7
Darkness,Eminem,2
"Darkness, Darkness",The Youngbloods,8
Darlin',Yipes!!,6
Darlin',Frank Stallone,8
Darlin',Paul Davis Feat. Susan Collins,5
Darlin',The Beach Boys,1
Darlin' Danielle Don't,Henry Lee Summer,5
"Darlin' Darlin' Baby (Sweet, Tender, Love)",The O'Jays,7
Darlin' Don't Go,Sundance Head,6
Darlin' I,Vanessa Williams,8
Darling Baby,The Elgins,7
Darling Be Home Soon,Bobby Darin,9
Darling Be Home Soon,The Lovin' Spoonful,1
Darling Come Back Home,Eddie Kendricks,6
Darling Dear,Smokey Robinson & The Miracles,9
Darling Lorraine,The Knockouts,4
Darling Take Me Back,Lenny Welch,7
"Darling, I Love You",Al Martino,6
Darte Un Beso,Prince Royce,7
Dashboard,Modest Mouse,6
Daughter,The Blenders,6
Daughter Of Darkness,Tom Jones,1
Daughter/Yellow Ledbetter,Pearl Jam,9
Daughters,John Mayer,1
Dawn,The David Rockingham Trio,6
Dawn (Go Away),The 4 Seasons,0
Day 'N' Nite,Kid Cudi,0
Day + Night,Isyss Featuring Jadakiss,9
Day After Day,Badfinger,0
Day After Day (It's Slippin' Away),Shango,5
Day And Night,The Wackers,6
Day By Day,Hooters,1
Day By Day,Godspell,1
Day By Day (Every Minute of The Hour),The Continental 4,8
Day Dreaming,Aretha Franklin,0
Day Drinking,Little Big Town,3
Day For Decision,Johnny Sea,3
Day Is Done,Brooklyn Bridge,9
"Day Is Done,Peter", Paul & Mary,2
Day Tripper,Ramsey Lewis,7
Day Tripper,Anne Murray,5
Day Tripper,The Beatles,0
Day Tripper,The Vontastics,9
Day-In Day-Out,David Bowie,2
Daybreak,Barry Manilow,2
Daybreak,Nilsson,3
Daybreaker,Electric Light Orchestra,8
Daydream,The Lovin' Spoonful,0
Daydream Believer,Anne Murray,1
Daydream Believer,The Monkees,0
Daydreamer,C.C. & Company,9
Daydreamin',Tatyana Ali,0
Daydreams,Johnny Crawford,6
Daylight,Taylor Swift,8
Daylight,Maroon 5,0
Daylight,Matt And Kim,9
Daylight,Vicki Sue Robinson,6
Daylight And Darkness,Smokey Robinson,7
Daylight Savin' Time,Keith,7
Days Are Numbers (The Traveller),The Alan Parsons Project,7
Days Go By,Keith Urban,3
Days Go By,Dirty Vegas,1
Days Gone By,Poco,7
Days Gone Down (Still Got The Light In Your Eyes),Gerry Rafferty,1
Days In The East,Drake,9
Days Like These,Asia,6
Days Of Gold,Jake Owen,8
Days Of Wine And Roses,Andy Williams,2
Days Of Wine And Roses,Henry Mancini And His Orchestra,3
Daysleeper,R.E.M.,5
Daytime Friends,Kenny Rogers,2
Daytime Night-Time,Keith Hampshire,5
Daywalker!,Machine Gun Kelly & CORPSE,8
Dazz,Brick,0
Dazzey Duks,Duice,1
"De Do Do Do, De Da Da Da",The Police,0
De Museo,Bad Bunny,9
De Una Vez,Selena Gomez,9
Deacon Blues,Steely Dan,1
Dead And Gone,T.I. Featuring Justin Timberlake,0
Dead End Street Monologue/Dead End Street,Lou Rawls,2
Dead Giveaway,Shalamar,2
Dead Man's Curve,Jan & Dean,0
Dead Right Now,Lil Nas X,7
Dead Skunk,Loudon Wainwright III,1
Dead Trollz,YoungBoy Never Broke Again,7
Deadbeat Club,The B-52s,2
Deadend Street,The Kinks,7
Deadly Zone,Bounty Killer Featuring Mobb Deep & Rappin' Noyd,7
Dear Abby,The Hearts,9
Dear Ann,George Baker Selection,9
Dear Dad,Chuck Berry,9
Dear Delilah,Grapefruit,9
Dear Eloise,The Hollies,4
Dear Future Husband,Meghan Trainor,1
Dear God,Midge Ure,9
Dear Hate,Maren Morris Featuring Vince Gill,9
Dear Heart,Jack Jones,2
Dear Heart,Henry Mancini And His Orchestra,7
Dear Heart,Andy Williams,2
Dear Hearts And Gentle People,The Springfields,9
Dear Ivan,Jimmy Dean,2
Dear John,Taylor Swift,5
Dear John,Pat Boone,4
Dear Lady Twist,Gary U.S. Bonds,0
Dear Lie,TLC,5
Dear Lonely Hearts,Nat King Cole,1
Dear Lover,Mary Wells,5
Dear Mama/Old School,2Pac,0
Dear Mr. D.J. Play It Again,Tina Robin,9
Dear Mr. Jesus,Powersource (Solo...Sharon),6
Dear Mrs. Applebee,Flip Cartridge,9
Dear One,Larry Finnegan,1
Dear Prudence,Katfish,6
Dear Prudence,The 5 Stairsteps,6
Dearer Than Life,Brook Benton,5
Death,Trippie Redd Featuring DaBaby,5
Death Ain't Easy,Lil Durk,9
Death Bed,Powfu Featuring beabadoobee,2
Death By A Thousand Cuts,Taylor Swift,6
Death Of A Bachelor,Panic! At The Disco,9
Death Of An Angel,The Kingsmen,4
December,Collective Soul,1
"December 1963 (Oh, What A Night)",The 4 Seasons,1
"December, 1963 (Oh, What a Night)",The 4 Seasons,0
Deck Of Cards,Wink Martindale,0
Deck The Halls,Nat King Cole,4
Deck The Halls,SHeDAISY,6
Decode,Paramore,3
Dedicate,Lil Wayne,1
Dedicated,R. Kelly & Public Announcement,3
Dedicated (To The Songs I Love),The 3 Friends,8
Dedicated Follower Of Fashion,The Kinks,3
Dedicated To The One I Love,Bernadette Peters,6
Dedicated To The One I Love,The Mamas & The Papas,0
Dedicated To The One I Love,The Temprees,9
Dedicated To The One I Love,The 5 Royales,8
Dedicated To The One I Love,The Shirelles,0
Dedication,Nipsey Hussle Featuring Kendrick Lamar,9
Dedication,Bay City Rollers,5
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,7
Deep End,Lil Baby,9
Deep End Freestyle,Sleepy Hallow,7
Deep Enough For Me,Ocean,7
Deep In The Heart Of Harlem,Clyde McPhatter,8
Deep In The Heart Of Texas,Duane Eddy,7
Deep Inside,Mary J. Blige,6
Deep Inside My Heart,Randy Meisner,2
Deep Inside Of You,Third Eye Blind,6
Deep Pockets,Drake,3
Deep Purple,Donny & Marie Osmond,1
Deep Purple,Nino Tempo & April Stevens,0
Deep Reverence,Big Sean Featuring Nipsey Hussle,8
Deep River Woman,Lionel Richie,7
"Deep, Deep Trouble",The Simpsons Featuring Bart & Homer,6
Deeper,Boss,6
Deeper & Deeper,Freda Payne,2
Deeper (In Love With You),The O'Jays,6
Deeper And Deeper,Madonna,0
Deeper Shade Of Soul,Urban Dance Squad,2
Deeper Than The Night,Olivia Newton-John,1
Deeply,Anson Williams,9
Definition,Mos Def & Kweli Are Black Star,5
Defy You,The Offspring,7
Defying Gravity,Glee Cast,3
Deja Vu,Post Malone Featuring Justin Bieber,7
Deja Vu,3OH!3,7
Deja Vu,Olivia Rodrigo,0
Deja Vu,J. Cole,0
Deja Vu,Lauren Duski,4
Deja Vu,Beyonce Featuring Jay Z,0
Deja Vu,Dionne Warwick,1
Deja Vu [Uptown Baby],Lord Tariq & Peter Gunz,0
Delaware,Perry Como,2
Delia Gone,Pat Boone,6
Delicate,Taylor Swift,1
Delicate,Terence Trent D'Arby,7
Delicious,Pure Sugar,6
Delicious!,Jim Backus & Friend,6
Delilah,Tom Jones,1
Delirious,Prince,0
"Delirious (Boneless),Steve Aoki", Chris Lake & Tujamo Featuring Kid Ink,8
Delta Dawn,Tanya Tucker,7
Delta Dawn,Helen Reddy,0
Delta Dirt,Larry Gatlin,8
Delta Lady,Joe Cocker,6
Delta Queen,Don Fardon,8
Dem Boyz,Boyz N Da Hood,5
Dem Jeans,Chingy Featuring Jermaine Dupri,5
Demeanor,Pop Smoke Featuring Dua Lipa,8
Demon,Lil Wayne,8
Demon Time,Trippie Redd Featuring Ski Mask The Slump God,9
Demons,Drake Featuring Fivio Foreign & Sosa Geek,3
Demons,Imagine Dragons,0
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,8
Denise,Randy & The Rainbows,0
Department Of Youth,Alice Cooper,6
Dependin' On You,The Doobie Brothers,2
Depression & Obsession,XXXTENTACION,9
Der Kommissar,After The Fire,0
Desafinado,Stan Getz/Charlie Byrd,1
Desafinado (Slightly Out Of Tune),Pat Thomas,7
Desdemona,The Searchers,9
Desert Moon,Dennis DeYoung,0
Desert Pete,The Kingston Trio,3
Desert Rose,Sting Featuring Cheb Mami,1
Deserve You,Justin Bieber,7
Desiderata,Les Crane,0
Desire,U2,0
Desire,Andy Gibb,0
Desire,Rockets,6
Desiree,Neil Diamond,1
Desiree',The Left Banke,9
Desires,Drake Featuring Future,2
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,0
Desperate But Not Serious,Adam Ant,6
Desperate Man,Eric Church,6
Desperately,George Strait,4
Desperately Wanting,Better Than Ezra,4
Dessert,Dawin,6
Destination Unknown,Missing Persons,4
Destination: Anywhere,The Marvelettes,6
Destiny,Myron,4
Destiny/Susie-Q,Jose Feliciano,8
Destroyer,The Kinks,8
Deteriorata,National Lampoon,9
"Determinate,Bridgit Mendler, Adam Hicks", Naomi Scott & Hayley Kiyoko,5
Detroit City,Tom Jones,2
Detroit City,Bobby Bare,1
Detroit City No. 2,Ben Colder,8
Deuces,Chris Brown Featuring Tyga & Kevin McCall,1
Devil In A Fast Car,Sheena Easton,7
Devil In The Bottle,T.G. Sheppard,5
Devil Inside,INXS,0
Devil Or Angel,Bobby Vee,0
Devil With A Blue Dress,Pratt & McClain,7
Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,0
Devil Woman,Cliff Richard,0
Devil Woman,Marty Robbins,1
Devil You,Stampeders,6
Devil's Angels,Davie Allan And The Arrows,9
Devil's Gun,C.J. & Company,3
Devil's Haircut,Beck,9
Devils & Dust,Bruce Springsteen,7
Devoted To You,Carly Simon & James Taylor,3
Devoted To You,The Everly Brothers,0
"Devotion,Earth", Wind & Fire,3
Devotion,Janice Harper,8
Dey Know,Shawty Lo,3
Dial My Heart,The Boys,1
Dialogue (Part I & II),Chicago,2
Diamond Girl,Ryan Leslie,9
Diamond Girl,Seals & Crofts,0
Diamond Head,The Ventures,6
Diamond In The Back,Ludacris,9
Diamond Ring,Jerry Wallace,7
Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,5
Diamond Teeth Samurai,YoungBoy Never Broke Again,5
Diamonds,Sam Smith,3
Diamonds,YoungBoy Never Broke Again,8
Diamonds,Fabolous Featuring Young Jeezy,8
Diamonds,Rihanna,0
Diamonds,Chris Rea,4
Diamonds,Herb Alpert,0
Diamonds And Pearls,Prince And The N.P.G.,0
Diamonds And Pearls,The Paradons,1
Diamonds And Rust,Joan Baez,3
Diamonds Are Forever,Shirley Bassey,5
Diamonds Dancing,Young Thug & Gunna Featuring Travis Scott,4
Diamonds Dancing,Drake & Future,5
Diamonds From Sierra Leone,Kanye West,4
Diana,One Direction,1
Diana,Pop Smoke Featuring King Combs,7
Diana,Bobby Rydell,9
Diane,The Bachelors,0
Diane,Joe Harnell And His Orchestra,9
"Dianne, Dianne",Ronny And The Daytonas,6
Diary,Alicia Keys Featuring Tony! Toni! Tone!,0
Diary,Bread,1
Diary Of A Madman,Gravediggaz,8
Dibs,Kelsea Ballerini,5
Diced Pineapples,Rick Ross Featuring Wale & Drake,7
Dicked Down In Dallas,Trey Lewis,6
Did I Shave My Legs For This?,Deana Carter,8
Did It Again,Lil Tecca,6
Did It For The Girl,Greg Bates,6
Did It In A Minute,Daryl Hall John Oates,0
Did It On'em,Nicki Minaj,4
Did My Time,Korn,3
Did You Boogie (With Your Baby),Flash Cadillac And The Continental Kids,2
Did You Ever,The Hullaballoos,7
Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,0
Did You Ever See A Dream Walking,Fats Domino,7
Did You Ever Think,R. Kelly,2
Did You Have A Happy Birthday?,Paul Anka,8
Did You See Her Eyes,The Illusion,3
Did You Wrong,Pleasure P,8
Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts,5
Diddy,P. Diddy Featuring The Neptunes,6
Didn't I,Sylvia (r&b),6
Didn't I (Blow Your Mind This Time),The Delfonics,0
Didn't I (Blow Your Mind),New Kids On The Block,0
Didn't It Look So Easy,The Stairsteps,8
Didn't Know It Was Love,Survivor,6
Didn't We,Barbra Streisand,8
Didn't We,Richard Harris,6
Didn't We Almost Have It All,Whitney Houston,0
Didn't You Know (You'd Have To Cry Sometime),Gladys Knight And The Pips,6
Didn't You Know How Much I Loved You,Kellie Pickler,9
Die A Happy Man,Thomas Rhett,2
Die A Happy Man,Nelly,8
Die Another Day,Madonna,0
Die For Me,Post Malone Featuring Future & Halsey,1
Die For You,The Weeknd,4
Die For You,Justin Bieber Featuring Dominic Fike,8
Die From A Broken Heart,Maddie & Tae,2
Die In Your Arms,Justin Bieber,1
Die Young,Ke$ha,0
Die Young,Roddy Ricch,9
Died In Your Arms,Intonation Featuring Joee,8
Difference (Interlude),XXXTENTACION,8
Differences,Ginuwine,0
Different Drum,Stone Poneys Featuring Linda Ronstadt,1
Different For Girls,Dierks Bentley Featuring Elle King,4
Different Strokes,Syl Johnson,9
Different Worlds,Maureen McGovern,1
Dig,Incubus,9
Dig In,Lenny Kravitz,3
Dig The Gold,Joyce Cobb,4
Diggin' On You,TLC,0
Digging In The Dirt,Peter Gabriel,5
Digging Your Scene,The Blow Monkeys,1
Digital Dash,Drake & Future,6
Digital Display,Ready For The World,2
"Digital Girl,Jamie Foxx Featuring Drake", Kanye West + The-Dream,9
Digits,Young Thug,9
Dilemma,Nelly Featuring Kelly Rowland,0
Dim All The Lights,Donna Summer,0
