song,artist,class
The Push And Kick,Mark Valentino,2
The Puzzle Song (A Puzzle In Song),Shirley Ellis,7
The Quiet Three,Duane Eddy His Twangy Guitar And The Rebels,4
The Quittin' Kind,Joe Diffie,8
The Race,Tay-K,4
The Race,Wiz Khalifa,6
The Race Is On,Jack Jones,1
The Race Is On,George Jones,9
The Rain,Oran 'Juice' Jones,0
"The Rain, The Park & Other Things",The Cowsills,0
The Rains Came,Sir Douglas Quintet,3
The Rains Came,Big Sambo and The House Wreckers,7
The Rambler,Molly Hatchet,9
The Rapper,The Jaggerz,0
The Raven,The Alan Parsons Project,7
The Real End,Rickie Lee Jones,8
The Real Love,Bob Seger & The Silver Bullet Band,2
The Real Me,The Who,9
The Real Slim Shady,Eminem,0
The Real Thing,Bo Bice,5
The Real Thing,The Brothers Johnson,6
The Real Thing,Jellybean Featuring Steven Dante,8
The Reason,Hoobastank,0
The Reason,The 5 Chanels,9
The Record (Baby I Love You),Ben E. King,8
The Red,Chevelle,5
The Red Back Spider,Brownsville Station,9
The Reflex,Duran Duran,0
The Relay,The Who,3
The Remedy (I Won't Worry),Jason Mraz,1
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,5
The Remorse,Drake,3
The Rest Of Mine,Trace Adkins,6
The Rest Of Our Life,Tim McGraw & Faith Hill,9
The Return Of The Red Baron,The Royal Guardsmen,1
The Revolution Kind,Sonny,6
The Rhythm Of The Night,Corona,1
The Riddle,Five For Fighting,3
The Right Combination,Seiko & Donnie Wahlberg,5
The Right Feeling At The Wrong Time,Hot,6
The Right Kinda Lover,Patti LaBelle,6
The Right Stuff,Vanessa Williams,4
The Right Thing,Simply Red,2
The Right Thing To Do,Carly Simon,1
The Ringer,Eminem,0
The Rising,Bruce Springsteen,5
The River,Good Charlotte Featuring M. Shadows And Synyster Gates,3
The River Is Wide,The Forum,4
The River Is Wide,The Grass Roots,3
The River Of Dreams,Billy Joel,0
The River Of Love,B.W. Stevenson,5
The Road We Didn't Take,Freda Payne,9
The Rock Show,Blink-182,7
The Rockafeller Skank,Fatboy Slim,7
The Rockford Files,Mike Post,0
The Rose,Bette Midler,0
The Royal Mile (Sweet Darlin'),Gerry Rafferty,5
The Rubberband Man,The Spinners,0
The Rumour,Olivia Newton-John,6
The Runway,The Grass Roots,3
The Rush,Luther Vandross,7
The Safety Dance,Men Without Hats,0
The Saints Are Coming,U2 & Green Day,5
The Salt In My Tears,Martin Briley,3
The Same Love,The Jets,8
The Same Love That Made Me Laugh,Bill Withers,4
The Same Old Hurt,Burl Ives,9
The Same Old Me,Guy Mitchell,5
The Same One,Brook Benton,1
The Santa Claus Boogie,The Tractors,9
The Scavenger,Dick Dale and The Del-Tones,9
The Scientist,Glee Cast,9
"The Scotts,THE SCOTTS", Travis Scott & Kid Cudi,0
The Search,NF,6
The Search,Dean Reed,9
The Search Is Over,Survivor,0
The Searching Is Over,Joe Henderson,9
The Seashores Of Old Mexico,George Strait,8
The Second Time Around,Shalamar,0
The Second Time Around,Frank Sinatra,4
The Secret,Gordon MacRae,1
The Secret Garden,Quincy Jones,3
The Secret Of Life,Faith Hill,4
The Secret Of My Success,Night Ranger,6
The Seduction (Love Theme),James Last Band,2
The Seeker,The Who,4
The Sensitive Kind,Santana,5
The Set Up,Obie Trice Featuring Nate Dogg,7
The Shadow Of Your Love,5 Stairsteps and Cubie,9
The Shadow Of Your Smile,Boots Randolph,9
The Shag (Is Totally Cool),Billy Graves,5
The Shape I'm In,Joe Nichols,9
The Shape I'm In,Johnny Restivo,7
The Shape Of Things To Come,The Headboys,6
The Shelter Of Your Arms,Sammy Davis Jr.,1
The Shock Of The Lightning,Oasis,9
The Shoop Shoop Song (It's In His Kiss),Cher,3
The Shoop Shoop Song (It's In His Kiss),Betty Everett,0
The Show Goes On,Lupe Fiasco,0
The Show Must Go On,Three Dog Night,0
"The Sidewinder, Part 1",Lee Morgan,8
The Sign,Ace Of Base,0
The Sign Of Fire,The Fixx,3
The Silence (Il Silenzio),Al Hirt,9
The Sins Of A Family,P.F. Sloan,8
"The Sly, Slick, And The Wicked",The Lost Generation,2
The Smile Has Left Your Eyes,Asia,3
The Snake,Al Wilson,2
The Son Of Hickory Holler's Tramp,O.C. Smith,3
The Son Of Rebel Rouser,Duane Eddy,9
The Song Remembers When,Trisha Yearwood,8
The Sound Of Goodbye,Crystal Gayle,8
The Sound Of Music,Patti Page,8
The Sound Of My Tears,Deborah Cox,9
The Sound Of Silence,Disturbed,4
The Sound Of Silence,Simon & Garfunkel,0
The Sound Of Silence,Peaches & Herb,9
The Sound Of Your Voice,38 Special,3
The South's Gonna Do It,The Charlie Daniels Band,2
The Space Between,Dave Matthews Band,2
The Spirit Of Radio,Rush,5
The Star Spangled Banner,Whitney Houston,0
The Star-Spangled Banner,Jose Feliciano,4
The Story,Sara Ramirez,6
The Story (I Was Made For You),Brandi Carlile,7
The Story In Your Eyes,The Moody Blues,2
The Story Of My Love,Conway Twitty,2
The Story Of My Love,Paul Anka,1
The Story Of O.J.,JAY-Z,2
The Story Of Our Love,Johnny Mathis,9
The Story Of Rock And Roll,The Turtles,4
The Story Of Us,Taylor Swift,4
The Straight Life,Bobby Goldsboro,3
The Streak,Ray Stevens,0
The Street Mix,Mag 7,9
The Streets,WC Featuring Nate Dogg,8
The Stripper,David Rose and His Orchestra,0
The Stroke,Billy Squier,1
The Sun Ain't Gonna Shine (Anymore),The Walker Bros.,1
The Sun Ain't Gonna Shine Anymore,Nielsen/Pearson,5
The Sun Always Shines on T.V.,a-ha,1
The Sun And The Rain,Madness,7
The Sundowners,Billy Vaughn And His Orchestra,5
The Super Bowl Shuffle,The Chicago Bears Shufflin' Crew,4
The Swalk,Notorious,8
The Sweet Escape,Gwen Stefani Featuring Akon,0
The Sweeter He Is - Part I,The Soul Children,5
The Sweetest Days,Vanessa Williams,1
The Sweetest Taboo,Sade,0
The Sweetest Thing (I've Ever Known),Juice Newton,0
The Sweetest Thing This Side Of Heaven,Chris Bartley,3
The Swiss Maid,Del Shannon,6
The Switch-A-Roo,Hank Ballard And The Midnighters,2
The Take,Tory Lanez Featuring Chris Brown,6
The Taker,Waylon Jennings,9
The Talkin' Song Repair Blues,Alan Jackson,9
The Tear Of The Year,Jackie Wilson,4
The Tears Of A Clown,Smokey Robinson & The Miracles,0
The Teaser,Bob Kuban And The In-Men,6
The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,2
The Ten Commandments Of Love,Peaches & Herb,5
The Ten Commandments Of Love,James MacArthur,9
The Ten Commandments Of Love,Little Anthony And The Imperials,8
The Theme (It's Party Time),Tracey Lee,5
The Theme From Hill Street Blues,Mike Post featuring Larry Carlton,0
The Things In This House,Bobby Darin,8
The Things That I Used To Do,James Brown And His Orchestra,9
The Things That You Do,Gina Thompson,4
The Things We Did Last Summer,Shelley Fabares,4
The Things We Do For Love,10cc,0
The Thought Of Loving You,The Crystal Mansion,8
The Three Bells,The Browns,0
The Three Bells (The Jimmy Brown Story),Dick Flood,2
The Thrill Is Gone,B.B. King,1
The Tide Is High,Blondie,0
The Ties That Bind,Brook Benton,3
The Tijuana Jail,The Kingston Trio,1
The Time (Dirty Bit),The Black Eyed Peas,0
The Time Of My Life,David Cook,0
The Tip Of My Fingers,Eddy Arnold,4
The Topical Song,The Barron Knights,6
The Touch Of You,Brenda & The Tabulations,4
The Touchables,Dickie Goodman,5
The Touchables In Brooklyn,Dickie Goodman,4
"The Tra La La Song (One Banana, Two Banana)",The Banana Splits,9
The Tracks Of My Tears,Johnny Rivers,0
The Tracks Of My Tears,The Miracles,1
The Train,1910 Fruitgum Co.,5
The Trouble With Girls,Scotty McCreery,5
The Truth,Jason Aldean,3
The Truth,Tami Show,2
The Truth About Men,Tracy Byrd,7
The Twelfth Of Never,Donny Osmond,0
The Twist,Fat Boys,1
The Twist,Ernie Freeman,9
The Twist,Chubby Checker,0
The Twist,Hank Ballard And The Midnighters,2
The Unforgiven,Metallica,3
The Unforgiven II,Metallica,5
The Unicorn,The Irish Rovers,0
The Universal Soldier,Glen Campbell,4
The Unknown Soldier,The Doors,3
The Urge,Freddy Cannon,5
The Valley Road,Bruce Hornsby & The Range,0
The Very Best In You,Change,8
The Very Last Time,Utopia,7
The Very Thought Of You,Rick Nelson,2
The Very Thought Of You,Little Willie John,6
The Village Of St. Bernadette,Andy Williams,0
The Visitors,ABBA,6
The Voice,Lil Durk,6
The Voice,The Moody Blues,1
The Voice In My Heart,Eydie Gorme,8
The Voice Within,Christina Aguilera,3
The Wah Watusi,The Orlons,0
The Waiting,Tom Petty And The Heartbreakers,1
The Walker,Fitz And The Tantrums,6
The Walls Came Down,The Call,7
The Walls Have Ears,Patti Page,7
The Waltz You Saved For Me,Ferlin Husky,9
The Wanderer,Leif Garrett,4
The Wanderer,Donna Summer,0
The Wanderer,Dion,0
The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone,6
The War Song,Culture Club,1
The Warrior,Scandal Featuring Patty Smyth,0
The Watusi,The Vibrations,2
The Way,Ariana Grande Featuring Mac Miller,0
The Way,Jill Scott,5
The Way He Makes Me Feel,Barbra Streisand,3
The Way I Am,Ingrid Michaelson,3
The Way I Am,Charlie Puth,6
The Way I Am,Eminem,5
The Way I Am,Jackie Wilson,5
The Way I Are,Timbaland Featuring Keri Hilson,0
The Way I Feel,Tag,6
The Way I Feel About You,Karyn White,1
The Way I Feel Tonight,Bay City Rollers,2
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,2
The Way I Loved You,Taylor Swift,7
The Way I Loved You (Taylor's Version),Taylor Swift,9
The Way I Walk,Jack Scott,3
The Way I Want To Touch You,Captain & Tennille,0
The Way It Is,Bruce Hornsby & The Range,0
The Way It Is,Tesla,5
The Way It Used To Be,Engelbert Humperdinck,4
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2
The Way Of A Clown,Teddy Randazzo,4
The Way Of Love,Cher,0
The Way Of Love,Kathy Kirby,8
The Way She Loves Me,Richard Marx,1
The Way That I Love You,Ashanti,3
The Way That You Love,Vanessa Williams,6
The Way That You Talk,Jagged Edge Featuring Da Brat & JD,6
The Way To Your Heart,Soulsister,4
The Way We Were,Barbra Streisand,0
The Way We Were/try To Remember,Gladys Knight And The Pips,1
The Way You Do The Things You Do,UB40,0
The Way You Do The Things You Do,Rita Coolidge,1
The Way You Do The Things You Do,The Temptations,1
The Way You Do The Things You Do/My Girl,Daryl Hall John Oates,1
The Way You Look Tonight,The Lettermen,1
The Way You Love Me,Faith Hill,0
The Way You Love Me,Karyn White,0
The Way You Make Me Feel,Michael Jackson,0
The Way You Move,OutKast Featuring Sleepy Brown,0
The Ways,Khalid & Swae Lee,6
The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,2
The Ways Of The Wind,P.M. Dawn,5
The Ways To Love A Man,Tammy Wynette,8
The Wayward Wind,Gogi Grant,4
The Wedding,Julie Rogers,0
The Wedding,June Valli,4
The Wedding Cake,Connie Francis,9
The Wedding Song (There Is Love),Mary Macgregor,8
The Weekend,SZA,3
The Weekend,Brantley Gilbert,6
The Weight,Aretha Franklin,1
The Weight,Supremes & Temptations,4
The Weight,Jackie DeShannon,5
The Weight,The Band,6
The Wheel Of Hurt,Al Martino,5
The Wheel Of Hurt,Margaret Whiting,2
The Whiffenpoof Song,Bob Crewe,9
The Whistler,Jethro Tull,5
The Whistling Organ,Dave Baby Cortez,6
The White Knight,Cledus Maggard And The Citizen's Band,1
The White Rose Of Athens,David Carroll And His Orchestra,6
The Whole World,OutKast Featuring Killer Mike,1
The Whole World Is A Stage,The Fantastic Four,6
The Widow,The Mars Volta,9
The Wild Boys,Duran Duran,0
The Wild Life,Bananarama,6
The Wind,Zac Brown Band,6
The Windmills Of Your Mind,Dusty Springfield,3
The Windows Of The World,Dionne Warwick,3
The Winner Takes It All,ABBA,0
The Witch,The Rattles,7
The Witch Queen Of New Orleans,Redbone,2
The Wizard,Jimmie Rodgers,4
The Woman I Love,B.B. King,9
The Woman In Me,Crystal Gayle,7
The Woman In Me,Donna Summer,3
The Woman In You,Bee Gees,2
The Woman With You,Kenny Chesney,3
The Wonder Of You,Ray Peterson,2
The Wonder Of You/Mama Liked The Roses,Elvis Presley,0
The Wonderful World Of The Young,Andy Williams,9
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,1
The Word Is Out,Jermaine Stewart,4
The Work Song,Herb Alpert & The Tijuana Brass,1
The World,Brad Paisley,4
The World I Know,David Cook,2
The World I Know,Collective Soul,1
The World I Used To Know,Jimmie Rodgers,5
The World Is A Ghetto,Geto Boys Featuring Flaj,8
The World Is A Ghetto,War,0
The World Of Lonely People,Anita Bryant,5
The World Outside,Roger Williams,7
The World Outside,The Four Coins,2
The World Outside,The Four Aces,6
The World Through A Tear,Neil Sedaka,7
The World We Knew (Over And Over),Frank Sinatra,2
The World's Greatest,R. Kelly,3
The Worm,Jimmy McGriff,9
The Worryin' Kind,Tommy Sands And The Raiders,6
The Worst,Jhene Aiko,4
The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,0
The Wreckoning,Boomkat,8
The Writing On The Wall,Adam Wade,0
The Yard Went On Forever,Richard Harris,6
The Year That Clayton Delaney Died,Tom T. Hall,4
The Yen Yet Song,Gary Cane And His Friends,9
The Young Folks,Diana Ross & The Supremes,6
The Young New Mexican Puppeteer,Tom Jones,7
The Zephyr Song,Red Hot Chili Peppers,4
The Zip,MFSB,9
Them Changes,Buddy Miles & The Freedom Express,6
Them That Got,Ray Charles and his Orchestra,5
Theme For Young Lovers,Percy Faith And His Orchestra,3
Theme From Adventures In Paradise,Jerry Byrd,9
Theme From Ben Casey,Valjean on Piano,2
Theme From Cleopatra Jones,Joe Simon featuring The Mainstreeters,1
Theme From Close Encounters,Meco,2
Theme From Dixie,Duane Eddy,3
Theme From Doctor Detroit,Devo,5
Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,0
Theme From Dynasty,Bill Conti,5
Theme From Electric Surfboard,Brother Jack McDuff,9
Theme From Ice Castles (Through The Eyes Of Love),Melissa Manchester,7
Theme From King Kong (Pt. I),Love Unlimited Orchestra,6
Theme From Lawrence Of Arabia,Ferrante & Teicher,8
Theme From Love Story,Francis Lai And His Orchestra,3
Theme From Magnum P.i.,Mike Post,2
Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,0
"Theme From New York, New York",Frank Sinatra,3
Theme From Raging Bull (Cavalleria Rusticana),Joel Diamond,8
Theme From Rocky (gonna Fly Now),Rhythm Heritage,9
Theme From S-Express,S-Express,9
Theme From S.W.A.T.,Rhythm Heritage,0
Theme From Shaft,Isaac Hayes,0
Theme From Superman (Main Title),The London Symphony Orchestra/John Williams,8
Theme From Taras Bulba (The Wishing Star),Jerry Butler,9
Theme From The Apartment,Ferrante & Teicher,0
Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,2
Theme From The Men,Isaac Hayes,3
Theme From The Sundowners,Felix Slatkin Orchestra and Chorus,6
Theme From The Wild Angels,Davie Allan And The Arrows,9
Theme from Tunes Of Glory,The Cambridge Strings And Singers,5
Themes From E.T. (The Extra-Terrestrial),Walter Murphy,4
Themes From The Wizard Of Oz,Meco,3
Then,Brad Paisley,2
Then Came You,T.P.E.,9
Then Came You,Dionne Warwicke & Spinners,0
Then He Kissed Me,The Crystals,0
Then I'll Count Again,Johnny Tillotson,8
Then She's A Lover,Roy Clark,9
Then The Morning Comes,Smash Mouth,1
Then They Do,Trace Adkins,5
Then What?,Clay Walker,6
Then You Can Tell Me Goodbye,Toby Beau,5
Then You Can Tell Me Goodbye,Eddy Arnold,8
Then You Can Tell Me Goodbye,The Casinos,0
There Ain't No Way,Lobo,6
There But For Fortune,Joan Baez,4
There But For The Grace Of God Go I,Machine,7
There Comes A Time,Jack Scott,7
There For You,Martin Garrix x Troye Sivan,9
There Goes (My Heart Again),Fats Domino,5
There Goes Another Love Song,The Outlaws,3
There Goes My Baby,Charlie Wilson,9
There Goes My Baby,Usher,2
There Goes My Baby,Trisha Yearwood,9
There Goes My Baby,Donna Summer,2
There Goes My Baby,The Drifters,0
There Goes My Everything,Jack Greene,6
There Goes My Everything,Engelbert Humperdinck,1
There Goes My Heart,Joni James,1
There Goes My Life,Kenny Chesney,2
There Goes The Lover,Gene Chandler,9
There He Go,DaBaby,8
There Is,The Dells,1
There Is A Mountain,Donovan,1
There Is No Arizona,Jamie O'Neal,3
There Is No Greater Love,The Wanderers,8
There Is Something On Your Mind,Big Jay McNeely And Band,4
There It Go! (The Whistle Song),Juelz Santana,0
There It Goes Again,Barbara And The Uniques,9
There It Is,Ginuwine,6
There It Is,Tyrone Davis,3
There It Is (Part 1),James Brown,4
There Must Be A Way,Jimmy Roselli,9
There Must Be A Way,Joni James,3
There Must Be An Angel,Eurythmics,2
There Never Was A Time,Jeannie C. Riley,7
There She Goes,Sixpence None The Richer,3
There She Goes,Babyface,3
There She Goes,The La's,4
There She Goes,Jerry Wallace,2
There Was A Time,Gene Chandler,8
There Was A Time,James Brown And The Famous Flames,3
There Was This Girl,Riley Green,6
There Will Come A Day (I'm Gonna Happen To You),Smokey Robinson,4
There Will Never Be Another Tonight,Bryan Adams,3
There Will Never Be Another You,Chris Montez,3
There Will Never Be Any Peace (Until God Is Seated At The Conference Table),The Chi-lites,6
There Won't Be Anymore,Charlie Rich,1
There Won't Be No Country Music (There Won't Be No Rock 'N' Roll),C.W. McCall,7
There You Are,Sam Salter,5
There You Are,Martina McBride,5
There You Go,P!nk,0
There You Go,Edwin Starr,7
There You Have It,BlackHawk,4
There You'll Be,Faith Hill,0
There! I've Said It Again,Bobby Vinton,0
There'll Be No Next Time,Jackie Wilson,7
There'll Be Sad Songs (To Make You Cry),Billy Ocean,0
There'll Come A Time,Betty Everett,2
There'll Never Be,Switch,3
There's A Chance We Can Make It,Blues Magoos,8
There's A Girl,Jan & Dean,9
There's A Kind Of Hush,Herman's Hermits,0
There's A Kind Of Hush (All Over The World),Carpenters,1
There's A Moon Out Tonight,The Capris,0
There's A Party Going On,Yvonne,8
There's A Place,The Beatles,7
There's A Star Spangled Banner Waving #2 (The Ballad Of Francis Powers),Red River Dave,6
There's Always Me,Elvis Presley With The Jordanaires,5
There's Gonna Be A Showdown,Archie Bell & The Drells,2
There's Got To Be A Word!,The Innocence,3
There's Got To Be Rain In Your Life (To Appreciate The Sunshine),Dorothy Norwood,8
There's No Easy Way,James Ingram,5
There's No Fool Like A Young Fool,Tab Hunter,6
There's No Living Without Your Loving,Peter And Gordon,4
There's No Me Without You,The Manhattans,4
There's No Other (Like My Baby),The Crystals,1
There's No Other Way,Blur,8
There's Nothin,Sean Kingston Featuring Elan & Juelz Santana,5
There's Nothing Better Than Love,Luther Vandross with Gregory Hines,4
There's Nothing Holdin' Me Back,Shawn Mendes,0
There's Nothing I Can Say,Rick Nelson,4
There's So Much Love All Around Me,The Three Degrees,9
There's Something On Your Mind,Baby Ray,6
There's Something On Your Mind (Part 2),Bobby Marchan,3
There's The Girl,Heart,1
There's Your Trouble,Dixie Chicks,3
"There, I've Said It Again",Sam Cooke,8
Therefore I Am,Billie Eilish,0
"These Are Days,10",000 Maniacs,6
These Are My People,Rodney Atkins,4
These Are Not My People,Johnny Rivers,5
These Are The Days,O-Town,6
These Are The Times,Dru Hill,2
These Arms Of Mine,Otis Redding,8
These Boots Are Made For Walkin',Jessica Simpson,1
These Boots Are Made For Walkin',Nancy Sinatra,0
These Days,Rascal Flatts,2
These Dreams,Heart,0
These Eyes,The Guess Who,0
These Eyes,Jr. Walker & The All Stars,1
These Foolish Things,James Brown And The Famous Flames,5
These Hands (Small But Mighty),Bobby Bland,6
These Heaux,Bhad Bhabie,7
These Times Are Hard For Lovers,John Waite,5
"These Walls,Kendrick Lamar Featuring Bilal", Anna Wise & Thundercat,9
These Words,Natasha Bedingfield,1
They Can't Take Away Our Music,Eric Burdon And War,4
They Don't Care About Us,Michael Jackson,2
They Don't Know,Jason Aldean,6
They Don't Know,Rico Love,7
They Don't Know,Jon B,0
They Don't Know,Tracey Ullman,0
They Don't Make Love Like They Used To,Eddy Arnold,9
They Just Can't Stop It the (Games People Play),The Spinners,0
They Like It Slow,H-Town,3
They Remind Me Too Much Of You,Elvis Presley With The Mello Men,5
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,5
They Want EFX,Das EFX,2
"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,0
They're Here,Boots Walker,7
Thick,DJ Chose Featuring BeatKing,9
Thief In The Night,Rod Wave,7
Thief Of Hearts,Melissa Manchester,8
Thieves In The Temple,Prince,0
Thin Line Between Love & Hate,The Persuaders,1
Thin Line Between Love And Hate,Pretenders,8
Things,Anne Murray,8
Things,Bobby Darin,0
Things A Man Oughta Know,Lainey Wilson,3
Things Can Only Get Better,Howard Jones,0
Things I Should Have Said,The Grass Roots,2
Things I'd Like To Say,New Colony Six,1
Things Just Ain't The Same,Deborah Cox,5
Things That Make You Go Hmmmm. . .,C+C Music Factory,0
Things That Matter,Rascal Flatts,8
Things That Never Cross A Man's Mind,Kellie Pickler,9
Things We Do For Love,Horace Brown,9
Things'll Never Change/Rapper's Ball,E-40 Featuring Bo-Rock,2
Think,Information Society,2
Think,Aretha Franklin,0
Think,Jimmy McCracklin,9
Think,Brenda Lee,2
Think,James Brown,7
Think,Vicki Anderson & James Brown,9
Think,James Brown And The Famous Flames,3
Think (About It),Lyn Collins,6
Think A Little Less,Michael Ray,5
Think About Me,Fleetwood Mac,1
Think About Your Children,Mary Hopkin,8
Think His Name,Johnny Rivers,6
Think I'll Go Somewhere And Cry Myself To Sleep,Al Martino,2
Think I'm In Love,Eddie Money,1
Think It Over,Cheryl Ladd,3
Think It Over,The Crickets,2
Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,8
Think Me A Kiss,Clyde McPhatter,6
Think Of Laura,Christopher Cross,0
Think Of Me,Buck Owens and The Buckaroos,7
Think Of The Good Times,Jay & The Americans,5
Think Of You,Chris Young Duet With Cassadee Pope,3
Think Of You,Usher,5
Think Twice,Celine Dion,9
Think Twice,Jackie Wilson And LaVern Baker,9
Think Twice,Brook Benton,1
Thinkin Bout You,Frank Ocean,3
Thinkin' Back,Color Me Badd,1
Thinkin' Bout It,Gerald Levert,1
Thinkin' Problem,David Ball,3
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,4
Thinking About You,Norah Jones,8
Thinking About You,Calvin Harris Featuring Ayah Marar,8
Thinking Of You,Katy Perry,2
Thinking Of You,Tony Toni Tone,2
"Thinking Of You,Earth", Wind & Fire,6
Thinking Of You,SaFire,1
Thinking Of You,Grandmaster Slice,8
Thinking Of You,Paul Davis,4
Thinking Of You,Loggins & Messina,1
Thinking Out Loud,Ed Sheeran,0
Third Rate Romance,Amazing Rhythm Aces,1
Third Rock From The Sun,Joe Diffie,8
Third Time Lucky (First Time I Was A Fool),Foghat,2
Thirty-Three,The Smashing Pumpkins,3
This,Darius Rucker,5
This & That,Michael Penn,5
This Afternoon,Nickelback,3
This Ain't A Love Song,Bon Jovi,1
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0
This Ain't No Love Song,Trace Adkins,8
This Ain't Nothin',Craig Morgan,8
This Bar,Morgan Wallen,9
This Beat Is Hot,B.G. The Prince Of Rap,7
This Bitter Earth,The Satisfactions,9
This Bitter Earth,Dinah Washington,2
This Can't Be True,Eddie Holman,5
This Christmas,Chris Brown,6
This Christmas,Donny Hathaway,3
This Could Be The Night,Loverboy,0
This Could Be The One,Bad Company,8
This Could Be The Right One,April Wine,5
This Could Be Us,Rae Sremmurd,4
This D.J.,Warren G,0
This Diamond Ring,Gary Lewis And The Playboys,0
This Door Swings Both Ways,Herman's Hermits,1
This Empty Place,Dionne Warwick,8
This Everyday Love,Rascal Flatts,5
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,4
This Friendly World,Fabian,1
This Gift,98 Degrees,4
This Girl,Kungs vs Cookin' On 3 Burners,2
This Girl (Has Turned Into A Woman),Mary Macgregor,4
This Girl Is A Woman Now,Gary Puckett And The Union Gap,0
This Girl's In Love With You,Dionne Warwick,0
This Golden Ring,The Fortunes,8
This Guy's In Love With You,Herb Alpert,0
This Heart,Gene Redding,2
This House,Tracie Spencer,0
This I Promise You,'N Sync,0
This I Swear,The Skyliners,2
This Is All I Ask,Tony Bennett,6
This Is All I Ask,Burl Ives,6
This Is America,Childish Gambino,0
This Is Country Music,Brad Paisley,5
"This Is For The Lover In You,Babyface Featuring LL Cool J, Howard Hewett", Jody Watley & Jeffrey Daniels,0
This Is Gospel,Panic! At The Disco,8
This Is How A Heart Breaks,Rob Thomas,5
This Is How We Do,Katy Perry,2
This Is How We Do,Big Tymers,9
This Is How We Do It,Montell Jordan,0
This Is How We Party,S.O.A.P.,5
This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,1
This Is It,Scotty McCreery,4
This Is It,Dan Hartman,9
This Is It,Kenny Loggins,1
This Is It,Jim Reeves,8
This Is It,Melba Moore,9
This Is Love,Oak,5
