song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Not Ready To Make Nice,Dixie Chicks,0,6LCEyZZHFF4ebF1Mike1s5,62,0.425,0.554,6,-4.145,1,0.0298,0.134,8.56e-05,0.0963,0.288,83.917,237297,4
Not Responsible,Tom Jones,5,6Mj3eL0ktLH6DNTnBOc2EH,24,0.334,0.818,4,-8.925,1,0.313,0.332,0.0,0.692,0.823,200.473,127093,4
Not So Sweet Martha Lorraine,Country Joe & The Fish,9,1JMJZYMdMY3Wl4WAAejSj6,33,0.525,0.374,4,-13.045,1,0.0346,0.331,0.0,0.0775,0.344,110.305,264000,4
Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino,4,29t9XYOV65fFXiVzFFJgHH,68,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,216000,5
"Not The Lovin' Kind,Dino", Desi & Billy,2,1KlV34DADVN0vDRENkVTfv,12,0.408,0.558,2,-13.444,1,0.0329,0.0452,0.0,0.241,0.765,175.297,128907,4
Not The Only One,Bonnie Raitt,3,13p06XYJaV05Q65hSU87jW,40,0.718,0.611,5,-11.858,1,0.0392,0.413,0.000233,0.159,0.656,115.915,303800,4
Not Today,Mary J. Blige Featuring Eve,4,1tWgwttq1I2RlcJFN1dfNh,35,0.907,0.628,10,-2.551,0,0.0796,0.448,1.32e-06,0.0423,0.902,94.027,253867,4
"Not Tonight,Lil' Kim Feat. Da Brat, Left Eye", Missy Elliott & Angie Mar,0,42OhQBFNIbMyxRGxyPOvQA,51,0.854,0.602,6,-10.162,0,0.32,0.0689,0.0,0.292,0.592,99.429,252520,4
Not Too Long Ago,The Uniques Featuring Joe Stampley,6,4DdICLH2xKTy6d4LFS5WjI,11,0.545,0.492,0,-8.907,1,0.0399,0.754,0.0,0.242,0.935,132.437,139480,4
Not Too Young To Get Married,Bob B. Soxx And The Blue Jeans,6,11fcBJ6r3jauGOdiqPYbUH,11,0.635,0.714,4,-6.812,1,0.0537,0.567,0.0027,0.403,0.787,95.383,149747,4
Not You Too,Drake Featuring Chris Brown,2,3Q4gttWQ6hxqWOa3tHoTNi,73,0.458,0.452,9,-9.299,0,0.047,0.342,1.94e-05,0.0703,0.316,86.318,269680,4
Note To God,Charice,4,7MlEmf2a7vrvXJ1v0AHFoe,30,0.52,0.586,9,-5.383,1,0.0384,0.519,1.03e-06,0.0783,0.0637,120.119,238027,4
Nothin 'Bout Love Makes Sense,LeAnn Rimes,5,5jbxhdavvzVNB6LuTwOXID,25,0.656,0.802,9,-3.244,1,0.0369,0.566,0.0,0.13,0.796,121.933,177307,4
Nothin (That Compares 2 U),The Jacksons,7,4wfqntsKjeI91KlnAJ9Clh,18,0.77,0.754,2,-10.784,1,0.0484,0.0464,0.0,0.309,0.559,104.784,322160,4
Nothin',N.O.R.E.,0,5ZKVNTG7yu7gbX4vryqS2X,56,0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035,264653,4
Nothin' At All,Heart,0,4lCF99jVlxFpiAPCuvPfga,50,0.592,0.761,7,-6.947,1,0.0292,0.0878,1.57e-05,0.234,0.507,123.268,247566,4
Nothin' Better To Do,LeAnn Rimes,7,2gHld0jqkNEhoyQKpH2mVd,33,0.451,0.911,5,-3.668,0,0.143,0.254,0.0,0.17,0.455,198.075,266507,4
Nothin' But A Good Time,Poison,0,2V8KvnD5LVeeDChMWEkSzC,68,0.576,0.974,1,-2.785,1,0.0828,0.0202,0.0,0.348,0.531,129.088,224867,4
Nothin' Heavy,David Bellamy,7,2YhlxVqBhmnP2KTf1CiFbH,10,0.717,0.735,5,-9.353,1,0.0343,0.218,0.702,0.128,0.641,111.01,194641,4
Nothin' Like You,Dan + Shay,5,4W38RXuQNuoTSwVsQA1OGC,60,0.589,0.704,4,-4.772,1,0.0303,0.151,0.0,0.067,0.437,84.956,186253,4
Nothin' Move But The Money,Mic Geronimo Featuring DMX & Black Rob,6,5Q6RB8C28hLmXMC9tJPoCs,11,0.85,0.472,10,-12.467,0,0.108,0.00889,0.00125,0.0308,0.818,98.077,284533,4
Nothin' My Love Can't Fix,Joey Lawrence,1,15ni9ro5GuIad268WAZN32,28,0.657,0.909,7,-6.322,1,0.0918,0.0131,0.000623,0.211,0.606,106.122,243267,4
Nothin' On You,B.o.B Featuring Bruno Mars,0,7HMKmZQEIduuNio1nPwjqp,36,0.771,0.546,10,-11.745,1,0.0291,0.189,0.0,0.101,0.928,104.043,169720,4
Nothin' Shakin',Eddie Fontaine,6,1Nl6aWCxAbZqr4FLwgeFSq,20,0.679,0.83,10,-7.259,1,0.0478,0.772,0.0,0.106,0.965,118.527,175000,4
Nothin' To Die For,Tim McGraw,6,3lRSz6HujrSy9b3LXg2Kq9,19,0.481,0.786,10,-5.654,1,0.0288,0.0538,0.0,0.0759,0.389,153.105,253640,4
Nothin' To Hide,Poco,3,6wVq5XSLtGxpsZhbFGaVVr,17,0.511,0.377,0,-11.948,1,0.0241,0.312,5.17e-06,0.0531,0.409,95.341,313267,3
Nothin' To Lose,Josh Gracin,3,7oiCqfE8Wjk8wf0pFTgL2H,60,0.607,0.876,7,-4.117,1,0.0382,0.371,0.0,0.519,0.886,121.043,156893,4
Nothing,The Script,3,0c3yfC8zMRJGvmqphczhZb,54,0.473,0.833,2,-5.013,1,0.039,0.00369,0.0,0.118,0.503,157.012,272213,4
Nothing 'Bout Me,Sting,5,7jZEFpKZ7w0RaKjtFcXaaz,38,0.683,0.696,8,-9.01,1,0.0948,0.32,0.0224,0.119,0.205,96.953,221867,4
Nothing As It Seems,Pearl Jam,4,1pNSYQkmeFSqsSOGwwxs5L,40,0.241,0.508,9,-9.791,1,0.0275,0.0362,0.599,0.167,0.0445,140.627,321293,4
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,4,27rdGxbavYJeBphck5MZAF,78,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4
Nothing Broken But My Heart,Celine Dion,2,03xpqxQ2tCUuDAKNLThmGO,32,0.488,0.366,1,-13.507,0,0.0336,0.222,4.36e-05,0.195,0.116,171.832,355467,4
Nothing But A Breeze,Jesse Winchester,8,5SxuGQBG2bWFMPz186m5cN,28,0.774,0.482,7,-11.451,1,0.0306,0.218,1.37e-05,0.0454,0.746,114.986,274253,4
Nothing But A Heartache,The Flirtations,3,1b63ryTONnLSP14Oytqp6p,50,0.489,0.936,8,-4.909,1,0.0533,0.000168,0.000263,0.149,0.822,111.845,164240,4
Nothing But Good,Hank Ballard And The Midnighters,4,0be3v1RAmETzOVcITGpUjE,9,0.483,0.425,2,-14.964,1,0.032,0.987,0.553,0.252,0.766,102.379,162627,4
Nothing But Heartaches,The Supremes,1,3ZmUwVr5MlayCju9FzAgVL,25,0.579,0.554,5,-8.896,1,0.0286,0.084,0.0,0.219,0.491,124.067,177867,4
Nothing But Trouble (Instagram Models),Lil Wayne & Charlie Puth,8,7rdjfrTBMNt3KaaGvSv3YG,49,0.724,0.691,6,-5.665,0,0.0324,0.0172,1.68e-05,0.194,0.236,126.002,217984,4
Nothing Can Change This Love,Sam Cooke,1,6e6Kxot9nHyZ4I8GgmGKII,62,0.373,0.301,9,-11.843,1,0.0314,0.769,0.0,0.0816,0.436,65.488,158680,3
Nothing Can Stop Me,Gene Chandler,1,0mxy6YARXpTKvT9PujvyBa,25,0.609,0.501,1,-9.324,1,0.0505,0.276,0.0,0.362,0.719,119.788,179267,4
Nothing Can Take The Place Of You,Brook Benton,7,3daw0o8J2gWbNpat6Sud6r,17,0.403,0.111,7,-18.477,1,0.0335,0.65,0.04,0.127,0.277,136.579,198307,3
Nothing Compares 2 U,Sinead O'Connor,0,5GHY1DFWKz3Prg2V0Iodqo,73,0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,280040,4
Nothing Else Matters,Metallica,3,2CtemffYhT0DJWcT1XW047,70,0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733,3
Nothing Ever Goes As Planned,Styx,5,5oVx6Gs3zWH3GB0TRoh1mO,35,0.6,0.484,7,-11.379,0,0.0354,0.164,1.41e-05,0.0682,0.831,114.029,286827,4
Nothing From Nothing,Billy Preston,0,72PoJMDfdaw9gGECgA9kTZ,61,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,156200,4
Nothing Goes Up (Without Coming Down),Nat King Cole,8,4xWD5P7dOsnNSUzm5G4yJC,26,0.28,0.242,8,-13.646,1,0.0304,0.797,1.34e-05,0.205,0.208,81.361,189187,1
Nothing In Common,Thompson Twins,5,0vOZXhJDZDleiv824Wz0jW,20,0.673,0.701,4,-6.164,0,0.0368,0.412,1.24e-06,0.219,0.616,119.922,208267,4
Nothing In The World,Nat King Cole,9,40Tb4czvl5B3hs3hkFtNTB,4,0.56,0.27,5,-15.08,1,0.0412,0.743,0.000346,0.172,0.305,78.674,159293,4
Nothing In This World,KeKe Wyatt Featuring Avant,2,54Ev13Dca9qrYZDNLFUYpb,52,0.7,0.63,6,-3.344,1,0.0444,0.195,0.0,0.034,0.399,131.95,251067,4
Nothing Is Promised,Mike WiLL Made-It x Rihanna,7,4MdQkwmoI9lrUfHGD7wOzy,55,0.735,0.494,8,-7.607,0,0.115,0.0108,1.05e-06,0.108,0.143,135.159,170752,4
Nothing Left To Lose,Mat Kearney,4,23MG7PAYUQp0esP2dzWHWj,52,0.445,0.71,4,-6.819,1,0.0275,0.103,6.14e-05,0.169,0.468,148.011,263253,4
Nothing Like Us,Justin Bieber,5,30Co9eN7JHPf1i2wEyVSMJ,61,0.546,0.155,0,-14.378,1,0.0428,0.987,6.02e-05,0.18,0.512,72.331,199800,4
Nothing New (Same Old Thing),Fats Domino,7,3WgjedKdtPCwsA2qJ3IK0o,21,0.564,0.383,3,-9.386,1,0.0253,0.833,8.38e-06,0.0506,0.66,100.521,129227,3
Nothing On But The Radio,Gary Allan,3,3SRuODYNV4j2ckkJ9Samju,59,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,212027,4
Nothing Really Matters,Madonna,9,6zv6iDAHbYgSzgkKikcw3W,35,0.708,0.708,0,-6.933,1,0.0383,0.0518,0.0117,0.0781,0.253,116.892,267346,4
Nothing Takes The Place Of You,Toussaint McCall,5,1uiMXPkNhcpXSx7RlGFbQB,30,0.318,0.234,8,-12.279,1,0.0346,0.888,0.000261,0.139,0.167,94.881,204613,4
Nothing To Hide,Tommy James,4,0zLXcEjE9IakTzkkW0taz8,1,0.382,0.392,4,-13.494,1,0.0593,0.576,0.012,0.1,0.724,163.337,164253,4
Nothing Without Love,Nate Ruess,7,0oPDrdHQwkjaT0aytZavUO,45,0.565,0.73,1,-4.54,1,0.031,0.0879,0.0,0.0652,0.408,82.058,236773,4
Nothing Without You,The Weeknd,6,57qiTKh8bVX0VtfUNTQqhw,65,0.575,0.634,1,-8.1,1,0.068,0.0646,0.0,0.0878,0.191,109.825,198653,4
Nothing's Gonna Change My Love For You,Glenn Medeiros,1,1exLL81vN8mD55M9HMOt1t,65,0.451,0.424,1,-13.208,1,0.0371,0.572,1.77e-06,0.0553,0.394,141.836,231587,4
Nothing's Gonna Stop Me Now,Samantha Fox,7,63znppPuvmma2IcQNe9F7p,49,0.669,0.948,10,-4.948,0,0.0622,0.117,0.00255,0.0728,0.9,122.012,225147,4
Nothing's Gonna Stop Us Now,Starship,0,3X7uFMzJrEE0sxn62qd8Ch,77,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,270333,4
Nothing's Too Good For My Baby,Stevie Wonder,1,1OJzbyjqsfvIrb92LxkwKI,15,0.642,0.713,3,-9.707,1,0.0447,0.722,0.0,0.336,0.928,75.195,158067,4
Nothings Into Somethings,Drake,6,6MbH1QiphMCPTqVEVC7UYi,62,0.766,0.234,11,-7.544,0,0.159,0.332,0.00156,0.358,0.256,96.882,153725,4
Notice Me,Migos Featuring Post Malone,5,3OnOomd79OjqSYHchCQ6ht,68,0.793,0.344,6,-9.757,1,0.357,0.112,1.68e-06,0.15,0.45,166.105,233880,4
Notice Me,NB Ridaz Featuring Angelina,8,2AsUEN8UMGcGC65rhcop8k,47,0.708,0.807,6,-2.938,0,0.222,0.182,0.0,0.274,0.702,175.889,231200,4
Notice Me,Nikki,2,0mP59RdCIOHah1CamEuOpC,0,0.617,0.364,10,-11.926,1,0.0468,0.229,0.873,0.0785,0.863,83.521,288382,4
Noticed,Lil Mosey,7,7zLYKWcXnYeHHWidalz7rj,73,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4
Notion,Kings Of Leon,9,40e9kU9Wd4vbedqSA7Io4n,59,0.433,0.887,4,-5.111,1,0.047,0.00597,2.87e-05,0.119,0.426,142.968,180840,4
Notorious,Loverboy,3,7bT5m5zQwPLhJLoJLkcAke,31,0.43,0.946,2,-7.932,1,0.0506,0.017,0.000143,0.311,0.545,156.709,279000,4
Notorious,Duran Duran,0,4yopZ4FVYS0RWKkCagdIEm,53,0.806,0.681,0,-10.65,1,0.0627,0.589,0.0,0.0346,0.858,106.564,258547,4
Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,8,4INDiWSKvqSKDEu7mh8HFz,74,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,4
Novacane,Frank Ocean,8,4osgfFTICMkcGbbigdsa53,80,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347,4
November Rain,Guns N' Roses,0,3YRCqOhFifThpSRFJ1VWFM,79,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4
Now & Forever,Drake,9,4zLOwx1yRJXWkHKt1XzF1p,56,0.555,0.481,6,-7.419,1,0.0322,0.124,0.0,0.101,0.098,107.793,281320,4
Now & Later,Sage The Gemini,9,08WPvDEsHvTFuB9w8tC2OS,53,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,193181,4
Now And Forever,Richard Marx,0,2V2pxcEfn5zs79sE7qcewA,66,0.441,0.258,7,-11.227,1,0.0276,0.661,0.0,0.106,0.172,77.988,214827,1
Now And Forever,Bert Kaempfert And His Orchestra,4,59AFb2cvvM5lfkLtxkYowr,16,0.675,0.235,6,-17.685,0,0.0372,0.16,0.0137,0.214,0.234,112.341,165353,4
Now And Forever (You And Me),Anne Murray,9,1cKuIR4VZCqYbILPCoG1oc,42,0.509,0.62,7,-10.082,1,0.0272,0.198,0.0,0.0992,0.655,170.453,255067,4
Now I Know,Jack Jones,7,51WX1i0L3HvLNtJqTurzNd,15,0.402,0.591,1,-8.383,0,0.04,0.503,0.000243,0.406,0.429,112.058,171467,4
Now I'm A Woman,Nancy Wilson,9,5PSBaANCAZkfyX7UVvMmIP,15,0.375,0.385,2,-11.104,0,0.0391,0.907,0.000187,0.18,0.467,126.298,172373,4
Now It's My Turn,Berlin,7,1B4NoIpgDU5D9wOMWOmsVH,18,0.571,0.722,9,-12.746,1,0.0321,0.00139,0.000458,0.0854,0.534,131.653,251093,4
Now Or Never,Halsey,1,7i2DJ88J7jQ8K7zqFX2fW8,65,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4
Now Or Never,High School Musical 3 Cast,6,4WQJPsbGOdqe24mUVHa8xb,57,0.747,0.983,5,-3.883,0,0.181,0.112,0.0,0.706,0.553,114.993,270733,4
Now Or Never,Axe,6,1d4Ja7ab85uvmtMCtvWD0Y,9,0.623,0.752,0,-5.519,0,0.0359,0.00699,0.00156,0.129,0.959,133.68,228667,4
Now Run And Tell That,Denise LaSalle,4,6T3TfV8M5drXuQ35TgdGVL,33,0.696,0.633,5,-4.76,0,0.0356,0.43,3.23e-06,0.0745,0.903,141.406,158733,3
Now That I Found You,Terri Clark,7,4XLPTrNMDa0irXp98Wre2A,47,0.593,0.461,2,-7.549,1,0.0236,0.356,0.0,0.183,0.27,90.399,217360,4
Now That We Found Love,Heavy D & The Boyz,1,1KONmY3enP3r3nIPQidWAy,62,0.744,0.697,8,-14.753,1,0.0631,0.039,0.0,0.171,0.683,119.955,258200,4
Now That We Found Love,Third World,4,3id47ouFwvCPOdFe2wj5Zs,36,0.765,0.585,1,-13.037,1,0.1,0.00706,1.85e-06,0.0503,0.782,118.441,224173,4
Now That You've Gone,Connie Stevens,5,0S7V5jZzHJN4z12kUnnyk5,20,0.401,0.211,10,-10.356,0,0.0332,0.952,0.0,0.214,0.402,134.276,116907,4
Now You Know,Little Willie John,9,3N8MEvqJhPJEE4bh2khIsn,3,0.689,0.274,5,-14.263,0,0.0703,0.67,0.0,0.0991,0.263,110.874,136987,3
Now You're Gone,Whitesnake,9,5QkAAXiq4WSvfxAcgcCpOk,32,0.482,0.855,0,-6.763,1,0.0363,0.0182,0.0,0.0759,0.345,113.737,246133,4
Now You're In Heaven,Julian Lennon,9,7qIuUt5jevCoTBcUmUcfOe,12,0.631,0.936,2,-7.167,1,0.0314,0.441,0.000204,0.0478,0.825,128.269,219307,4
Now!,Lena Horne,9,2QryK87XnM5gtsB4L4tjL5,11,0.477,0.0644,0,-20.211,0,0.0335,0.994,0.541,0.0979,0.18,90.198,209627,4
Nowadays,Lil Skies Featuring Landon Cube,5,2u7mxWSeoqTXndK5e08jMp,66,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,203908,4
Nowhere Man,The Beatles,0,5SUlhldQJtOhUr2GzH5RI7,63,0.534,0.624,4,-9.589,1,0.0462,0.00797,0.0,0.128,0.687,121.402,163693,4
Nowhere To Go,Melissa Etheridge,3,035Wi3SCHzijMtWdhVv5K8,29,0.51,0.421,4,-11.24,1,0.0268,0.173,1.64e-05,0.187,0.215,102.577,353040,4
Nowhere To Run,Santana,6,18hEUtGndAT0vzSTHCKFt4,21,0.485,0.527,4,-15.904,0,0.0362,0.028,0.0334,0.302,0.622,139.029,244227,4
Nowhere To Run,Martha & The Vandellas,0,1WPqawIF9HCKfSOt7mN6X0,62,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,181640,4
Nu Nu,Lidell Townsell,2,0qMUoCJmSPCjeej1d6g85A,31,0.936,0.55,3,-12.744,0,0.0548,0.00935,0.000322,0.0688,0.763,120.963,199627,4
Nude,Radiohead,3,35YyxFpE0ZTOoqFx5bADW8,69,0.516,0.342,4,-9.785,1,0.0342,0.832,0.579,0.0857,0.167,128.378,255387,3
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,6,74lnM5V6ecvoTPV0fvptx9,75,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
Numb,Usher,6,0IGqnANwfZgUFpoPRXQxFj,42,0.577,0.687,8,-7.601,1,0.0471,0.0113,4.42e-06,0.112,0.291,124.956,225520,4
Numb,XXXTENTACION,7,01TnVDiet1DFTsyWKUKovl,74,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4
Numb,Linkin Park,1,2nLtzopw4rPReszdYBJU6h,85,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4
Numb Numb Juice,ScHoolboy Q,5,6tByydPskASjm9jTPkNQq0,64,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147,4
Numb/Encore,Jay-Z/Linkin Park,1,5sNESr6pQfIhL3krM8CtZn,79,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,205733,4
Number One,R. Kelly Featuring Keri Hilson,5,2KXf4r188Ia7kTfDNUH2mB,59,0.422,0.611,2,-6.991,1,0.035,5.63e-05,0.533,0.375,0.285,75.739,79101,4
Number One,Pharrell Featuring Kanye West,5,2KXf4r188Ia7kTfDNUH2mB,59,0.422,0.611,2,-6.991,1,0.035,5.63e-05,0.533,0.375,0.285,75.739,79101,4
Number One,Eloise Laws,9,5DVbPAtfcKe5otacOU1KWd,3,0.807,0.882,10,-5.835,1,0.107,0.64,8.16e-05,0.0424,0.948,127.812,186333,4
Number One Man,Bruce Channel,5,1mK48WYl78aPbp0fYzq2qc,0,0.517,0.708,0,-5.595,1,0.039,0.791,1.37e-06,0.463,0.813,135.804,135040,4
Number One Spot,Ludacris,1,5SV9SnHkuHMh446QsgQtry,48,0.542,0.946,6,-4.279,1,0.378,0.0346,0.0,0.323,0.509,146.7,274467,4
Number Wonderful,Rock Flowers,9,1dgHI0lRxjvyijgy9nPAms,0,0.684,0.48,8,-10.349,0,0.0624,0.535,0.0,0.125,0.765,117.69,144911,4
"Numbers,A Boogie Wit da Hoodie Featuring Roddy Ricch", Gunna & London On Da Track,2,733c1CWmIGymoQXdp7Us88,64,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,188563,4
Nursery Rhymes (Part I),People's Choice,9,3XkdkPw7Y4szILVf0Aeu0j,44,0.453,0.194,2,-15.095,1,0.0801,0.988,0.761,0.13,0.0564,74.668,82707,4
Nut Rocker,B. Bumble & The Stingers,2,4gLfY32qbSjfP9IfhSnnMM,31,0.52,0.968,7,-3.487,1,0.0422,0.704,0.851,0.508,0.563,98.961,120000,4
Nutbush City Limits,Ike & Tina Turner,2,2ktaHXmUWb5fcHqoevvHgg,53,0.681,0.874,9,-7.613,0,0.0285,0.0737,0.296,0.137,0.845,76.126,177173,4
Nutbush City Limits,Bob Seger,6,7sSyJJ22rxdSIpdYaI4MkT,31,0.334,0.972,5,-5.924,0,0.375,0.0131,0.00417,0.964,0.112,162.91,289373,4
"Nutrocker,Emerson", Lake & Palmer,6,76ElFa6u9vO466B2oncuQV,0,0.508,0.723,2,-13.66,1,0.0417,0.425,0.897,0.644,0.616,107.104,304445,4
Nuttin' But Love,Heavy D & The Boyz,3,43JSZNyRzLa3nD9W0hfD48,48,0.731,0.499,11,-13.619,0,0.374,0.0527,0.0015,0.0362,0.47,202.675,213733,4
O,Omarion,2,3gOBLrOvDovzHL4xBDQw0B,47,0.742,0.515,0,-6.265,1,0.0405,0.081,0.0,0.194,0.587,120.086,280707,4
O Dio Mio,Annette,0,6kFmfcqpy1ok5wfls2yCtZ,24,0.389,0.412,5,-8.131,1,0.0304,0.192,3.11e-06,0.0936,0.363,115.882,171427,4
O Let's Do It,Waka Flocka Flame,6,0wCC06ziWEkYOif44iFggw,46,0.682,0.513,1,-6.312,0,0.396,0.0128,0.0,0.212,0.338,130.085,248533,4
O' Falling Star,The Four Knights,8,1LvJvqApB38VYkZDoFfhxC,29,0.798,0.314,8,-11.846,1,0.0432,0.729,0.0,0.106,0.968,111.889,127387,4
O-H-I-O,Ohio Players,4,3YXqu8k71mq1dCpdExZjpT,0,0.808,0.841,7,-6.366,0,0.0649,0.0506,0.208,0.0943,0.963,124.79,190693,4
"O-O, I Love You",The Dells,6,75FCuXUiquMZsMqSj8rigm,31,0.267,0.375,7,-13.019,1,0.0421,0.878,0.826,0.121,0.126,137.191,297999,4
O-o-h Child/Dear Prudence,The 5 Stairsteps,0,1rwGdnrtWnPYBipRrjnzEm,57,0.512,0.56,1,-10.429,1,0.0412,0.00156,0.000168,0.646,0.551,87.277,197440,4
"Oooh, Baby Baby",The Five Stairsteps,6,1rwGdnrtWnPYBipRrjnzEm,57,0.512,0.56,1,-10.429,1,0.0412,0.00156,0.000168,0.646,0.551,87.277,197440,4
