song,artist,class
Fade,Kanye West,4
Fade,Staind,6
Fade Away,Bruce Springsteen,1
Fade Away,Loz Netto,8
Fade Into You,Sam Palladio & Clare Bowen,9
Fade Into You,Mazzy Star,4
Faded,Alan Walker,7
Faded,Tyga Featuring Lil Wayne,3
Faded,SoulDecision Featuring Thrust,2
Faded Love,Patsy Cline,9
Faded Love,Jackie DeShannon,9
Faded Pictures,Case & Joe,0
Fading Away,Will To Power,6
Fading Like A Flower (Every Time You Leave),Roxette,0
Failure,Breaking Benjamin,7
Faint,Linkin Park,4
"Fair Game,Crosby", Stills & Nash,4
Fair Trade,Drake Featuring Travis Scott,0
Fairly Local,twenty one pilots,8
Fairweather Friend,Johnny Gill,2
Fairytale,The Pointer Sisters,1
Faith,The Weeknd,4
Faith,George Michael,0
Faithful,Drake Featuring Pimp C & dvsn,7
Faithful,Go West,1
Faithfully,Glee Cast,3
Faithfully,Journey,1
Fake,Alexander O'Neal,2
Fake Friends,Joan Jett & the Blackhearts,3
Fake It,Seether,5
Fake Love,BTS,0
Fake Love,Drake,0
Fake Smile,Ariana Grande,2
Fake Woke,Tom MacDonald,9
Fakin' It,Simon & Garfunkel,2
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,9
Fall,Eminem,1
Fall,Clay Walker,5
Fall At Your Feet,Crowded House,7
Fall Down,will.i.am Featuring Miley Cyrus,5
Fall Down,Toad The Wet Sprocket,3
Fall For You,Secondhand Serenade,2
Fall For Your Type,Jamie Foxx Featuring Drake,4
Fall In Love Again,Eddie Money,5
"Fall In Love With Me,Earth", Wind & Fire,1
Fall In Love With Me,Bettye Swann,6
Fall Into Me,Emerson Drive,3
Fall On Me,R.E.M.,9
Fall To Pieces,Velvet Revolver,6
Fallen,Sarah McLachlan,4
Fallen,Mya,5
Fallen Angel,Poison,1
Fallen Angel,Frankie Valli,3
Fallen Angel,Webb Pierce,9
Fallin',Why Don't We,3
Fallin',Alicia Keys,0
Fallin',Connie Francis,2
Fallin' For You,Colbie Caillat,1
"Fallin' In Love,Hamilton", Joe Frank & Reynolds,0
"Fallin' In Love,The Souther, Hillman", Furay Band,2
Falling,Harry Styles,6
Falling,Trevor Daniel,1
Falling,Montell Jordan,1
Falling,LeBlanc & Carr,1
Falling,Roy Orbison,2
Falling Apart At The Seams,Marmalade,4
Falling Down,Lil Peep & XXXTENTACION,1
Falling Down,Selena Gomez & The Scene,8
Falling In Love,New Born,9
Falling In Love,Balance,5
Falling In Love (Is Hard On The Knees),Aerosmith,3
Falling In Love (Uh-Oh),Miami Sound Machine,2
Falling In Love Again,Michael Stanley Band,6
Falling In Love At A Coffee Shop,Landon Pigg,9
Falling Out Of Love,Ivan Neville,9
Falling Slowly,The Swell Season (Glen Hansard & Marketa Irglova),6
Falling Slowly,Kris Allen,9
Falling Slowly,Lee DeWyze & Crystal Bowersox,6
Falling To Pieces,Faith No More,9
Falls Apart,Sugar Ray,2
Falls On Me,Fuel,5
False Alarm,The Weeknd,5
False God,Taylor Swift,7
False Prophets,J. Cole,5
Falsetto,The-Dream,2
Fame,Irene Cara,0
Fame,David Bowie,0
Fame And Fortune,Elvis Presley With The Jordanaires,1
Family Affair,Mary J. Blige,0
Family Affair,Sly & The Family Stone,0
Family Feud,JAY-Z Featuring Beyonce,5
Family Man,Craig Campbell,8
Family Man,Fleetwood Mac,8
Family Man,Daryl Hall John Oates,0
Family Portrait,P!nk,1
Family Ties,Baby Keem & Kendrick Lamar,1
Famous,Kanye West,3
Famous,21 Savage,9
Famous,Lil Wayne Featuring Reginae Carter,3
Famous,Mason Ramsey,6
Famous Friends,Chris Young + Kane Brown,2
Famous Hoes,NLE Choppa,8
Famous In A Small Town,Miranda Lambert,8
Famous Last Words,My Chemical Romance,8
Fancy,Drake Featuring T.I. & Swizz Beatz,2
Fancy,Iggy Azalea Featuring Charli XCX,0
Fancy,Bobbie Gentry,3
Fancy Dancer,Frankie Valli,7
Fancy Dancer,Commodores,3
Fancy Lady,Billy Preston,7
Fancy Like,Walker Hayes,0
Fancy Nancy,Skip And Flip,7
Fancy Pants,Al (He's the King) Hirt,4
Fannie Mae,Buster Brown,3
Fanny (Be Tender With My Love),Bee Gees,1
Fantastic Voyage,Coolio,0
Fantastic Voyage,Lakeside,5
Fantasy,Mariah Carey,0
Fantasy,Aldo Nova,2
"Fantasy,Earth", Wind & Fire,3
Fantasy Girl,38 Special,5
Far Away,Nickelback,0
Far Away,Tyga Featuring Chris Richardson,8
Far Away,Marsha Ambrosius,7
Far Behind,Candlebox,1
Far From Over,Frank Stallone,0
Far From Yours,O.C. Featuring Yvette Michele,8
"Far, Far Away",Don Gibson,7
Faraway Star,The Chordettes,8
Farewell Andromeda (Welcome To My Morning),John Denver,8
Farewell Love Scene,Romeo & Juliet Soundtrack,8
Farewell My Summer Love,Michael Jackson,3
Farmer John,The Premiers,1
Farmer's Daughter,Rodney Atkins,4
Farther On Down The Road,Joe Simon,5
Fascinated,Company B,2
Fascination Street,The Cure,4
Fashion,David Bowie,6
Fast,Juice WRLD,4
Fast,Luke Bryan,5
Fast As You,Dwight Yoakam,6
Fast Car,Jonas Blue Featuring Dakota,9
Fast Car,Tracy Chapman,0
Fast Cars And Freedom,Rascal Flatts,3
Fast Lane,Bad Meets Evil,3
Fast Life,Kool G Rap,7
Faster,Matt Nathanson,7
Fastest Girl In Town,Miranda Lambert,4
Fastlove,George Michael,0
Fat,Weird Al Yankovic,9
Fat Bottomed Girls,Glee Cast,5
Fat Boy,Max-A-Million,6
Fat Lip,Sum 41,6
Father,LL Cool J,1
Father Come On Home,Pacific Gas And Electric,9
Father Figure,George Michael,0
Father Knows Best,The Radiants,9
Father Of Mine,Everclear,6
Father Sebastian,The Ramblers,8
Father Stretch My Hands Pt. 1,Kanye West,3
"Fatty Girl,Ludacris", LL Cool J & Keith Murray,8
Faucet Failure,Ski Mask The Slump God,8
Favorite Crime,Olivia Rodrigo,1
Favorite Girl,Justin Bieber,2
Favorite Time Of Year,Carrie Underwood,6
Favorite Waste Of Time,Bette Midler,7
Fear Inoculum,Tool,9
Fear.,Kendrick Lamar,4
Fearless,Taylor Swift,0
Fearless (Taylor's Version),Taylor Swift,7
Feds Watching,2 Chainz Featuring Pharrell,6
Feed Me Dope,Future,6
Feed The Tree,Belly,9
Feedback,Janet,1
Feedback,Kanye West,9
Feel Again,OneRepublic,3
Feel Good Inc,Gorillaz,1
Feel Good Time,P!nk Featuring William Orbit,5
Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,7
Feel It,Sam Cooke,5
Feel It Again,Honeymoon Suite,3
Feel It Boy,Beenie Man Featuring Janet,2
Feel It Still,Portugal. The Man,0
Feel Like A Number,Bob Seger & The Silver Bullet Band,4
Feel Like A Rock Star,Kenny Chesney & Tim McGraw,3
Feel Like Makin' Love,Bad Company,0
Feel Like Makin' Love,Roberta Flack,0
Feel Like Making Love,Bob James,8
Feel Me,Selena Gomez,9
Feel Me Flow,Naughty By Nature,1
Feel No Ways,Drake,5
Feel So Bad,Little Milton,9
Feel So Bad,Ray Charles,6
Feel So Close,Calvin Harris,1
Feel So Fine,Johnny Preston,1
Feel So Good,Mase,0
Feel So High,Des'ree,6
Feel That Fire,Dierks Bentley,3
Feel That You're Feelin',Maze Featuring Frankie Beverly,6
Feel The Beat (Everybody Disco),Ohio Players,6
Feel The Girl,Ms. Jade,9
Feel The Groove,Cartouche,6
Feel The Heat,Jean Beauvoir,7
Feel The Love,KIDS SEE GHOSTS,4
Feel The Music,Planet Soul Featuring Brenda Dee,7
Feel The Need,Leif Garrett,5
Feel The Need,Detroit Emeralds,8
Feel This Moment,Pitbull Featuring Christina Aguilera,0
Feel.,Kendrick Lamar,3
Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid,9
Feelin' Alright,Grand Funk Railroad,5
Feelin' Freaky,Nick Cannon Featuring B2K,9
Feelin' It,Scotty McCreery,8
Feelin' It,JAY-Z,7
"Feelin' Myself,will.i.am Featuring Miley Cyrus, French Montana", Wiz Khalifa & DJ Mustard,9
Feelin' On Yo Booty,R. Kelly,3
Feelin' Satisfied,Boston,4
Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,5
Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,5
Feelin' Stronger Every Day,Chicago,0
Feelin' That Glow,Roberta Flack,7
Feelin' Way Too Damn Good,Nickelback,4
Feeling Alright,Joe Cocker,3
Feeling Alright,Mongo Santamaria,9
Feeling Myself,Nicki Minaj Featuring Beyonce,3
Feelings,Walter Jackson,9
Feelings,Barry Mann,9
Feelings,Morris Albert,0
Feelings Of Forever,Tiffany,4
"Feels,Calvin Harris Featuring Pharrell Williams", Katy Perry & Big Sean,1
Feels Good,Tony Toni Tone,0
Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW,5
Feels Just Like It Should,Pat Green,7
Feels Like Heaven,Peter Cetera (Duet With Chaka Khan),7
Feels Like Love,Vince Gill,5
Feels Like Summer,Childish Gambino,5
Feels Like The First Time,Foreigner,0
Feels Like Today,Rascal Flatts,5
Feels Like Tonight,Daughtry,2
Feels So Good,Xscape,3
Feels So Good,Van Halen,3
Feels So Good,Chuck Mangione,0
Feels So Good (Show Me Your Love),Lina Santiago,3
Feels So Real (Won't Let Go),Patrice Rushen,7
Feels So Right,Alabama,1
Feenin',Jodeci,2
Feet Don't Fail Me Now,Utopia,8
Feigning,Gunna,9
Felices Los 4,Maluma,4
Felicidad,Sally Field,9
Feliz Navidad,Jose Feliciano,0
Fell For You,The Dramatics,4
Fell In Love On Monday,Fats Domino,3
Felt Good On My Lips,Tim McGraw,2
Female,Keith Urban,6
Female Intuition,Mai Tai,7
Fencewalk,Mandrill,5
Fergalicious,Fergie,0
Fernando,ABBA,1
Ferry Cross The Mersey,Gerry And The Pacemakers,0
Fetish,Selena Gomez Featuring Gucci Mane,2
Fever,The Black Keys,7
Fever,The McCoys,0
Fever,Peggy Lee,0
Fever/My Crew,Rita Coolidge,7
"Few And Far Between,10",000 Maniacs,9
Ffun,ConFunkShun,2
Fibbin',Patti Page,3
Fiddle Around,Jan & Dean,9
Fiddler On The Roof,The Village Stompers,9
Fidelity,Regina Spektor,5
"Fiel,Los Legendarios", Wisin & Jhay Cortez,6
Fields Of Fire,Big Country,5
Fields Of Gold,Sting,2
Fields Of Gray,Bruce Hornsby,6
Fiesta,R. Kelly Featuring Jay-Z,0
Fiesta,Dave Baby Cortez,9
Fifteen,Taylor Swift,2
Fifteen (Taylor's Version),Taylor Swift,8
Fifteen Years Ago,Conway Twitty,8
Fight Fire With Fire,Kansas,5
Fight For You,Jason Derulo,8
Fight Night,Migos,6
Fight Song,Rachel Platten,0
Fight The Power Part 1,The Isley Brothers,0
Fighter,Christina Aguilera,1
Fighting Demons,Juice WRLD,3
Figure Of Eight,Paul McCartney,9
Figured You Out,Nickelback,6
Fill Me In,Craig David,1
Film Out,BTS,8
Filter,BTS,8
Filthy,Justin Timberlake,0
Final Fantasy,Drake,5
Final Warning,NLE Choppa,8
Finally,CeCe Peniston,0
Finally,T.G. Sheppard,5
Finally Found You,Enrique Iglesias Featuring Sammy Adams,2
Finally Got Myself Together (I'm A Changed Man),The Impressions,1
"Find 'Em, Fool 'Em & Forget 'Em",Dobie Gray,9
Find A Way,A Tribe Called Quest,7
Find A Way,Dwele,9
Find A Way,Amy Grant,2
Find Another Fool,Quarterflash,1
Find Another Girl,Jerry Butler,2
Find My Way,DaBaby,2
Find My Way Back Home,The Nashville Teens,9
Find Out Who Your Friends Are,Tracy Lawrence,6
Find Your Love,Drake,0
Find Your Way Back,Jefferson Starship,2
Finder's Keepers,Chairman Of The Board,5
"Finders Keepers, Losers Weepers",Nella Dodds,9
Finding My Way Back,Jaheim,9
Fine Again,Seether,6
Fine By Me,Andy Grammer,8
Fine By Time,YoungBoy Never Broke Again,5
Fine China,Chris Brown,3
Fine China,Future & Juice WRLD,2
Finesse,Drake,4
Finesse,Bruno Mars & Cardi B,0
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,3
Finger Poppin' Time,Hank Ballard And The Midnighters,0
Fingertips - Pt 2,Little Stevie Wonder,0
Finish What Ya Started,Van Halen,1
Fins,Jimmy Buffett,3
Fire,Glee Cast Featuring Kristin Chenoweth,6
Fire,KIDS SEE GHOSTS,6
Fire,Subway,9
Fire,Bruce Springsteen,4
Fire,The Pointer Sisters,0
Fire,Mother's Finest,9
Fire,Ohio Players,0
Fire,Five By Five,5
Fire,The Crazy World Of Arthur Brown,0
Fire & Desire,Drake,7
Fire & Rain,R.B. Greaves,8
Fire And Ice,Pat Benatar,1
Fire And Rain,James Taylor,0
Fire And Rain,Johnny Rivers & Friends,9
Fire And Water,Wilson Pickett,2
Fire Burning,Sean Kingston,0
Fire Escape,Fastball,8
Fire Flame,Birdman Featuring Lil Wayne,6
Fire In The Morning,Melissa Manchester,3
Fire In The Sky,The Dirt Band,7
Fire Lake,Bob Seger,0
Fire N Gold,Bea Miller,7
Fire Of Love,Jody Reynolds,6
Fire On The Mountain,The Marshall Tucker Band,3
Fire Sign,Cory,8
Fire With Fire,Wild Blue,7
Fire Woman,The Cult,4
"Fire, Baby I'm On Fire",Andy Kim,2
Fireball,Pitbull Featuring John Ryan,2
Firecracker,Josh Turner,4
Firecracker,Mass Production,4
Fired Up!,Funky Green Dogs,7
Fireflies,Owl City,0
Fireflies,Fleetwood Mac,5
Firefly,Tony Bennett,1
Fireman,Lil Wayne,3
Firestarter,The Prodigy,2
Firestone,Kygo Featuring Conrad,9
Firework,Glee Cast,3
Firework,Katy Perry,0
Fireworks,Drake Featuring Alicia Keys,7
First Anniversary,Cathy Carr,4
First Cut Is The Deepest,Keith Hampshire,6
First Dance,Justin Bieber Featuring Usher,9
First Day Back At School,Paul and Paula,5
First Day Out,Tee Grizzley,4
First Day Out,Kodak Black,6
First Hymn From Grand Terrace,Mark Lindsay,8
First I Look At The Purse,The Contours,5
First Kiss,Kid Rock,6
First Love,Jennifer Lopez,8
"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,5
First Man,Camila Cabello,9
First Name Initial,Annette With The Afterbeats,1
First Night,Survivor,5
First Of May,Bee Gees,3
First Of The Year (Equinox),Skrillex,8
First Off,Future Featuring Travis Scott,4
First Quarrel,Paul and Paula,2
First Taste Of Love,Ben E. King,5
First Time,Lifehouse,2
First Time,Kygo & Ellie Goulding,6
First Time Love,Livingston Taylor,3
First True Love,Tiana,8
First...Be A Woman,Lenore O'malley,5
Fish,Craig Campbell,8
Fish Ain't Bitin',Lamont Dozier,2
Fishnet,Morris Day,2
Fistful Of Tears,Maxwell,9
Five Brothers,Marty Robbins,7
Five Feet High And Rising,Johnny Cash,7
Five Hundred Miles,Heaven Bound with Tony Scotti,7
Five More Minutes,Scotty McCreery,4
Five O'Clock World,The Vogues,0
Fix,Chris Lane,6
Fix,BLACKstreet With Special Guests Ol' Dirty Bastard & Slash,5
Fix A Drink,Chris Janson,6
Fix A Heart,Demi Lovato,6
Fix You,Javier Colon,5
Fix You,Glee Cast,5
Fix You,Coldplay,5
Flake,Jack Johnson,7
Flame,Steve Sperry,9
Flames Of Paradise,Jennifer Rush (Duet With Elton John),3
Flaming Star,Elvis Presley With The Jordanaires,1
Flaming Youth,KISS,7
Flamingo,Herb Alpert & The Tijuana Brass,2
Flamingo Express,The Royaltones,8
Flamingo L'Amore,The Gaylords,9
Flap Your Wings,Nelly,5
Flash Light,Parliament,1
Flash's Theme Aka Flash,Queen,4
Flashback,The 5th Dimension,8
Flashdance...What A Feeling,Irene Cara,0
Flashes,Tiggi Clay,8
Flashing Lights,Kanye West Featuring Dwele,2
Flashlight,Jessie J,6
Flathead,The Fratellis,7
Flatliner,Cole Swindell,5
Flava In Ya Ear,Craig Mack,0
Flavor Of The Weak,American Hi-Fi,4
Flaws And Sins,Juice WRLD,9
Flesh And Blood,Johnny Cash,5
Flesh For Fantasy,Billy Idol,2
Flex,Polo G Featuring Juice WRLD,2
Flex,Mad Cobra,1
Flex (Ooh Ooh Ooh),Rich Homie Quan,2
Flexicution,Logic,9
Flicka Da Wrist,Chedda Da Connect,9
Flight '76,The Walter Murphy Band,4
Flim Flam Man,Barbra Streisand,8
Flip The Switch,Quavo Featuring Drake,4
Flipside,Freeway Featuring Peedi Crakk,9
Flirtin' With Disaster,Molly Hatchet,4
Float On,Modest Mouse,6
Float On,The Floaters,0
Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,4
Floating,ScHoolboy Q Featuring 21 Savage,6
Flocky Flocky,Don Toliver Featuring Travis Scott,5
Flood,Jars Of Clay,3
Flow Joe,Fat Joe,8
Flower Of Love,The Crests featuring Johnny Mastro,7
Flowers,The Emotions,8
Flowers On The Wall,Eric Heatherly,4
Flowers On The Wall,The Statler Brothers,0
Floy Joy,The Supremes,1
Fly,Nicki Minaj Featuring Rihanna,1
Fly,Maddie & Tae,6
Fly (The Angel Song),The Wilkinsons,5
Fly / I Believe I Can Fly,Glee Cast,5
Fly At Night,Chilliwack,7
Fly Away,5 Seconds Of Summer,9
Fly Away,Lenny Kravitz,1
Fly Away,Peter Allen,5
Fly Away,Stevie Woods,8
Fly Away,Blackfoot,4
Fly Away,John Denver,1
Fly By Night,Andy Williams,8
Fly By Night/In The Mood,Rush,8
Fly High Michelle,Enuff Z'Nuff,4
Fly Like An Eagle,Steve Miller,0
Fly Like Me,Chingy Featuring Amerie,8
Fly Little White Dove Fly,The Bells,9
Fly Me To The Moon,Bobby Womack,5
Fly Me To The Moon,LaVern Baker,8
Fly Me To The Moon,Sam & Bill,9
Fly Me To The Moon (In Other Words),Tony Bennett,8
Fly Me To The Moon - Bossa Nova,Joe Harnell And His Orchestra,1
Fly On The Wall,Miley Cyrus,8
Fly Over States,Jason Aldean,3
Fly S**t Only,Future,6
Fly To My Room,BTS,6
Fly To the Angels,Slaughter,1
Fly With Me,Jonas Brothers,8
"Fly, Robin, Fly",Silver Convention,0
Flyin',Prism,5
Flyin' High,The Blackbyrds,6
Flying Circle,Frank Slay And His Orchestra,4
Flying High,Commodores,3
Flying Without Wings,Ruben Studdard,0
Focus,Ariana Grande,0
Focus,H.E.R.,9
Focused,Wale Featuring Kid Cudi,9
Foe Life,Mack 10,7
Foe Tha Love Of $,Bone Thugs-N-Harmony Featuring Eazy-E,4
Fog Cutter,The Frantics,9
Foggy Mountain Breakdown,Flatt & Scruggs,5
Foldin Clothes,J. Cole,2
Follow God,Kanye West,0
Follow Me,Uncle Kracker,0
Follow Me,Mary Travers,5
Follow Me,Lyme & Cybelle,6
Follow Me,The Drifters,9
Follow Me Down,3OH!3 Featuring Neon Hitch,8
Follow My Heartbeat,A'me Lorain,7
Follow That Dream,Elvis Presley,1
Follow The Boys,Connie Francis,1
Follow You,Imagine Dragons,6
Follow You,Glen Burtnick,6
Follow You Down/Til I Hear It From You,Gin Blossoms,0
Follow You Follow Me,Genesis,2
Follow Your Arrow,Kacey Musgraves,5
Follow Your Daughter Home,The Guess Who,6
Follow Your Heart,Triumph,8
Follow Your Heart,The Manhattans,9
Folsom Prison Blues,Johnny Cash,3
Fool #1,Brenda Lee,0
Fool For A Pretty Face (Hurt By Love),Humble Pie,5
Fool For The City,Foghat,4
Fool For You,The Impressions,2
Fool For Your Love,Jimmy Hall,7
Fool For Your Loving,Whitesnake,3
Fool If You Think It's Over,Chris Rea,1
Fool In Love With You,Jim Photoglo,2
Fool In The Rain,Led Zeppelin,2
Fool Like You,Tim Moore,9
Fool Me,Joe South,7
Fool Moon Fire,Walter Egan,4
Fool That I Am,Rita Coolidge,4
Fool That I Am,Etta James,4
Fool To Cry,The Rolling Stones,0
Fool's Paradise,The Sylvers,9
Fool's Paradise,The Crickets,5
Fooled Around And Fell In Love,Elvin Bishop,0
Fooled By A Feeling,Barbara Mandrell,8
Foolin',Def Leppard,2
Foolin' Around,Changing Faces,3
Foolin' Around,Kay Starr,4
Foolin' Yourself,Aldo Nova,6
Fooling Yourself (The Angry Young Man),Styx,2
Foolish,Ashanti,0
Foolish Beat,Debbie Gibson,0
Foolish Fool,Dee Dee Warwick,5
