song,artist,class
Hallelujah Day,Jackson 5,2
"Hallelujah, I Love Him So",Peggy Lee,7
Halley's Comet,Billie Eilish,8
Hallways Of My Mind,The Dells,9
Halo,Jordan Smith,8
Halo,Beyonce,0
Halo / Walking On Sunshine,Glee Cast,3
Hand Clapping Song,The Meters,8
Hand It Over,Chuck Jackson,9
Hand Jive,The Strangeloves,9
Hand Me Down World,The Guess Who,1
Hand Me Downs,Mac Miller,6
Hand To Hold On To,John Cougar,1
HandClap,Fitz And The Tantrums,5
Handbags And Gladrags,Chase,8
Handbags And Gladrags,Rod Stewart,4
Handgun,YG Featuring A$AP Rocky,9
Handle With Care,Traveling Wilburys,4
Handlebars,Flobots,3
Hands,Jewel,0
Hands Across America,Voices Of America,6
Hands Across The Sea,Modern English,9
Hands Clean,Alanis Morissette,2
Hands Of A Working Man,Ty Herndon,4
Hands On,Kanye West Featuring Fred Hammond,5
Hands On The Radio,Henry Lee Summer,8
Hands Tied,Scandal Featuring Patty Smyth,4
Hands To Heaven,Breathe,0
Hands To Myself,Selena Gomez,0
Hands Up,Lloyd Banks Featuring 50 Cent,8
Handsome And Wealthy,Migos,7
Handy Man,James Taylor,0
Handy Man,Del Shannon,2
Handy Man,Jimmy Jones,0
Hang 'Em High,Sadat X,9
Hang 'Em High,Booker T. & The MG's,0
"Hang 'Em High,Hugo Montenegro", His Orchestra And Chorus,8
Hang Fire,The Rolling Stones,1
Hang In Long Enough,Phil Collins,2
Hang Loose,Mandrill,8
Hang On,Floyd Cramer,9
Hang On In There Baby,Johnny Bristol,0
Hang On Now,Kajagoogoo,7
Hang On Sloopy,Rick Derringer,9
Hang On Sloopy,The McCoys,0
Hang On Sloopy,The Lettermen,9
Hang On Sloopy,Ramsey Lewis Trio,1
Hang On To Your Life,The Guess Who,4
Hangin' Around,Edgar Winter Group,6
Hangin' On,Chris Young,6
Hangin' On A String,Loose Ends,4
Hangin' Tough,New Kids On The Block,0
Hanginaround,Counting Crows,2
Hanging By A Moment,Lifehouse,0
Hanging On,Cheyenne Kimball,5
Hanging On A Heart Attack,Device,3
Hangover,Taio Cruz Featuring Flo Rida,6
Hangover,PSY Featuring Snoop Dogg,2
Hanky Panky,Madonna,0
Hanky Panky,Tommy James And The Shondells,0
Happenin' All Over Again,Lonnie Gordon,9
Happenings Ten Years Time Ago,The Yardbirds,2
Happier,Marshmello & Bastille,0
Happier,Olivia Rodrigo,1
Happier,Ed Sheeran,5
Happier,Paul Anka,5
Happier Than Ever,Billie Eilish,1
Happier Than The Morning Sun,B.J. Thomas,9
Happily Ever After,Case,1
Happiness,Taylor Swift,5
Happiness,Billy Lawrence,8
Happiness,The Pointer Sisters,2
Happiness,Shades Of Blue,7
Happiness Is Just Around The Bend,The Main Ingredient,3
Happiness Is Me And You,Gilbert O'Sullivan,6
Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,6
Happy,Pharrell Williams,0
Happy,Leona Lewis,3
Happy,Ashanti,0
Happy,Legacy Of Sound Featuring Meja,6
Happy,Surface,1
Happy,The Blades Of Grass,8
Happy,The Sunshine Company,4
Happy,Eddie Kendricks,6
Happy,Hog Heaven,9
Happy,Bobby Darin,6
Happy,Paul Anka,8
Happy,The Rolling Stones,2
Happy,Nancy Sinatra,7
Happy And Me,Don And The Goodtimes,9
Happy Anniversary,Little River Band,1
Happy Anniversary,Jane Morgan,5
Happy Anniversary,The Four Lads,7
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,3
Happy Birthday Blues,Kathy Young With The Innocents,2
"Happy Birthday, Sweet Sixteen",Neil Sedaka,0
Happy Days,Silk,8
Happy Days,Pratt & McClain with Brother Love,0
Happy Days,Marv Johnson,5
Happy Days Are Here Again / Get Happy,Glee Cast,4
Happy Does,Kenny Chesney,4
Happy Ending,Joe Jackson,5
Happy Heart,Andy Williams,2
Happy Heart,Petula Clark,6
Happy Holiday / The Holiday Season,Andy Williams,1
Happy Hour,Deodato,6
Happy Jack,The Who,2
Happy Jose (Ching-Ching),Jack Ross,5
Happy Little Pill,Troye Sivan,9
Happy Man,Greg Kihn Band,6
Happy Man (Pt. I),Impact,9
Happy Music,The Blackbyrds,1
Happy Now,Zedd & Elley Duhe,8
Happy People,R. Kelly,1
Happy People,The Temptations,3
Happy Shades Of Blue,Freddie Cannon,8
Happy Summer Days,Ronnie Dove,2
Happy Times (Are Here To Stay),Tony Orlando,8
Happy Together,The Nylons,7
Happy Together,The Turtles,0
Happy Together (A Fantasy),Captain & Tennille,5
Happy Vacation,Jackie Lee,9
Happy Weekend,Dave Baby Cortez,6
Happy With You,Samantha Cole,7
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,4
Happy Xmas (War Is Over),John Legend,6
Happy Xmas (War Is Over),The Fray,4
Happy Years,The Diamonds,7
Happy-Go-Lucky-Me,Paul Evans,0
Happy?,Mudvayne,8
Harbor Lights,The Platters,0
Hard,Rihanna Featuring Jeezy,0
Hard Days,Brantley Gilbert,9
Hard For The Next,Moneybagg Yo & Future,4
Hard Habit To Break,Chicago,0
Hard Headed Woman,Elvis Presley With The Jordanaires,0
Hard Knock Life (Ghetto Anthem),JAY-Z,1
Hard Lovin' Loser,Judy Collins,9
Hard Luck Woman,KISS,1
Hard Rock Cafe,Carole King,2
Hard Times,Paramore,8
Hard Times,James Taylor,7
Hard Times,Boz Scaggs,5
Hard Times For Lovers,Judy Collins,6
Hard Times For Lovers,Jennifer Holliday,6
Hard To Choose One,Future,6
Hard To Forget,Sam Hunt,2
Hard To Handle,The Black Crowes,2
Hard To Handle,Otis Redding,5
Hard To Handle,Patti Drew,9
Hard To Love,Lee Brice,2
Hard To Say,Dan Fogelberg,0
Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,0
Hard To Say I'm Sorry,Chicago,0
Hard Work,John Handy,4
Hardaway,Derez De'Shon,6
Harden My Heart,Quarterflash,0
Harder To Breathe,Maroon 5,1
Hardest To Love,The Weeknd,2
Hardhearted Hannah,Ray Charles,5
Harlem Nocturne,The Viscounts,3
Harlem Shake,Baauer,0
Harlem Shake,Future Featuring Young Thug,8
Harlem Shuffle,The Rolling Stones,0
Harlem Shuffle,The Traits,9
Harlem Shuffle,Bob And Earl,4
Harmless,Mulberry Lane,9
Harmony,Billy Bland,9
Harper Valley P.T.A.,King Curtis & The Kingpins,9
Harper Valley P.T.A.,Jeannie C. Riley,0
Harper Valley P.T.A. (Later That Same Day),Ben Colder,6
Harry Hippie,Bobby Womack & Peace,3
Harry The Hairy Ape,Ray Stevens,1
Harry Truman,Chicago,1
Harvest For The World,The Isley Brothers,6
Harvey's Got A Girl Friend,Royal Teens,7
Has Anyone Ever Written Anything For You,Stevie Nicks,5
Hasta Que Dios Diga,Anuel AA & Bad Bunny,8
Hat 2 Da Back,TLC,2
Hate (I Really Don't Like You),Plain White T's,6
Hate It Or Love It,The Game Featuring 50 Cent,0
Hate Me,Trippie Redd Featuring YoungBoy Never Broke Again,8
Hate Me,Ellie Goulding & Juice WRLD,5
Hate Me,Blue October,3
Hate Me Now,Nas Featuring Puff Daddy,6
Hate Sleeping Alone,Drake,6
Hate That I Love You,Rihanna Featuring Ne-Yo,0
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,0
Hate The Way,G-Eazy Featuring blackbear,7
Hate To Say I Told You So,The Hives,8
Hate U Love U,Olivia O'Brien,9
"Hats Off,Lil Baby", Lil Durk & Travis Scott,1
Hats Off To Larry,Del Shannon,0
Haunted,Taylor Swift,6
Haunted House,Jumpin' Gene Simmons,1
Havana,Camila Cabello Featuring Young Thug,0
Havana,Kenny G,6
Have A Good Time,Sue Thompson,3
Have A Heart,Bonnie Raitt,4
Have A Little Faith,David Houston,9
Have A Little Mercy,4.0,4
Have A Nice Day,Bon Jovi,5
"Have Fun, Go Mad",Blair,8
Have I Never,A Few Good Men,7
Have I Stayed Away Too Long,Bobby Bare,9
Have I Stayed Too Long,Sonny & Cher,4
Have I The Right?,The Honeycombs,0
Have I Told You Lately,Rod Stewart,0
Have It All,Jason Mraz,8
Have Mercy,Chloe,2
Have Mercy Baby,James Brown And The Famous Flames,9
Have Mercy Baby,The Bobbettes,6
Have You Ever Been Lonely (Have You Ever Been Blue),The Caravelles,9
Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,8
Have You Ever Loved Somebody,Freddie Jackson,6
Have You Ever Loved Somebody,The Searchers,9
Have You Ever Needed Someone So Bad,Def Leppard,1
Have You Ever Really Loved A Woman?,Bryan Adams,0
Have You Ever Seen The Rain/Hey Tonight,Creedence Clearwater Revival,0
Have You Ever?,Brandy,0
Have You Forgotten?,Darryl Worley,2
Have You Heard,The Duprees featuring Joey Vann,1
Have You Looked Into Your Heart,Jerry Vale,2
Have You Never Been Mellow,Olivia Newton-John,0
Have You Seen Her,M.C. Hammer,0
Have You Seen Her,The Chi-lites,0
Have You Seen Her Face,The Byrds,7
"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones,0
Have Yourself A Merry Little Christmas,Sam Smith,8
Have Yourself A Merry Little Christmas,Michael Buble,4
Haven't Got Time For The Pain,Carly Simon,1
Haven't Met You Yet,Michael Buble,2
Haven't Stopped Dancing Yet,Gonzalez,2
Haven't You Heard,Patrice Rushen,4
Havin' Fun,Dion,4
Having A Party,Rod Stewart,3
Having A Party,Sam Cooke,1
Having Our Way,Migos Featuring Drake,1
Hawai,Maluma & The Weeknd,1
Hawaii Five-O,The Ventures,0
Hawaii Honeymoon,The Waikikis,9
Hawaii Tattoo,The Waikikis,3
Hawaiian War Chant,Billy Vaughn And His Orchestra,8
Hay,Crucial Conflict,1
Hazard,Richard Marx,0
Hazy Shade Of Winter,The Bangles,0
He,The Righteous Brothers,1
He,Today's People,8
He Ain't Give You None,Freddie Scott,9
"He Ain't Heavy, He's My Brother",The Hollies,0
He Ain't Heavy...He's My Brother,Neil Diamond,1
He Ain't No Angel,The Ad Libs,9
He Called Me Baby,Ella Washington,7
He Called Me Baby,Candi Staton,5
He Can't Love U,Jagged Edge,1
He Can't Love You,Michael Stanley Band,3
He Could Be The One,Hannah Montana,0
He Could Be The One,Josie Cotton,7
He Cried,The Shangri-Las,6
He Did With Me,Vicki Lawrence,7
He Didn't Have To Be,Brad Paisley,2
He Don't Love You (Like I Love You),Tony Orlando & Dawn,0
He Don't Really Love You,The Delfonics,9
He Gets That From Me,Reba McEntire,5
He Got You,Ronnie Milsap,5
He Is,Heather Headley,8
He Knows I Love Him Too Much,The Paris Sisters,3
He Loves Me All The Way,Tammy Wynette,9
He Loves U Not,Dream,0
He Made A Woman Out Of Me,Bobbie Gentry,7
He Said She Said,Ashley Tisdale,5
He Says The Same Things To Me,Skeeter Davis,4
He Thinks I Still Care,Connie Francis,5
He Touched Me,Barbra Streisand,5
He Walks Like A Man,Jody Miller,6
He Wants My Body,Starpoint,8
He Was Really Sayin' Somethin',The Velvelettes,6
He Wasn't Man Enough,Toni Braxton,0
He Will Break Your Heart,The Righteous Brothers,9
He Will Break Your Heart,Jerry Butler,0
He Wore The Green Beret,Nancy Ames,8
He'd Rather Have The Rain,Heaven Bound with Tony Scotti,8
He'll Have To Go,Solomon Burke,5
He'll Have To Go,Jim Reeves,0
He'll Have To Stay,Jeanne Black,0
He'll Never Love You (Like I Do),Freddie Jackson,2
He's A Bad Boy,Carole King,9
He's A Friend,Eddie Kendricks,3
He's A Good Guy (Yes He Is),The Marvelettes,5
He's A Liar,Bee Gees,2
He's A Lover,Mary Wells,7
He's A Pretender,High Inergy,8
He's A Rebel,The Crystals,0
He's An Indian Cowboy In The Rodeo,Buffy Sainte-Marie,9
He's Gonna Step On You Again,John Kongos,6
He's Got No Love,The Searchers,7
He's Got The Power,The Exciters,5
He's In Town,The Tokens,4
He's Mine,MoKenStef,0
"He's Mine (I Love Him, I Love Him, I Love Him)",Alice Wonder Land,6
He's My Girl,David Hallyday,7
He's My Guy,Irma Thomas,6
He's So Fine,Jane Olivor,7
He's So Fine,Kristy And Jimmy McNichol,6
He's So Fine,Jody Miller,5
He's So Fine,The Chiffons,0
He's So Heavenly,Brenda Lee,7
He's So Shy,The Pointer Sisters,0
He's Sure The Boy I Love,The Crystals,1
He's The Greatest Dancer,Sister Sledge,0
Head & Heart,Joel Corry X MNEK,9
Head Above Water,Avril Lavigne,6
Head First,The Babys,7
Head Games,Foreigner,1
Head Over Boots,Jon Pardi,5
Head Over Heels,Allure Featuring NAS,3
Head Over Heels,Tears For Fears,0
Head Over Heels,Go-Go's,1
Head To Toe,Lisa Lisa And Cult Jam,0
HeadBand,B.o.B Featuring 2 Chainz,5
Headed For A Fall,Firefall,3
Headed For A Heartbreak,Winger,1
Headed For The Future,Neil Diamond,5
Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,7
Headlights,Eminem Featuring Nate Ruess,4
Headline News,Edwin Starr,8
Headlines,Drake,1
Headlines,Midnight Star,6
Headlines (Friendship Never Ends),Spice Girls,8
"Heads Carolina, Tails California",Danielle Bradbery,9
"Headshot,Lil Tjay", Polo G & Fivio Foreign,4
Headsprung,LL Cool J,1
Headstrong,Trapt,1
Heal The World,Michael Jackson,2
Healing Hands,Elton John,1
Hear Me Calling,Juice WRLD,3
Hear The Bells,The Tokens,9
Heard 'Em Say,Kanye West Featuring Adam Levine,2
Heard It All Before,Sunshine Anderson,1
Heard It In A Love Song,The Marshall Tucker Band,1
Hearsay,The Soul Children,4
Heart,Neneh Cherry,7
Heart,Kenny Chandler,6
Heart And Soul,The Monkees,8
Heart And Soul,Huey Lewis & The News,0
Heart And Soul,T'Pau,0
Heart And Soul,Jan & Dean,2
Heart And Soul,The Cleftones,1
Heart Attack,Enrique Iglesias,8
Heart Attack,Demi Lovato,0
Heart Attack,Trey Songz,3
Heart Attack,Olivia Newton-John,0
Heart Be Still,Lorraine Ellison,8
Heart Breaker,Dean Christie,8
Heart Don't Fail Me Now,Holly Knight,5
Heart Don't Lie,LaToya Jackson,5
Heart Full Of Soul,The Yardbirds,0
Heart Hotels,Dan Fogelberg,2
Heart In Hand,Brenda Lee,1
Heart Like A Wheel,The Human League,3
Heart Like A Wheel,The Steve Miller Band,2
Heart Like Mine,Miranda Lambert,4
Heart Of A Giant,Polo G Featuring Rod Wave,8
Heart Of Glass,Blondie,0
Heart Of Gold,Neil Young,0
Heart Of Mine,Boz Scaggs,3
Heart Of Stone,Cher,1
Heart Of Stone,Taylor Dayne,1
Heart Of Stone,The Rolling Stones,1
Heart Of The Night,Poco,1
Heart Of The Night,Juice Newton,2
Heart On Ice,Rod Wave,2
Heart On My Sleeve,Gallagher And Lyle,6
Heart On My Sleeve,Bryan Ferry,8
Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,9
Heart To Heart,Errol Sober,6
Heart To Heart,Kenny Loggins,1
Heart Turns To Stone,Foreigner,5
Heart! (I Hear You Beating),Wayne Newton And The Newton Brothers,8
Heart's Desire,Billy Joe Royal,8
Heart's On Fire,John Cafferty,7
Heartache,Pepsi & Shirlie,7
Heartache All Over The World,Elton John,5
Heartache Away,Don Johnson,5
Heartache Medication,Jon Pardi,4
Heartache On The Dance Floor,Jon Pardi,4
Heartache Tonight,Eagles,0
Heartaches,BTO,5
Heartaches,The Marcels,0
Heartaches,Patsy Cline,7
Heartaches By The Number,Johnny Tillotson,3
Heartaches By The Number,Guy Mitchell,0
Heartbeat,The Fray,4
Heartbeat,Carrie Underwood,4
Heartbeat,Don Johnson,0
Heartbeat,Seduction,1
Heartbeat,Buddy Holly,8
Heartbeat - It's A Lovebeat,The DeFranco Family featuring Tony DeFranco,0
Heartbeat Song,Kelly Clarkson,2
Heartbreak (It's Hurtin' Me),Little Willie John,3
Heartbreak (It's Hurtin' Me),Jon Thomas and Orchestra,4
Heartbreak Anniversary,Giveon,1
Heartbreak Beat,Psychedelic Furs,2
Heartbreak Hill,Fats Domino,9
Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,0
Heartbreak Hotel,The Jacksons,2
Heartbreak Hotel,Frijid Pink,7
Heartbreak Hotel,Roger Miller,8
Heartbreak Road,Bill Withers,8
Heartbreak Station,Cinderella,4
Heartbreak Warfare,John Mayer,3
Heartbreaker,Justin Bieber,1
Heartbreaker,Mariah Carey Featuring Jay-Z,0
Heartbreaker,Dolly Parton,3
Heartbreaker,Dionne Warwick,0
Heartbreaker,Pat Benatar,2
Heartbreaker,Grand Funk Railroad,7
Heartbroken Bopper,The Guess Who,4
Heartless,The Fray,7
Heartless,Kris Allen,1
Heartless,Dia Frampton,5
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,3
Heartless,The Weeknd,0
Heartless,Kanye West,0
Heartless,Heart,2
Heartlight,Neil Diamond,0
Heartline,Robin George,9
Hearts,Marty Balin,0
Hearts,Jackie Wilson,5
Hearts Away,Night Ranger,8
Hearts Don't Break Around Here,Ed Sheeran,9
Hearts Don't Think (They Feel),Natural Selection,2
Hearts Of Stone,The Blue Ridge Rangers,3
Hearts Of Stone,Bill Black's Combo,1
Hearts On Fire,Steve Winwood,5
Hearts On Fire,Bryan Adams,2
Hearts On Fire,Randy Meisner,1
Heartspark Dollarsign,Everclear,8
Heat,Chris Brown Featuring Gunna,3
Heat Of The Moment,Asia,0
Heat Of The Moment,After 7,1
Heat Of The Night,Bryan Adams,0
Heat Wave,Martha & The Vandellas,0
Heat Wave/love Is A Rose,Linda Ronstadt,0
Heat Waves,Glass Animals,1
Heathens,twenty one pilots,0
Heather,Conan Gray,4
Heather Honey,Tommy Roe,2
Heatin Up,Lil Baby & Gunna,1
"Heatstroke,Calvin Harris Featuring Young Thug", Pharrell Williams & Ariana Grande,9
Heaven,Jake Worthington,9
Heaven,Avicii,8
Heaven,Kane Brown,1
Heaven,Live,5
Heaven,Los Lonely Boys,1
Heaven,Nu Flavor,2
Heaven,DJ Sammy & Yanou Featuring Do,0
Heaven,Solo,4
Heaven,Bryan Adams,0
Heaven,Warrant,0
Heaven,The Rascals,3
Heaven (Must Be There),Eurogliders,6
Heaven And Hell,Kanye West,4
Heaven Help Me,Deon Estus With George Michael,0
Heaven Help Us All,Stevie Wonder,0
Heaven Help/Spinning Around Over You,Lenny Kravitz,7
Heaven In The Back Seat,Eddie Money,5
Heaven In Your Arms,Dan Hartman,8
Heaven In Your Eyes,Loverboy,1
Heaven Is A 4 Letter Word,Bad English,6
Heaven Is A Place On Earth,Belinda Carlisle,0
Heaven Knows,Luther Vandross,9
Heaven Knows,When In Rome,9
Heaven Knows,Donna Summer With Brooklyn Dreams,0
Heaven Knows,The Grass Roots,2
Heaven Must Be Missing An Angel (part 1),Tavares,1
Heaven Must Have Sent You,Bonnie Pointer,1
Heaven Must Have Sent You,The Elgins,4
Heaven On Earth,Kid Cudi,8
Heaven On Earth (So Fine),The Spinners,8
Heaven On The 7th Floor,Paul Nicholas,0
Heaven Sent,Keyshia Cole,2
Heaven's Just A Sin Away,The Kendalls,6
Heaven's On fire,KISS,4
Heaven's What I Feel,Gloria Estefan,2
Heavenly,The Temptations,4
Heavenly Lover,Teresa Brewer,3
