song,artist,class
That Kind Of Woman,Merrilee Rush & The Turnabouts,7
That Lady (Part 1),The Isley Brothers,0
That Lovin' You Feelin' Again,Roy Orbison & Emmylou Harris,5
That Lucky Old Sun,Ray Charles,1
That Magic Touch,Angel,7
That Old Black Magic,Louis Prima And Keely Smith,1
That Old Black Magic,Bobby Rydell,2
That Old Feeling,Kitty Kallen,5
That Old Song,Ray Parker Jr. & Raydio,2
That Once In A Lifetime,Demis Roussos,4
That Other Woman,Changing Faces,6
That Same Old Feeling,Pickettywitch,6
That Same Old Feeling,The Fortunes,6
That Should Be Me,Justin Bieber,9
That Song In My Head,Julianne Hough,8
That Song Is Driving Me Crazy,Tom T. Hall,6
That Stranger Used To Be My Girl,Trade Martin,2
"That Sunday, That Summer",Nat King Cole,1
That Was Then But This Is Now,ABC,8
"That Was Then, This Is Now",The Monkees,1
That Was Yesterday,Foreigner,1
That Way,Wale Featuring Jeremih & Rick Ross,4
That Way,Lil Uzi Vert,1
That'd Be Alright,Alan Jackson,2
That'll Be The Day,Linda Ronstadt,1
That's A Lie,Ray Charles,6
That's A Rack,Lil Uzi Vert,7
That's All,Genesis,0
That's All,Rick Nelson,4
That's All I Want,Bobby Day,9
That's All She Wrote,T.I. Featuring Eminem,1
That's All You Gotta Do,Brenda Lee,0
That's Enough,Rosco Robinson,6
That's Facts,Lil Baby & Lil Durk,7
That's Freedom,Tom Kimmel,6
That's How Country Boys Roll,Billy Currington,5
That's How Heartaches Are Made,The Marvelettes,9
That's How Heartaches Are Made,Baby Washington,3
That's How I Beat Shaq,Aaron Carter,9
That's How It Goes,George Maharis,8
That's How It Is (It's Like That),Redman Featuring K-Solo,9
That's How Love Goes,Jermaine Jackson,4
That's How Much,Brian Hyland,7
That's How Much I Love You,Pat Boone,3
That's How Strong My Love Is,Otis Redding,7
That's How You Feel,Drake,3
That's It,Future & Lil Uzi Vert,4
That's It - I Quit - I'm Movin' On,Sam Cooke,3
That's Just Jessie,Kevin Denney,7
That's Just What You Are,Aimee Mann,9
That's Life,David Lee Roth,8
That's Life,Frank Sinatra,0
That's Life (That's Tough),Gabriel And The Angels,5
That's Love,Jim Capaldi,2
That's My Desire,Yvonne Baker and the Sensations,6
That's My Girl,Fifth Harmony,7
That's My Kind Of Night,Luke Bryan,1
That's My Little Suzie,Ritchie Valens,5
That's My Pa,Sheb Wooley,5
That's Not Her Style,Billy Joel,7
That's Not How It Goes,Bloodstone,8
That's Not My Name,The Ting Tings,3
That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,0
That's On Me,Mac Miller,9
That's On Me,Yella Beezy,5
That's Really Some Good,Rufus & Carla,9
That's Right,DJ Taz Featuring Raheem The Dream,5
That's Rock 'N' Roll,Shaun Cassidy,0
That's Someone You Never Forget,Elvis Presley With The Jordanaires,9
That's That,Snoop Dogg Featuring R. Kelly,1
That's The Kind Of Mood I'm In,Patty Loveless,7
That's The Only Way,The 4 Seasons,8
That's The Sound That Lonely Makes,Tavares,6
That's The Tune,The Vogues,9
That's The Way,Jo Dee Messina,2
That's The Way,Katrina And The Waves,1
That's The Way,Joe Tex,9
That's The Way (I Like It),KC And The Sunshine Band,0
That's The Way A Woman Is,Messengers,6
That's The Way Boys Are,Lesley Gore,1
That's The Way God Planned It,Billy Preston,6
That's The Way I Feel About Cha,Bobby Womack & Peace,2
That's The Way I Want Our Love,Joe Simon,9
That's The Way I've Always Heard It Should Be,Carly Simon,0
That's The Way It Is,Celine Dion,0
That's The Way Love Goes,Janet Jackson,0
That's The Way Love Goes,Young M.C.,5
That's The Way Love Is,Bobby Brown,5
That's The Way Love Is,Marvin Gaye,0
That's The Way Love Is,Bobby Bland,3
That's The Way Of The World,D-Mob With Cathy Dennis,5
"That's The Way Of The World,Earth", Wind & Fire,1
That's The Way With Love,Piero Soffici,5
That's What Friends Are For,Dionne & Friends,0
That's What Friends Are For,B.J. Thomas,7
That's What Girls Are Made For,The Spinners,2
That's What I Like,Bruno Mars,0
That's What I Like,Jive Bunny & The Mastermixers,6
That's What I Love About Sunday,Craig Morgan,5
That's What I'm Looking For,Da Brat,5
That's What It's All About,Brooks & Dunn,3
That's What Little Girls Are Made Of,Raven-Symone,6
That's What Love Can Do,Boy Krazy,1
That's What Love Is All About,Michael Bolton,1
That's What Love Is For,Amy Grant,0
That's What Love Is Made Of,The Miracles,3
That's What Love Will Make You Do,Little Milton,5
That's What She Gets For Loving Me,Brooks & Dunn,5
That's What You Get,Paramore,6
That's When I Cried,Jimmy Jones,8
That's When I Love You,Phil Vassar,3
That's When I Think Of You,1927,9
That's When It Hurts,Ben E. King,6
That's When The Music Takes Me,Neil Sedaka,2
That's Where I Went Wrong,The Poppy Family (Featuring Susan Jacks),2
That's Where It's At,Sam Cooke,9
That's Where The Happy People Go,The Trammps,2
That's Why,The Party,5
That's Why (I Love You So),Jackie Wilson,1
That's Why I Cry,Buddy Knox,8
That's Why I Love You,Andrew Gold,6
That's Why I Pray,Big & Rich,8
That's Why I'm Here,Kenny Chesney,7
That's Why You Remember,Kenny Karen,8
That's Your Baby,Joe Tex,8
That's Your Secret,Sea Level,4
Thats What I Want,Lil Nas X,0
The (Bossa Nova) Bird,The Dells,9
The 1,Taylor Swift,0
The 13th,The Cure,4
"The 2,000 Pound Bee (Part 2)",The Ventures,9
The 59th Street Bridge Song (Feelin' Groovy),Harpers Bizarre,1
The 81,Candy & The Kisses,5
The A Team,Ed Sheeran,1
The Actual,All City,7
The Adventure,Angels & Airwaves,5
The Adventures Of Moon Man & Slim Shady,Kid Cudi & Eminem,2
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,3
The Age For Love,Jimmy Charles,4
The Agony And The Ecstasy,Smokey Robinson,3
The Air That I Breathe,The Hollies,0
The All American Boy,Bill Parsons,0
The Alley Cat Song,David Thorne,7
The Allnighter,Glenn Frey,5
The Alvin Twist,The Chipmunks With David Seville,3
The Americans (A Canadian's Opinion),Gordon Sinclair,2
The Americans (A Canadian's Opinion),Tex Ritter,8
"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Associ",Jan & Dean,7
The Angel Song,Great White,2
The Angels Listened In,The Crests,2
The Animal Song,Savage Garden,1
The Animal Trainer And The Toad,Mountain,7
The Answer To A Maiden's Prayer,June Valli,7
The Answer To My Prayer,Neil Sedaka,8
The Anthem,Pitbull Featuring Lil Jon,3
The Anthem,Good Charlotte,4
The April Fools,Dionne Warwick,3
The Archer,Taylor Swift,3
The Arms Of Orion,Prince With Sheena Easton,3
The Arms Of The One Who Loves You,Xscape,0
The Astronaut (Parts 1 & 2),Jose Jimenez,1
The Authority Song,John Cougar Mellencamp,1
The B.B. Jones,B.B. King,9
The Baby,Blake Shelton,2
The Bad Touch,Bloodhound Gang,5
The Ballad Of Bonnie And Clyde,Georgie Fame,0
The Ballad Of Irving,Frank Gallop,3
The Ballad Of Jayne,L.A. Guns,3
The Ballad Of Jed Clampett,Flatt & Scruggs,4
The Ballad Of John And Yoko,The Beatles,0
The Ballad Of Mona Lisa,Panic! At The Disco,8
The Ballad Of Paladin,Duane Eddy,3
The Ballad Of The Green Berets,SSgt Barry Sadler,0
The Ballad Of Thunder Road,Robert Mitchum,6
The Barracuda,Alvin Cash & The Crawlers,5
The Basie Twist,Count Basie & His Orch.,9
The Battle Of Kookamonga,Homer And Jethro,1
The Battle Of New Orleans,Vaughn Monroe,8
The Battle Of New Orleans,Johnny Horton,0
The Beach Boys Medley,The Beach Boys,1
The Beat,The Rockin R's,5
The Beat Goes On,Sonny & Cher,0
The Beatles' Movie Medley,The Beatles,1
The Beginning Of Loneliness,Dionne Warwick,7
The Beginning Of My End,The Unifics,3
The Belle Of St. Mark,Sheila E.,3
The Bells,The Originals,1
The Bells,James Brown,6
The Bells Are Ringing,The Van Dykes,9
The Bertha Butt Boogie-Part 1,The Jimmy Castor Bunch,1
The Best,Tina Turner,1
The Best Day,George Strait,3
The Best Disco In Town,The Ritchie Family,1
"The Best Man I Can Be,Ginuwine, R.L., Tyrese", Case,7
The Best Man In The World,Ann Wilson,6
The Best Of Everything,Johnny Mathis,6
The Best Of Me,David Foster And Olivia Newton-John,7
The Best Of Times,Styx,0
The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,0
The Big Bang,Katy Tiz,9
The Big Bang,ROCKMAFIA,9
The Big Draft,The Four Preps,6
The Big Hurt,Del Shannon,9
The Big Hurt,Miss Toni Fisher,0
The Big Money,Rush,4
The Big Time Spender (Parts I & II),Cornbread & Biscuits,7
The Bigger Picture,Lil Baby,0
The Biggest Parakeets In Town,Jud Strunk,4
The Bilbao Song,Andy Williams,3
"The Biplane, Ever More",The Irish Rovers,9
The Bird,The Time,3
The Bird Man,The Highwaymen,6
The Bird On My Head,David Seville,7
The Bird's The Word,The Rivingtons,5
The Birds And The Bees,Jewel Akens,0
The Birth Of The Beat,Sandy Nelson,7
The Bitch Is Back,Elton John,0
The Black-Eyed Boys,Paper Lace,4
The Blacker The Berry,Kendrick Lamar,6
The Blind Man In The Bleachers,Kenny Starr,5
The Blizzard,Jim Reeves,6
The Blob,The Five Blobs,3
The Blower's Daughter,Matt McAndrew,3
The Blue Side,Crystal Gayle,8
"The Bluebird, The Buzzard & The Oriole",Bobby Day,5
The Blues,Tony Toni Tone,4
The Blues,Randy Newman & Paul Simon,5
The Body,Wale Featuring Jeremih,8
The Boll Weevil Song,Brook Benton,0
The Bomb! (These Sounds Fall Into My Mind),The Bucketheads,4
The Bones,Maren Morris,1
The Bonnie And Clyde Theme,Yo-Yo,7
The Boogaloo Party,The Flamingos,9
The Boomin' System,LL Cool J,4
The Border,America,3
The Borderlines,Jeffrey Osborne,3
The Boss,Rick Ross Featuring T-Pain,1
The Boss,Diana Ross,1
The Bounce,The Olympics,3
The Box,Roddy Ricch,0
The Boxer,Lee DeWyze,8
The Boxer,Simon & Garfunkel,0
The Boy From New York City,The Ad Libs,0
The Boy In The Bubble,Paul Simon,8
The Boy Is Mine,Glee Cast,7
The Boy Is Mine,Brandy & Monica,0
The Boy Next Door,The Secrets,1
The Boy With The Beatle Hair,The Swans,8
The Boys Are Back In Town,Thin Lizzy,1
The Boys Of Summer,The Ataris,1
The Boys Of Summer,Don Henley,0
The Boys of Fall,Kenny Chesney,1
The Boys' Night Out,Patti Page,4
The Breakdown (Part I),Rufus Thomas,3
The Breaks (Part 1),Kurtis Blow,8
The Breakup Song (They Don't Write 'Em),Greg Kihn Band,1
The Breath You Take,George Strait,6
The Bridge Of Love,Joe Dowell,4
The Brigade Of Broken Hearts,Paul Evans,8
The Brightest Smile In Town,Ray Charles and his Orchestra,9
The Burning Of Atlanta,Claude King,5
The Business,Yung Berg Featuring Casha,3
The Business,Tiesto,6
The Cajun Queen,Jimmy Dean,2
The Call,Backstreet Boys,5
The Call,Anne Murray,9
"The Candy Man,Sammy Davis", Jr. with The Mike Curb Congregation,0
The Captain Of Her Heart,Double,1
The Carpal Tunnel Of Love,Fall Out Boy,8
The Carroll County Accident,Porter Wagoner,9
The Cat,Jimmy Smith,6
The Cat In The Window (The Bird In The Sky),Petula Clark,2
The Cat Walk,The Village Soul Choir,5
The Catalyst,Linkin Park,2
The Caterpillar Crawl,The Strangers,4
The Cave,Mumford & Sons,2
The Celtic Soul Brothers,Dexys Midnight Runners,8
The Cha-Cha-Cha,Bobby Rydell,0
The Chain Of Love,Clay Walker,3
The Champ,Nelly,6
The Champion,Carrie Underwood Featuring Ludacris,4
The Chanukah Song,Adam Sandler,7
The Charanga,Merv Griffin,6
The Charleston,Ernie Fields,4
The Cheater,Bob Kuban And The In-Men,1
The Cheer Leader,Paul Petersen,7
The Chemicals Between Us,Bush,6
The Chick,Lee and Paul,9
The Child (Inside),Qkumba Zoo,6
The Children's Marching Song (Nick Nack Paddy Whack),Mitch Miller and his Sing Along With Mitch Chorus,1
The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra,1
The Chipmunk Song,The Chipmunks With David Seville,0
The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,3
The Chipmunk Song (Christmas Don't Be Late) (2007),Alvin And The Chipmunks,6
The Choice,The O'Jays,9
The Choice Is Yours,Black Sheep,5
The Chokin' Kind,Joe Simon,1
The Christmas Shoes,NewSong,4
The Christmas Song,Lauren Daigle,5
The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,1
The Christmas Song (Merry Christmas To You),Nat King Cole,1
The Cinnamon Cinder (It's A Very Nice Dance),The Pastel Six,2
The Circle Is Small (I Can See It In Your Eyes),Gordon Lightfoot,3
The Cisco Kid,War,0
The City Is Mine,Jay-Z Featuring BLACKstreet,5
The City Of New Orleans,Arlo Guthrie,1
The Clapping Song,Pia Zadora,3
The Clapping Song (Clap Pat Clap Slap),Shirley Ellis,0
The Class,Chubby Checker,3
The Climb,Miley Cyrus,0
The Climb,The Kingsmen,6
The Climb Back,J. Cole,5
The Clock,Baby Washington,9
The Closer I Get To You,Roberta Flack With Donny Hathaway,0
The Closer You Get,Alabama,3
The Clouds,The Spacemen,4
The Code,King Von Featuring Polo G,6
The Coldest Days Of My Life (Part 1),The Chi-lites,4
The Colour Of Love,Billy Ocean,1
The Colour Of My Love,Jefferson,6
The Comancheros,Claude King,7
The Comfort Zone,Vanessa Williams,6
The Composer,Diana Ross & The Supremes,2
The Continental Walk,Hank Ballard And The Midnighters,3
The Continental Walk,The Rollers,7
The Court Of The Crimson King - Part 1,King Crimson,7
The Court Room,Clarence Carter,6
The Cowboy And The Lady,John Denver,6
The Cowboy In Me,Tim McGraw,3
The Creep,The Lonely Island Featuring Nicki Minaj,8
The Crow & The Butterfly,Shinedown,9
The Crowd,Roy Orbison,2
The Crude Oil Blues,Jerry Reed,9
"The Cruel War,Peter", Paul & Mary,5
The Crusher,The Novas,8
The Crying Game,Brenda Lee,8
"The Cup Of Life (The Official Song Of The World Cup, France '98)",Ricky Martin,4
The Cure,Lady Gaga,3
The Curly Shuffle,Jump 'n The Saddle,1
The Cut Off,J. Cole Featuring kiLL edward,2
The Dance,Lauren Duski,9
The Dangling Conversation,Simon & Garfunkel,2
The Dark End Of The Street,James Carr,7
The Dartell Stomp,The Mustangs,9
The Dawn Of Correction,The Spokesmen,3
The Day I Died,The Playmates,8
The Day I Found Myself,The Honey Cone,2
The Day That Never Comes,Metallica,3
The Day That She Left Tulsa (In A Chevy),Wade Hayes,8
The Day The Rains Came,Raymond Lefevre and His Orchestra,2
The Day The Rains Came,Jane Morgan,2
The Day The World Went Away,Nine Inch Nails,1
The Days,Avicii,7
The Days Of Sand And Shovels,Bobby Vinton,3
The Dead Heart,Midnight Oil,5
The Dedication Song,Freddy Cannon,4
The Deeper The Love,Whitesnake,2
The Devil Came Up To Michigan,K.M.C. KRU,4
The Devil Is A Lie,Rick Ross Featuring JAY Z,8
The Devil Made Me Do It,Golden Earring,7
The Devil Went Down To Georgia,The Charlie Daniels Band,0
The Diary,Neil Sedaka,1
The Diary Of Jane,Breaking Benjamin,4
The Difference,Meek Mill Featuring Quavo,8
The Different Story (World Of Lust And Crime),Peter Schilling,6
The Dis-Advantages Of You,The Brass Ring featuring Phil Bodner,3
The Doctor,The Doobie Brothers,0
The Doctor,Mary Wells,6
The Dodo,Jumpin' Gene Simmons,8
The Dog,Rufus Thomas,8
The Dolphin's Cry,Live,7
The Doodle Song,Frankie Miller,7
The Door Is Open,Tommy Hunt,9
The Door Is Still Open To My Heart,Dean Martin,0
The Door To Paradise,Bobby Rydell,8
The Dream,Irene Cara,3
The Dream Is Still Alive,Wilson Phillips,1
The Dream Never Dies,Cooper Brothers,4
The Dreamer,Neil Sedaka,4
The Drinking Man's Diet,Allan Sherman,9
The Drum,Bobby Sherman,2
The Duck,Jackie Lee,1
"The Earth, The Sun, The Rain",Color Me Badd,2
The Edge Of Glory,Lady Gaga,0
The Edge Of Heaven,Wham!,0
The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,5
"The Electronic Magnetism (That's Heavy, Baby)",Solomon Burke,9
The Elvis Medley,Elvis Presley,7
The Emperor's New Clothes,Sinead O'Connor,5
The Enchanted Sea,The Exotic Sounds of Martin Denny,2
The Enchanted Sea,The Islanders,1
The End,Kings Of Leon,8
The End,Earl Grant,0
The End Is Not In Sight (the Cowboy Tune),Amazing Rhythm Aces,4
The End Of Our Road,Marvin Gaye,3
The End Of Our Road,Gladys Knight And The Pips,1
The End Of The Innocence,Don Henley,0
The End Of The World,Skeeter Davis,0
The Entertainer,Tony Clarke,3
The Entertainer,Billy Joel,3
The Entertainer,Marvin Hamlisch/The Sting,0
The Exodus Song (This Land Is Mine),Pat Boone,6
The Eyes Of A New York Woman,B.J. Thomas,2
The Family Of Man,Three Dog Night,1
The Fanatic,Felony,4
The Father Of Girls,Perry Como,9
The Fear,Lily Allen,7
The Feeling,Justin Bieber Featuring Halsey,3
The Feeling Is Gone,Bobby Bland,9
The Feeling Is Right,Clarence Carter,6
The Feels,TWICE,8
The Ferris Wheel,The Everly Brothers,7
The Fez,Steely Dan,5
The Fife Piper,The Dynatones,5
The Fighter,Gym Class Heroes Featuring Ryan Tedder,2
The Fighter,Keith Urban Featuring Carrie Underwood,3
The Fightin' Side Of Me,Merle Haggard And The Strangers,9
The Final Countdown,Europe,0
The Finer Things,Steve Winwood,0
The Finest,The S.O.S. Band,4
The First Cut Is The Deepest,Sheryl Crow,1
The First Cut Is The Deepest,Rod Stewart,2
The First Day Of Summer,Tony Carey,3
The First Night,Monica,0
The First Night Of The Full Moon,Jack Jones,5
The First Noel,Gabby Barrett,7
The First Thing Ev'ry Morning (And The Last Thing Ev'ry Night),Jimmy Dean,9
The First Time,Surface,0
The First Time Ever I Saw Your Face,Glee Cast,6
The First Time Ever I Saw Your Face,Roberta Flack,0
The Fish,Bobby Rydell,2
The Five Pennies,Dodie Stevens,8
The Fix,Nelly Featuring Jeremih,6
The Fixer,Pearl Jam,5
The Flame,Cheap Trick,0
The Float,Hank Ballard And The Midnighters,9
The Floor,Johnny Gill,5
The Fly,U2,6
The Fly,Chubby Checker,0
The Flyer,Saga,7
The Folk Singer,Tommy Roe,8
The Fonz Song,The Heyettes,9
The Fool And The Angel,Bobby Helms,7
The Fool On The Hill,Sergio Mendes & Brasil '66,0
The Football Card,Glenn Sutton,4
The Fountain Of Youth,The Four Lads,8
The Fox,Ylvis,0
The Free Electric Band,Albert Hammond,4
The Freeze,Tony And Joe,3
The French Song,Lucille Starr,5
The Freshmen,The Verve Pipe,0
The Funky Gibbon,The Goodies,7
The Funky Judge,Bull & The Matadors,3
The Funniest Thing,Dennis Yost And The Classics IV,5
"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,1
The Gambler,Kenny Rogers,1
The Game Is Over (What's The Matter With You),Brown Sugar,7
The Game Of Love,Santana Featuring Michelle Branch,0
The Games We Play,Pusha T,9
The Gangs Back Again,Kool & The Gang,8
The Gap,Thompson Twins,6
The Ghetto,Too $hort,4
The Ghetto-Part 1,Donny Hathaway,8
The Ghost In You,Psychedelic Furs,5
The Ghost Of You,My Chemical Romance,8
The Gigolo,O'Bryan,5
The Girl From Ipanema,Stan Getz/Astrud Gilberto,0
The Girl From Peyton Place,Dickey Lee,7
The Girl I Knew Somewhere,The Monkees,3
The Girl I Used To Know,Brother Beyond,2
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,5
The Girl Is Mine,Michael Jackson And Paul McCartney,0
The Girl Most Likely,Jeannie C. Riley,5
The Girl On Page 44,The Four Lads,5
The Girl That Stood Beside Me,Bobby Darin,6
The Girl Who Loved Me When,The Glass Bottle featuring Gary Criss,8
The Girl With The Story In Her Eyes,Safaris with The Phantom's Band,8
The Girl's A Devil,The Dukays,6
The Girls' Song,The 5th Dimension,4
The Git Up,Blanco Brown,1
The Glamorous Life,Sheila E.,0
The Globe,Big Audio,7
The Glory Of Love,The Dells,9
The Golden Age Of Rock 'n' Roll,Mott The Hoople,9
The Good Life,Tony Bennett,1
The Good Lord Loves You,Neil Diamond,6
The Good Ones,Gabby Barrett,1
The Good Stuff,Kenny Chesney,2
"The Good, The Bad And The Ugly,Hugo Montenegro", His Orchestra And Chorus,0
The Goonies `R' Good Enough,Cyndi Lauper,0
The Graduation Song... Pomp And Circumstance,Adrian Kimberly,3
The Grand Tour,Aaron Neville,8
The Grass Is Greener,Brenda Lee,1
The Great Airplane Strike,Paul Revere & The Raiders Featuring Mark Lindsay,1
The Great Beyond,R.E.M.,5
The Great Commandment,Camouflage,5
The Great Escape,Boys Like Girls,2
The Greatest,Rod Wave,7
The Greatest,Sia Featuring Kendrick Lamar,1
The Greatest Gift Of All,Kenny Rogers & Dolly Parton,8
The Greatest Hurt,Jackie Wilson,3
The Greatest Love,Dorsey Burnette,6
The Greatest Love Of All,George Benson,2
The Greatest Romance Ever Sold,Prince,6
