song,artist,class
Knock Three Times,Dawn,0
Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,0
Knock! Knock! (Who's There?),The Orlons,6
Knock-N-Boots,Wreckx-N-Effect,7
Knocked Off,YoungBoy Never Broke Again,5
Knocked Out,Paula Abdul,4
Knockin' Boots,Luke Bryan,3
Knockin' Boots,Candyman,0
Knockin' Da Boots,H-Town,0
Knockin' On Heaven's Door,Bob Dylan,1
Knocking At Your Back Door,Deep Purple,6
Knockout,Lil Wayne Featuring Nicki Minaj,4
Knocks Me Off My Feet,Donell Jones,4
Know My Rights,6LACK Featuring Lil Baby,7
"Know No Better,Major Lazer Featuring Travis Scott", Camila Cabello & Quavo,8
Know What You Mean,Sister 7,7
Know Your Enemy,Green Day,2
Know Your Worth,Khalid x Disclosure,5
Know Yourself,Drake,5
"Knowing Me, Knowing You",ABBA,1
Knowing You,Kenny Chesney,5
Knuck If You Buck,Crime Mob Featuring Lil Scrappy,7
Knucklehead,Bar-Kays,7
Ko-Ko Joe,Jerry Reed,5
Kodachrome,Paul Simon,0
Kokomo,The Flamingos,9
Kommotion,Duane Eddy,7
Kong,Dickie Goodman,4
Kooda,6ix9ine,4
Kookie Little Paradise,The Tree Swingers,7
"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,0
Kool And The Gang,Kool & The Gang,5
Kozmic Blues,Janis Joplin,4
Krazy,Pitbull Featuring Lil Jon,2
Krazy,Blackgirl,9
Kream,Iggy Azalea Feauring Tyga,9
"Krippy Kush,Farruko, Nicki Minaj, Bad Bunny", 21 Savage & Rvssian,7
Kryptonite,3 Doors Down,0
Kryptonite (I'm On It),Purple Ribbon All-Stars,3
Kufanya Mapenzi (Making Love),Ramsey Lewis,9
Kum Ba Yah,Tommy Leonetti,5
Kung Fu,Curtis Mayfield,3
Kung Fu Fighting,Carl Douglas,0
Kush,Dr. Dre Featuring Snoop Dogg & Akon,3
Kyoto,Skrillex Featuring Sirah,7
Kyrie,Mr. Mister,0
L$D,A$AP Rocky,6
L-L-Lies,Diana King,7
L-O-N-E-L-Y,Bobby Vinton,2
L-O-V-E,Nat King Cole,8
L-O-V-E (Love),Al Green,1
L. David Sloane,Michele Lee,5
L.A. Goodbye,The Ides Of March,7
L.A. International Airport,Susan Raye,5
L.A. Song,Beth Hart,8
L.A. Woman,Billy Idol,5
L.A.LOVE (la la),Fergie,2
L.O.V.E.,Ashlee Simpson,2
L.a. Freeway,Jerry Jeff Walker,9
L.a. Sunshine,War,4
LET's PRETEND WE'rE MARRIED,Prince,5
LIFTED,CL,9
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,5
LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,5
La - La - Means I Love You,The Delfonics,0
La Bamba,Los Lobos,0
La Bamba,Ritchie Valens,2
La Bamba - Part I,Trini Lopez,8
La Bicicleta,Carlos Vives & Shakira,9
La Bomba,Azul Azul,6
La Bomba,The Tokens,8
La Camisa Negra,Juanes,8
La Cancion,J Balvin & Bad Bunny,8
La Dificil,Bad Bunny,3
La Dolce Vita (The Sweet Life),Ray Ellis And His Orchestra,8
La Droga,Bad Bunny,9
La Familia,Frost,7
La Grange,ZZ Top,4
La Isla Bonita,Glee Cast Featuring Ricky Martin,9
La Isla Bonita,Madonna,0
La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,9
La La,Ashlee Simpson,8
La La La,LMFAO,5
La La La,Auburn Featuring Iyaz,5
La La La,Naughty Boy Featuring Sam Smith,1
La La La,Gerry And The Pacemakers,8
La La La (If I Had You),Bobby Sherman,0
La La La La La,The Blendells,6
La La Land,Demi Lovato,5
La La Land,Bryce Vine Featuring YG,7
La La Love,Bobby Ross Avila,8
La La Means I Love You,Tierra,7
La La Peace Song,O.C. Smith,6
La La Peace Song,Al Wilson,2
La Modelo,Ozuna x Cardi B,5
La Montana (If She Should Come To You),Frank DeVol And His Rainbow Strings,7
La Montana (If She Should Come To You),Roger Williams,9
La Noche de Anoche,Bad Bunny & Rosalia,5
La Pachanga,Audrey Arno And The Hazy Osterwald Sextet,8
La Paloma,Billy Vaughn And His Orchestra,2
La Paloma Twist,Chubby Checker,7
La Plume De Ma Tante,Hugo & Luigi,8
La Raza,Kid Frost,4
La Santa,Bad Bunny X Daddy Yankee,5
La Tortura,Shakira Feat. Alejandro Sanz,2
La Toxica,Farruko,9
La-Di-Da,Sad Cafe,7
La-Do-Dada,Dale Hawkins,3
Labios Compartidos,Mana,8
Ladies Love Country Boys,Trace Adkins,6
Ladies Night,Kool & The Gang,0
Lady,Brett Young,5
Lady,Lenny Kravitz,2
Lady,Mista,8
Lady,D'Angelo,0
Lady,Kenny Rogers,0
Lady,Little River Band,0
Lady,The Whispers,2
Lady,Styx,0
Lady,Jack Jones,3
Lady (Hear Me Tonight),Modjo,8
Lady (You Bring Me Up),Commodores,0
Lady (put The Light On Me),Brownsville Station,4
Lady Bird,Nancy Sinatra & Lee Hazlewood,1
Lady Blue,Leon Russell,1
Lady Bump,Penny Mclean,4
Lady Down On Love,Alabama,7
Lady Eleanor,Lindisfarne,8
Lady Friend,The Byrds,8
Lady Godiva,Peter And Gordon,0
Lady Is A Tramp,Glee Cast,8
Lady Jane,The Rolling Stones,2
Lady Love,Lou Rawls,2
Lady Love,The Klowns,9
Lady Love Me (One More Time),George Benson,2
Lady Luck,Lloyd Price and His Orchestra,1
Lady Madonna,Fats Domino,9
Lady Madonna,The Beatles,0
"Lady Marmalade,Christina Aguilera, Lil' Kim", Mya & P!nk,0
Lady Marmalade,Labelle,0
Lady Soul,The Temptations,4
Lady Willpower,Gary Puckett And The Union Gap,0
Lady Writer,Dire Straits,4
"Lady, Lady, Lady",Joe Bean Esposito,8
Lady-O,The Turtles,7
Laffy Taffy,D4L,0
Laid,James,6
Laid Back Love,Major Harris,9
Lalala,Y2K & bbno$,5
Lalena,Donovan,3
Lalisa,Lisa,8
Lambada,Kaoma,4
Lamborghini Angels,Lupe Fiasco,9
Lamplight,David Essex,7
Land Of 1000 Dances,Wilson Pickett,0
Land Of 1000 Dances,Chris Kenner,7
Land Of 1000 Dances,The Electric Indian,9
Land Of 1000 Dances,Cannibal And The Headhunters,2
Land Of A Thousand Dances,The J. Geils Band,5
Land Of A Thousand Dances (Part I),Thee Midniters,6
Land Of Confusion,Genesis,0
Land Of La La,Stevie Wonder,8
Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra,8
Landed,Drake,3
Landed,Ben Folds,7
Landlord,Gladys Knight And The Pips,4
Landslide,Glee Cast Featuring Gwyneth Paltrow,2
Landslide,Dixie Chicks,0
Landslide,Fleetwood Mac,5
Landslide,Olivia Newton-John,5
Language Of Love,John D. Loudermilk,3
Lapland,The Baltimore And Ohio Marching Band,9
Laredo,Chris Cagle,5
Larger Than Life,Backstreet Boys,2
Lark On My Go-Kart,Asher Roth,9
Last Call,Lee Ann Womack,7
Last Chance,Ginuwine,6
Last Chance,Collay & the Satellites,8
Last Chance To Turn Around,Gene Pitney,1
Last Child,Aerosmith,2
Last Christmas,Wham!,0
Last Christmas,Ariana Grande,9
Last Christmas,Glee Cast,6
Last Dance,Donna Summer,0
Last Date,Lawrence Welk And His Orchestra,2
Last Date,Floyd Cramer,0
Last Day Of My Life,Phil Vassar,4
Last Dayz,Onyx,8
Last Dollar (Fly Away),Tim McGraw,1
Last Friday Night,Glee Cast,7
Last Friday Night (T.G.I.F.),Katy Perry,0
Last Hurrah,Bebe Rexha,9
Last Kiss,Taylor Swift,7
Last Kiss,Pearl Jam,0
Last Kiss,Wednesday,3
Last Kiss,J. Frank Wilson and The Cavaliers,0
Last Memory,TakeOff,5
Last Minute Miracle,The Shirelles,9
Last Name,Carrie Underwood,1
Last Night,Diddy Featuring Keyshia Cole,0
Last Night,Mar-Keys,0
Last Night On Earth,U2,5
Last Night's Letter,K-Ci & JoJo,4
Last Of A Dying Breed,Ludacris Co-Starring Lil Wayne,6
Last Of The Singing Cowboys,The Marshall Tucker Band,4
"Last One Standing,Skylar Grey, Polo G", Mozzy & Eminem,7
Last One Standing,Emerson Drive,8
Last Resort,Papa Roach,5
Last Shot,Kip Moore,5
Last Song,Edward Bear,0
Last Tango In Paris,Herb Alpert & The Tijuana Brass,7
Last Time,Trey Songz,6
Last Time I Saw Him,Diana Ross,1
Last Time I Say Sorry,Kane Brown & John Legend,8
Last Time That I Checc'd,Nipsey Hussle Featuring YG,7
Last Train Home,Lostprophets,7
Last Train To Clarksville,The Monkees,0
Last Train To London,Electric Light Orchestra,3
Latch,Disclosure Featuring Sam Smith,0
Late At Night,Roddy Ricch,1
Late At Night,England Dan Seals,5
Late Date,The Parkays,8
Late In The Evening,Paul Simon,0
Lately,Tyrese,5
Lately,Divine,0
Lately,Jodeci,0
Lately,Stevie Wonder,6
Later On,The Swon Brothers,8
Latin Active,Lighter Shade Of Brown Featuring Teardrop & Shiro,5
Laudy Miss Claudy,The Buckinghams,4
Laugh,The Velvets featuring Virgil Johnson,8
Laugh At Me,Sonny,0
Laugh Now Cry Later,Drake Featuring Lil Durk,0
"Laugh, Laugh",The Beau Brummels,1
Laughed Until We Cried,Jason Aldean,6
Laughin And Clownin,Ray Charles,9
Laughing,The Guess Who,0
Laughing Boy,Mary Wells,1
Laughter In The Rain,Neil Sedaka,0
Laundromat,Nivea,5
Laura (Tell Me What He's Got That I Ain't Got),Brook Benton,7
"Laura, What's He Got That I Ain't Got",Frankie Laine,6
Laurie (Strange Things Happen),Dickey Lee,1
Lavender-Blue,Sammy Turner,0
Law,Yo Gotti Featuring E-40,7
Lawdy Miss Clawdy,Gary Stites,4
Lawyers In Love,Jackson Browne,1
Lay A Little Lovin' On Me,Robin McNamara,1
Lay All Your Love On Me,Information Society,8
Lay Down (Candles In The Rain),Melanie with The Edwin Hawkins Singers,0
Lay Down Sally,Eric Clapton,0
Lay Down Your Arms,The Graces,5
Lay It All On Me,Rudimental Featuring Ed Sheeran,4
Lay It Down,Lloyd,6
Lay It Down,Ratt,3
Lay It On The Line,Triumph,8
Lay Lady Lay,Bob Dylan,0
Lay Lady Lay,Ferrante & Teicher,9
Lay Lady Lay,The Isley Brothers,7
"Lay Low,Snoop Dogg Featuring Master P, Nate Dogg", Butch Cassidy & Tha Eastsidaz,4
Lay Me Down,Sam Smith,0
Lay Me Down,The Dirty Heads Featuring Rome,9
Lay Some Happiness On Me,Dean Martin,5
Lay Your Hands On Me,Thompson Twins,0
Lay Your Hands On Me,Bon Jovi,0
Lay-Away,The Isley Brothers,5
Layin' It On The Line,Jefferson Starship,6
Layla,Eric Clapton,1
Layla,Derek & The Dominos,0
Lazarus,David Bowie,3
Lazy Day,Spanky And Our Gang,1
Lazy Elsie Molly,Chubby Checker,3
Lazy Eyes,T.M.G.,9
Lazy Lady,Fats Domino,8
Lazy River,Bobby Darin,1
Lazy Summer Night,The Four Preps,2
Le Bel Age (The Best Years),Pat Benatar,5
Le Freak,Chic,0
Le Jazz Hot,Glee Cast,9
Le Spank,Le Pamplemousse,5
Lead A Double Life,Loverboy,6
Lead Me On,Amy Grant,9
Lead Me On,Maxine Nightingale,0
Leader Of The Band,Dan Fogelberg,0
Leader Of The Laundromat,The Detergents,1
Leader Of The Pack,Twisted Sister,5
Leader Of The Pack,The Shangri-Las,0
Leaders,Lil Uzi Vert Featuring NAV,7
Lean & Dabb,iLoveMemphis,9
Lean Back,Terror Squad,0
Lean Jean,Bill Haley And His Comets,6
Lean Like A Cholo,Down A.K.A. Kilo,3
Lean On,Major Lazer & DJ Snake Featuring MO,0
"Lean On Me,Sheryl Crow", Kid Rock & Keith Urban,4
Lean On Me,Glee Cast,4
"Lean On Me,Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly", Crystal Lewis & The Family,7
Lean On Me,Club Nouveau,0
Lean On Me,Bill Withers,0
"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,0
Lean Wit Me,Juice WRLD,6
Leaning On The Lamp Post,Herman's Hermits,0
Learn To Fly,Foo Fighters,1
Learn To Let Go,Kesha,9
Learning How To Bend,Gary Allan,9
Learning To Fly,Pink Floyd,6
Learning To Fly,Tom Petty And The Heartbreakers,2
Leather And Lace,Stevie Nicks With Don Henley,0
Leave (Get Out),JoJo,1
Leave A Light On,Belinda Carlisle,1
Leave A Tender Moment Alone,Billy Joel,2
Leave Before You Love Me,Marshmello X Jonas Brothers,1
"Leave Em Alone,Layton Greene, Lil Baby", City Girls & PnB Rock,5
Leave It,Yes,2
Leave It All To Me (iCarly Theme Song),Miranda Cosgrove Featuring Drake Bell,9
Leave Me Alone,Flipp Dinero,1
Leave Me Alone,NF,8
Leave Me Alone,Baby Washington,6
Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,4
Leave Me Alone (ruby Red Dress),Helen Reddy,0
Leave My Kitten Alone,Little Willie John,5
Leave My Kitten Alone,Johnny Preston,7
Leave Out All The Rest,Linkin Park,9
Leave Right Now,Will Young,8
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),0
Leave The Night On,Sam Hunt,2
Leave The Pieces,The Wreckers,3
Leave Virginia Alone,Rod Stewart,5
Leave You Alone,Young Jeezy Featuring Ne-Yo,5
Leave Your Lover,Sam Smith,9
Leavin',Jesse McCartney,0
Leavin',Tony Toni Tone,8
Leavin',The Tony Rich Project,8
Leavin' On Your Mind,Patsy Cline,8
Leaving Heaven,Eminem Featuring Skylar Grey,6
Leaving Here,Eddie Holland,7
Leaving L.A.,Deliverance,7
Leaving Las Vegas,Sheryl Crow,5
Leaving Me,The Independents,2
"Leaving On A Jet Plane,Peter", Paul & Mary,0
Leflaur Leflah Eshkushka,Heltah Skeltah And O.G.C. As The Fab 5,7
Left & Right,D'Angelo Featuring Method Man And Redman,6
Left Hand Free,alt-J,9
Left In The Dark,Barbra Streisand,4
Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,1
Left To My Own Devices,Pet Shop Boys,8
"Left, Right, Left",Drama,7
Leftovers,Millie Jackson,8
Legacy,Offset Featuring Travis Scott & 21 Savage,4
Legal Tender,The B-52s,8
Legend,Drake,5
Legend In Your Own Time,Carly Simon,4
Legend Of A Cowgirl,Imani Coppola,3
Legends,Kelsea Ballerini,6
Legends,Juice WRLD,2
Lego House,Ed Sheeran,4
Legs,ZZ Top,0
Leila,ZZ Top,7
Lemme See,Usher Featuring Rick Ross,4
Lemon,N*E*R*D & Rihanna,3
Lemon Pepper Freestyle,Drake Featuring Rick Ross,0
Lemon Tree,Trini Lopez,1
"Lemon Tree,Peter", Paul & Mary,3
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0
Lemonade,Gucci Mane,5
"Lemonhead,Tyler", The Creator Featuring 42 Dugg,4
Leona,Wet Willie,6
Leopard-Skin Pill-Box Hat,Bob Dylan,8
Leroy,Jack Scott,5
Les Bicyclettes De Belsize,Engelbert Humperdinck,3
Lesson In Leavin',Jo Dee Messina,2
Lessons In Love,Kaskade Featuring Neon Trees,9
Lessons In Love,Level 42,1
Lessons Learned,Tracy Lawrence,3
Let 'em In,Wings,0
Let A Man Come In And Do The Popcorn (Part One),James Brown,2
Let A Man Come In And Do The Popcorn (Part Two),James Brown,3
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,3
Let Go,Sharon Bryant,3
Let Her Cry,Hootie & The Blowfish,0
Let Her Go,Passenger,0
Let Her In,John Travolta,0
Let Him Go,Animotion,3
Let It All Blow,Dazz Band,8
Let It All Work Out,Lil Wayne,7
Let It Be,Terry McDermott,6
Let It Be,Jennifer Hudson Featuring The Roots,9
Let It Be,Kris Allen,6
Let It Be,Tessanne Chin & Adam Levine,7
Let It Be,Joan Baez,4
Let It Be,The Beatles,0
Let It Be Me,Willie Nelson,3
Let It Be Me,Betty Everett & Jerry Butler,0
Let It Be Me,Glen Campbell & Bobbie Gentry,3
Let It Be Me,The Sweet Inspirations,9
Let It Be Me,The Everly Brothers,0
Let It Fly,Lil Wayne Featuring Travis Scott,0
Let It Go,Tim McGraw,4
Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,5
Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,0
Let It Go,Demi Lovato,3
Let It Go,James Bay,1
Let It Go,Idina Menzel,0
Let It Go,Wiz Khalifa Featuring Akon,8
Let It Go,Summer Walker,8
"Let It Go, Let It Flow",Dave Mason,4
Let It Out (Let It All Hang Out),The Hombres,1
Let It Rain,David Nail Featuring Sarah Buxton,5
Let It Rain,Eric Clapton,4
Let It Ride,Bachman-Turner Overdrive,2
Let It Rock,Kevin Rudolf Featuring Lil Wayne,0
Let It Rock,Chuck Berry,6
Let It Shine,Santana,7
Let It Shine/He Ain't Heavy...He's My Brother,Olivia Newton-John,2
Let It Sing,Kevin Gates,8
Let It Snow,Boyz II Men Featuring Brian McKnight,3
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,0
Let It Whip,Dazz Band,0
Let Love Come Between Us,James & Bobby Purify,2
Let Love Rule,Lenny Kravitz,8
Let Me,Zayn,7
Let Me,Pat Green,8
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,1
Let Me Back In,Tyrone Davis,5
Let Me Be,Korona,4
Let Me Be,The Turtles,2
Let Me Be Good To You,Carla Thomas,6
Let Me Be Lonely,Dionne Warwick,7
Let Me Be The Clock,Smokey Robinson,3
Let Me Be The Man My Daddy Was,The Chi-lites,9
Let Me Be The One,Blessid Union Of Souls,2
Let Me Be The One,Five Star,5
Let Me Be The One,Expose,0
Let Me Be The One,Peaches & Herb,7
Let Me Be The One,The Paris Sisters,8
Let Me Be There,Olivia Newton-John,0
Let Me Be Your Angel,Stacy Lattisaw,2
Let Me Be Your Lovemaker,Betty Wright,5
Let Me Be Your Lover,The U-Krew,6
Let Me Belong To You,Brian Hyland,1
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,0
Let Me Call You Sweetheart,Timi Yuro,6
Let Me Clear My Throat,DJ Kool,2
Let Me Down Easy,Billy Currington,4
Let Me Down Easy,Roger Daltrey,8
Let Me Down Easy,American Flyer,7
Let Me Down Easy,Cornelius Brothers & Sister Rose,9
Let Me Down Slowly,Alec Benjamin + Alessia Cara,7
Let Me Entertain You,Ray Anthony,9
Let Me Get To Know You,Paul Anka,7
Let Me Go,Avril Lavigne Featuring Chad Kroeger,7
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,3
Let Me Go,3 Doors Down,1
Let Me Go,The Rings,7
Let Me Go,Ray Parker Jr.,3
Let Me Go,Heaven 17,7
Let Me Go The Right Way,The Supremes,8
Let Me Go To Him,Dionne Warwick,3
"Let Me Go, Love",Nicolette Larson & Michael McDonald,3
Let Me Hold You,Bow Wow Featuring Omarion,0
Let Me In,Young Buck,3
Let Me In,Eddie Money,5
Let Me In,The Osmonds,3
Let Me In,Derringer,8
Let Me In,The Sensations,0
Let Me Know,Cam'ron,9
Let Me Know (I Have A Right),Gloria Gaynor,4
Let Me Know (I Wonder Why Freestyle),Juice WRLD,7
Let Me Let Go,Faith Hill,3
Let Me Love You,DJ Snake Featuring Justin Bieber,0
Let Me Love You,Ariana Grande Featuring Lil Wayne,9
Let Me Love You,Mario,0
Let Me Love You,Ray Charles,9
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0
Let Me Love You (Until You Learn To Love Yourself),Glee Cast,9
Let Me Love You Once,Greg Lake,4
Let Me Love You Tonight,Pure Prairie League,0
Let Me Make Love To You,The O'Jays,7
"Let Me Party With You (Part 1) (Party, Party, Party)",Bunny Sigler,4
Let Me Return The Favor,Andrea Martin,8
Let Me Ride,Dr. Dre,3
Let Me Roll,Scarface,8
Let Me See Ya Girl,Cole Swindell,5
Let Me Serenade You,Three Dog Night,1
Let Me Sleep Alone,Cugini,8
Let Me Start Tonite,Lamont Dozier,8
"Let Me Talk,Earth", Wind & Fire,4
"Let Me Tell You, Babe",Nat King Cole,8
Let Me Tickle Your Fancy,Jermaine Jackson,1
Let Me Try Again (Laisse Moi Le Temps),Frank Sinatra,6
Let My Love Open The Door,Pete Townshend,0
Let Somebody Go,Coldplay X Selena Gomez,9
Let The Beat Hit 'Em,Lisa Lisa And Cult Jam,3
Let The Day Begin,The Call,5
Let The Feeling Flow,Peabo Bryson,4
Let The Four Winds Blow,Fats Domino,1
Let The Good Times Roll,Roy Orbison,8
Let The Good Times Roll,Shirley & Lee,4
Let The Good Times Roll,Ray Charles,7
Let The Good Times Roll & Feel So Good,Bunny Sigler,2
Let The Heartaches Begin,Long John Baldry,8
Let The Little Girl Dance,Billy Bland,0
Let The Music Heal Your Soul,BRAVO All Stars,5
Let The Music Play,Shannon,0
Let The Music Play,Barry White,3
Let The Music Take Your Mind,Kool & The Gang,7
Let The Song Last Forever,Dan Hill,9
Let Them Be Little,Billy Dean,6
Let Them Talk,Little Willie John,9
Let There Be Cowgirls,Chris Cagle,9
Let There Be Drums,Sandy Nelson,0
Let There Be Music,Orleans,5
Let This Be A Lesson To You,The Independents,8
Let This Be A Letter (To My Baby),Jackie Wilson,9
Let True Love Begin,Nat King Cole,7
Let U Go,Ashley Parker Angel,1
Let Us Love,Bill Withers,4
Let You Down,NF,1
Let Your Hair Down,The Temptations,2
Let Your Love Flow,Bellamy Brothers,0
Let Your Love Go,Bread,2
Let Your Soul Be Your Pilot,Sting,8
Let Your Yeah Be Yeah,Brownsville Station,5
Let Yourself Go,James Brown And The Famous Flames,4
Let Yourself Go,The Friends Of Distinction,6
Let Yourself Go,Elvis Presley With The Jordanaires,7
Let's All Chant,The Michael Zager Band,3
Let's Be Lovers Again,Eddie Money (with Valerie Carter),6
Let's Be Us Again,Lonestar,3
Let's Be Young Tonight,Jermaine Jackson,5
Let's Call It A Day Girl,The Razor's Edge,7
Let's Call It A Day Girl,Bobby Vee,9
Let's Chill,Guy,4
Let's Clean Up The Ghetto,Philadelphia International All Stars,9
Let's Dance,David Bowie,0
Let's Dance,Chris Rea,8
Let's Dance,Ola & The Janglers,9
Let's Dance,Chris Montez,0
Let's Dance (Make Your Body Move),West Street Mob,8
Let's Do It Again,The Staple Singers,0
Let's Do Something Cheap And Superficial,Burt Reynolds,8
Let's Do The Freddie,Chubby Checker,3
Let's Fall In Love,Peaches & Herb,2
Let's Forget About It,Lisa Loeb,7
Let's Get Away,T.I.,3
Let's Get Blown,Snoop Dogg,5
Let's Get Crazy,Hannah Montana,5
Let's Get Crazy Tonight,Rupert Holmes,7
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,9
Let's Get Down,Bow Wow Featuring Baby,1
"Let's Get It,Three The... G. Dep", P. Diddy & Black Rob,7
Let's Get It On,Shabba Ranks,8
Let's Get It On,Marvin Gaye,0
Let's Get It Started,The Black Eyed Peas,2
Let's Get It Up,AC/DC,4
Let's Get Married,Jagged Edge,1
Let's Get Married,Al Green,3
Let's Get Rocked,Def Leppard,1
Let's Get Serious,Jermaine Jackson,0
Let's Get The Mood Right,Johnny Gill,5
Let's Get Together,We Five,3
Let's Get Together,Hayley Mills and Hayley Mills,0
Let's Give Adam And Eve Another Chance,Gary Puckett And The Union Gap,4
Let's Go,Calvin Harris Featuring Ne-Yo,1
Let's Go,Trick Daddy Featuring Lil Jon & Twista,0
Let's Go,The Cars,1
Let's Go,Floyd Cramer,8
Let's Go 'round Again,Average White Band,5
Let's Go (pony),The Routers,1
Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters,3
Let's Go All The Way,Sly Fox,0
Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,2
Let's Go Crazy,Prince And The Revolution,0
"Let's Go Dancin' (ooh La, La, La)",Kool & The Gang,2
Let's Go Get Stoned,Ray Charles,3
Let's Go Out Tonight,Nile Rodgers,8
Let's Go Steady Again,Sam Cooke,9
Let's Go Steady Again,Neil Sedaka,2
Let's Go Steady For The Summer,The Three G's,5
Let's Go Trippin',Dick Dale and The Del-Tones,5
Let's Go Up,Diana Ross,7
Let's Go!,Wang Chung,0
"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,0
"Let's Groove,Earth", Wind & Fire,0
Let's Hang On,Barry Manilow,3
Let's Hang On!,The 4 Seasons Featuring the Sound of Frankie Valli,0
Let's Have A Party,The Rivieras,9
Let's Have A Party,Wanda Jackson,3
