song,artist,class
Suddenly,Olivia Newton-John & Cliff Richard,1
Suddenly,Billy Ocean,0
Suddenly,Nickey DeMatteo,8
Suddenly I See,KT Tunstall,2
Suddenly I'm All Alone,Walter Jackson,9
Suddenly Last Summer,The Motels,0
Suddenly You Love Me,The Tremeloes,4
Suds In The Bucket,Sara Evans,3
Sue's Gotta Be Mine,Del Shannon,7
Suffocate,J. Holiday,1
Suga Suga,Baby Bash Featuring Frankie J,0
Sugar,Flo Rida Featuring Wynter,0
Sugar,Robin Schulz Featuring Francesco Yates,4
Sugar,Maroon 5,0
"Sugar (Gimme Some),Trick Daddy Featuring Ludacris", Lil' Kim & Cee-Lo,1
Sugar And Spice,The Searchers,4
Sugar And Spice,The Cryan' Shames,4
Sugar Babe,Buster Brown,9
Sugar Baby Love,The Rubettes,3
Sugar Bee,Cleveland Crochet and Band,7
Sugar Blues,Ace Cannon,9
Sugar Cane,Spacemonkeyz,5
Sugar Daddy,Thompson Twins,2
Sugar Daddy,Jackson 5,0
Sugar Don't Bite,Sam Harris,3
Sugar Dumpling,Sam Cooke,3
Sugar Free,Wa Wa Nee,3
Sugar Hill,AZ,2
Sugar Honey Ice Tea,Goodfellaz,6
Sugar Lips,Al (He's the King) Hirt,2
Sugar Magnolia,Grateful Dead,9
Sugar On Sunday,The Clique,2
Sugar Pie Guy Pt. 1,The Joneses,4
Sugar Plum,Ike Clanton,9
Sugar Shack,Jimmy Gilmer And The Fireballs,0
"Sugar Sugar/Cole, Cooke & Redding",Wilson Pickett,2
Sugar Town,Nancy Sinatra,0
Sugar Walls,Sheena Easton,0
Sugar Wraith,Post Malone,5
"Sugar, Sugar",The Archies,0
"Sugar, We're Goin' Down",Fall Out Boy,0
Sugaree,Jerry Garcia,9
Sugaree,Rusty York,7
Sugarhigh,Jade Anderson,9
Suge,DaBaby,0
Suicidal,YNW Melly & Juice WRLD,1
Suicide Blonde,INXS,0
Suit & Tie,Justin Timberlake Featuring JAY Z,0
"Suite: Judy Blue Eyes,Crosby", Stills & Nash,2
Suite: Man And Woman,Tony Cole,9
Sukiyaki,4PM,0
Sukiyaki,A Taste Of Honey,0
Sukiyaki,Kyu Sakamoto,0
Sultans Of Swing,Dire Straits,0
Sum 2 Prove,Lil Baby,1
Summer,The Carters,8
Summer,Calvin Harris,0
Summer,War,0
Summer '81 medley,The Cantina Band (featuring Lou Christie),8
Summer (The First Time),Bobby Goldsboro,2
Summer And Sandy,Lesley Gore,6
Summer Breeze,Seals & Crofts,0
Summer Breeze (Part 1),The Isley Brothers,5
Summer Bunnies,R. Kelly,5
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,9
Summer Dreams,The McGuire Sisters,5
Summer Games,Drake,2
Summer Girls,LFO,0
Summer In The City,The Lovin' Spoonful,0
Summer Love,Justin Timberlake,0
Summer Means Fun,Bruce & Terry,7
Summer Nights,Glee Cast,8
Summer Nights,Rascal Flatts,3
Summer Nights,Lil Rob,3
Summer Nights,Survivor,6
Summer Nights,John Travolta & Olivia Newton-John & Cast,0
Summer Nights,Marianne Faithfull,2
Summer Of '42,Biddu Orchestra,5
Summer Of '69,Bryan Adams,0
Summer Of Love,Shawn Mendes & Tainy,4
Summer Rain,Carl Thomas,7
Summer Rain,Belinda Carlisle,2
Summer Rain,Johnny Rivers,1
Summer Samba (So Nice),Walter Wanderley,2
Summer Sand,Dawn,3
Summer Set,Monty Kelly And His Orchestra,2
Summer Side Of Life,Gordon Lightfoot,9
Summer Sixteen,Drake,0
Summer Sounds,Robert Goulet,5
"Summer Souvenirs,Karl Hammel", Jr.,6
Summer Sun,Jamestown Massacre,8
Summer Vacation,The Party,7
Summer Wind,Frank Sinatra,2
Summer Wind,Wayne Newton,7
Summer Wine,Nancy Sinatra with Lee Hazlewood,4
Summer's Comin',Kirby St. Romain,4
Summer's Gone,Paul Anka,1
Summer's Love,Richard Barrett With The Chantels,9
Summergirls,Dino,4
Summertime,New Kids On The Block,3
Summertime,Kenny Chesney,3
Summertime,D.J. Jazzy Jeff & The Fresh Prince,0
Summertime,Chris Columbo Quintet,9
Summertime,Billy Stewart,0
Summertime,The Marcels,7
Summertime,Rick Nelson,8
Summertime Blues,Blue Cheer,1
Summertime Blues,The Who,2
Summertime Blues,Eddie Cochran,0
Summertime Girls,Y&T,5
Summertime Magic,Childish Gambino,4
Summertime Sadness,Lana Del Rey & Cedric Gervais,0
Summertime Summertime,Corina,8
"Summertime, Summertime",Nocera,8
"Summertime, Summertime",The Jamies,2
Sun Arise,Rolf Harris,6
Sun City,Artists United Against Apartheid,3
Sun Daze,Florida Georgia Line,4
"Sun Goddess,Ramsey Lewis And Earth", Wind & Fire,4
Sun Goes Down,Lil Nas X,6
Sun's Gonna Rise,Sass Jordan,8
Sun...Sun...Sun...Pt. I,Ja-Kki,9
Suncity,Khalid Featuring Empress Of,8
Sunday,The Moments,8
Sunday And Me,Jay & The Americans,1
Sunday Barbecue,Tennessee Ernie Ford,9
Sunday Best,Surfaces,1
Sunday For Tea,Peter And Gordon,3
Sunday Mornin',Spanky And Our Gang,2
Sunday Mornin',Oliver,3
Sunday Mornin' Comin' Down,Ray Stevens,8
"Sunday Morning,Earth", Wind & Fire,5
Sunday Morning,Maroon 5,3
Sunday Morning Coming Down,Johnny Cash,4
Sunday Morning Sunshine,Harry Chapin,7
Sunday Sun,Neil Diamond,6
Sunday Sunrise,Anne Murray,9
Sunday Will Never Be The Same,Spanky And Our Gang,0
Sundown,Gordon Lightfoot,0
Sunflower,Glen Campbell,3
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0
Sunglasses At Night,Corey Hart,0
Sunny,Neil Sedaka,8
Sunny,Bobby Hebb,0
Sunny Afternoon,The Kinks,1
Sunny And 75,Joe Nichols,3
Sunny Came Home,Shawn Colvin,0
Sunny Days,Lighthouse,3
Sunrise,Eric Carmen,3
"Sunrise, Sunburn, Sunset",Luke Bryan,3
"Sunrise, Sunset",Roger Williams,8
Sunset Grill,Don Henley,2
Sunset Strip,Ray Stevens,8
Sunshine,Lil' Flip Featuring Lea,0
Sunshine,Jay-Z Featuring Babyface And Foxy Brown,9
Sunshine,Coko,6
Sunshine,Enchantment,4
Sunshine,Dino,2
Sunshine,The Archies,5
Sunshine,Jonathan Edwards,0
Sunshine,Mickey Newbury,8
Sunshine & Whiskey,Frankie Ballard,5
Sunshine And Summertime,Faith Hill,6
Sunshine Games,The Music Explosion,6
Sunshine Girl,The Parade,1
Sunshine In The Shade,The Fixx,6
Sunshine Of Your Love,Cream,0
Sunshine On My Shoulders,John Denver,0
Sunshine Part II,The O'Jays,4
Sunshine Roses,Gene Cotton,7
Sunshine Superman,Donovan,0
"Sunshine, Lollipops And Rainbows",Lesley Gore,1
Sup Mate,Young Thug Featuring Future,6
Supa Star,Group Home,8
Supalonely,BENEE Featuring Gus Dapperton,3
Supastars,Migos,5
Super Bad (Part 1 & Part 2),James Brown,1
Super Bass,Nicki Minaj,0
Super Fly Meets Shaft,John & Ernest,3
Super Freak (Part I),Rick James,1
Super High,Rick Ross Featuring Ne-Yo,9
Super Highway,Ballin' Jack,9
Super Trapper,Future,9
Super Trouper,ABBA,4
Super-cali-fragil-istic-expi-ali-docious,Julie Andrews-Dick Van Dyke,6
SuperThug (What What),Noreaga,3
Superfly,Curtis Mayfield,0
Superhero,Daze,8
Superheroes,The Script,7
Superman,Taylor Swift,2
Superman,Brown Boy,9
Superman,Eminem,1
Superman,Celi Bee & The Buzzy Bunch,4
Superman,Herbie Mann,2
Superman,The Ides Of March,6
"Superman,Dino", Desi & Billy,9
Superman,Donna Fargo,4
Superman (It's Not Easy),Five For Fighting,1
Superman's Song,Crash Test Dummies,5
Supermarket Flowers,Ed Sheeran,7
Supermodel (You Better Work),RuPaul,4
Supernatural,Wild Orchid,6
Supernatural Love,Donna Summer,7
Supernatural Superserious,R.E.M.,8
Supernatural Thing - Part I,Ben E. King,0
Supernature,Cerrone,6
Supernova,Liz Phair,7
Supersonic,J.J. Fad,2
Superstar,Lupe Fiasco Featuring Matthew Santos,0
Superstar,Taylor Swift,2
Superstar,Charm Farm,8
Superstar,Paul Davis,3
Superstar,Murray Head With The Trinidad Singers,1
Superstar (Remember How You Got Where You Are),The Temptations,1
Superstar/Bless The Beasts And Children,Carpenters,0
Superstar/Until You Come Back To Me,Luther Vandross,8
Superstition,Stevie Wonder,0
Superstitious,Europe,3
Superwoman,Alicia Keys,8
Superwoman,Karyn White,0
Superwoman (Where Were You When I Needed You),Stevie Wonder,3
Superwoman Pt. II,Lil' Mo Featuring Fabolous,1
Supplies,Justin Timberlake,7
Sure As I'm Sittin' Here,Three Dog Night,1
Sure Be Cool If You Did,Blake Shelton,2
Sure Feels Good,Elvin Bishop,8
Sure Gonna Miss Her,Gary Lewis And The Playboys,0
Sure Know Something,KISS,4
Sure Lookin',Donny Osmond,5
Sure Thing,Miguel,3
Surf,Mac Miller,9
Surf,Young Thug Featuring Gunna,6
Surf City,Jan & Dean,0
Surf Party,Chubby Checker,5
Surfer Girl,The Beach Boys,0
Surfer Joe,The Surfaris,6
Surfer Street,The Allisons,9
Surfer's Stomp,The Marketts,3
Surfin,The Beach Boys,7
Surfin' Bird,The Trashmen,0
Surfin' Hootenanny,Al Casey,4
Surfin' Safari,The Beach Boys,1
Surfin' U.S.A.,The Beach Boys,0
Surfin' USA,Leif Garrett,1
Surrender,Trixter,7
Surrender,Cheap Trick,6
Surrender,Diana Ross,3
Surrender,Elvis Presley With The Jordanaires,0
Survival,Drake,1
Survival,Eminem,1
Survival Of The Fittest,Mobb Deep,6
Survivalism,Nine Inch Nails,6
Survive,Jimmy Buffett,7
Survivor,Destiny's Child,0
Survivor,Cindy Bullens,5
Survivor / I Will Survive,Glee Cast,5
Susan,The Buckinghams,1
Susie Darlin',Robin Luke,0
Susie Darlin',Tommy Roe,3
Suspicion,Terry Stafford,0
Suspicions,Tim McGraw,8
Suspicions,Eddie Rabbitt,1
Suspicions,The Sidekicks,5
Suspicious Minds,Elvis Presley,0
Suspicious Minds,Dee Dee Warwick,7
Sussudio,Phil Collins,0
Suzanne,Journey,1
Suzanne,Noel Harrison,5
Suzi,Randy VanWarmer,5
Suzie Baby,Bobby Vee and The Shadows,7
Suzie Q. (Part One),Creedence Clearwater Revival,1
Swag Surfin',F.L.Y. (Fast Life Yungstaz),6
Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,0
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,2
Swamp Witch,Jim Stafford,3
Swang,Rae Sremmurd,2
Sway,Bobby Rydell,1
Swayin' To The Music (slow Dancin'),Johnny Rivers,0
Swear,Sheena Easton,7
Swear It Again,Westlife,1
Swearin' To God,Frankie Valli,0
Sweat,Bow Wow Featuring Lil Wayne,4
Sweat (A La La La La Long),Inner Circle,1
Sweater Weather,The Neighbourhood,1
Sweatshirt,Jacob Sartorius,8
"Sweet / I Thought You Wanted To Dance,Tyler", The Creator Featuring Brent Faiyaz & Fana Hues,5
Sweet And Innocent,Donny Osmond of The Osmonds,0
Sweet And Lovely,April Stevens & Nino Tempo,7
Sweet And Low,Augustana,8
Sweet Annie,Zac Brown Band,4
Sweet Annie Laurie,Sammy Turner and The Twisters,9
Sweet Baby,Stanley Clarke/George Duke,1
Sweet Baby,Donnie Elbert,9
Sweet Bird Of Youth,Nat King Cole,9
Sweet Blindness,The 5th Dimension,1
Sweet But Psycho,Ava Max,0
Sweet Caroline,Glee Cast,3
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,0
Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack & Peace,5
Sweet Charlie Babe,Jackie Moore,4
Sweet Cherry Wine,Tommy James And The Shondells,0
Sweet Child O' Mine,Guns N' Roses,0
Sweet Chile,Sheb Wooley,6
Sweet City Woman,Stampeders,0
"Sweet Cream Ladies, Forward March",The Box Tops,2
Sweet Creature,Harry Styles,9
Sweet Darlin',Martha Reeves & The Vandellas,7
Sweet Dreams,Beyonce,0
Sweet Dreams,La Bouche,1
Sweet Dreams,Air Supply,0
Sweet Dreams,Tommy McLain,1
Sweet Dreams,Don Gibson,9
Sweet Dreams (Are Made Of This),Eurythmics,0
Sweet Dreams (Of You),Patsy Cline,4
Sweet Emotion,Aerosmith,3
Sweet Feeling,Candi Staton,5
Sweet Georgia Brown,Carroll Bros.,9
Sweet Harmony,Smokey Robinson,4
Sweet Hitch-Hiker,Creedence Clearwater Revival,0
Sweet Home Alabama,Lynyrd Skynyrd,0
Sweet Honesty,M:G,9
Sweet Impossible You,Brenda Lee,6
Sweet Inspiration,The Sweet Inspirations,1
Sweet Inspiration/Where You Lead,Barbra Streisand,3
Sweet Lady,Tyrese,1
Sweet Lies,Robert Palmer,9
Sweet Life,Paul Davis,1
Sweet Little Kathy,Ray Peterson,9
Sweet Little Rock And Roller,Chuck Berry,4
Sweet Little Sixteen,Jerry Lee Lewis,9
Sweet Little Somethin',Jason Aldean,7
Sweet Little You,Neil Sedaka,5
Sweet Love,Chris Brown,8
Sweet Love,Anita Baker,0
Sweet Love,Commodores,0
Sweet Loving Man,Morris Albert,9
Sweet Lui-Louise,Ironhorse,3
Sweet Lullaby,Deep Forest,7
Sweet Mary,Wadsworth Mansion,0
Sweet Maxine,The Doobie Brothers,3
Sweet Memories,Andy Williams,7
Sweet Merilee,Donnie Iris,7
Sweet Music Man,Kenny Rogers,4
Sweet Nothin's,Brenda Lee,0
Sweet Nothing,Calvin Harris Featuring Florence Welch,0
Sweet November,Troop,5
Sweet On U,Lo-Key?,9
Sweet Pea,Tommy Roe,0
Sweet Potatoe Pie,Domino,2
Sweet Rachel,Beau Coup,7
Sweet Seasons,Carole King,0
Sweet Sensation,Stephanie Mills,5
Sweet Sensual Love,Big Mountain,7
Sweet Sexy Thing,Nu Flavor Featuring Roger,6
Sweet Sixteen,Billy Idol,1
Sweet Sixteen,B.B. King,9
Sweet Sixteen Bars,Earl Grant,5
Sweet Someone,Eddie and Betty,8
Sweet Soul Medley - Part 1,The Magnificent Men,8
Sweet Soul Music,Arthur Conley,0
Sweet Southern Comfort,Buddy Jewell,3
Sweet Sticky Thing,Ohio Players,3
Sweet Sugar Lips,The Kalin Twins,9
Sweet Summer Lovin',Dolly Parton,7
Sweet Summer Music,Attitudes,9
Sweet Surrender,Sarah McLachlan,2
Sweet Surrender,Bread,1
Sweet Surrender,John Denver,1
Sweet Sweet Baby(I'm Falling),Lone Justice,7
Sweet Sweetheart,Bobby Vee,8
Sweet Talkin' Guy,The Chiffons,0
Sweet Talkin' Woman,Electric Light Orchestra,1
Sweet Thing,Keith Urban,2
Sweet Thing,Mick Jagger,8
Sweet Thing,Mary J. Blige,2
Sweet Thing,Rufus Featuring Chaka Khan,0
Sweet Thursday,Johnny Mathis,9
Sweet Time,REO Speedwagon,2
Sweet Understanding Love,Four Tops,3
Sweet William,Millie Small,3
Sweet Young Thing Like You,Ray Charles,8
"Sweet, Sweet Lovin'",The Platters,6
"Sweet, Sweet Smile",Carpenters,4
Sweetener,Ariana Grande,5
Sweeter Than Fiction,Taylor Swift,3
Sweeter Than Sugar,Ohio Express,9
Sweeter Than You,Ricky Nelson,0
"Sweetest Girl (Dollar Bill),Wyclef Jean Featuring Akon", Lil Wayne & Niia,1
Sweetest One,The Metros,8
Sweetest Thing,U2,6
Sweetheart,Franke & The Knockouts,0
Sweetheart,Engelbert Humperdinck,4
Sweetheart,Peggy Lee,9
Sweetheart Like You,Bob Dylan,5
Sweetness,Jimmy Eat World,7
Sweets For My Sweet,Tony Orlando,5
Sweets For My Sweet,The Drifters,1
Swept Away,Diana Ross,1
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,3
Swimming Pools (Drank),Kendrick Lamar,1
Swing,Savage Featuring Soulja Boy Tell'em,4
Swing,Trace Adkins,7
Swing My Way,K.P. & Envyi,0
Swing The Mood,Jive Bunny & The Mastermixers,1
Swing Ya Rag,T.I. Featuring Swizz Beatz,6
Swing Your Daddy,Jim Gilstrap,5
"Swing, Swing",The All-American Rejects,5
Swingin',John Anderson,4
Swingin' Down The Lane,Jerry Wallace,7
Swingin' Gently,Earl Grant,4
Swingin' On A Rainbow,Frankie Avalon,3
Swingin' School,Bobby Rydell,0
Swingin' Tight,Bill Deal & The Rhondels,8
Swinging On A Star,Big Dee Irwin (with Little Eva),3
Swingtown,The Steve Miller Band,1
Swish Swish,Katy Perry Featuring Nicki Minaj,4
Switch,Will Smith,0
Switch It On,Cliff Nobles & Co.,9
Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,6
Switchin' To Glide/This Beat Goes On,The Kings,4
Sylvia,Focus,8
Sylvia's Mother,Dr. Hook And The Medicine Show,0
Sympathy For The Devil (Remixes),The Rolling Stones,9
Symphony,Sammy Turner,8
Symphony Of Destruction,Megadeth,7
Symptoms Of True Love,Tracie Spencer,3
Synchronicity II,The Police,1
"System Of Survival,Earth", Wind & Fire,5
T'ain't Nothin' To Me,The Coasters,6
T-R-O-U-B-L-E,Elvis Presley,3
T-Shirt,Thomas Rhett,4
T-Shirt,Shontelle,3
T-Shirt,Migos,1
"T.D,Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler", The Creator,8
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,3
T.L.C.,Linear,2
T.L.C. Tender Love And Care,Jimmie Rodgers,2
TALK ABOUT IT,DaBaby,7
TATI,6ix9ine Featuring DJ SPINKING,4
THat Part,ScHoolboy Q Featuring Kanye West,3
TIC TOC,6ix9ine Featuring Lil Baby,5
TKN,Rosalia & Travis Scott,6
TKO,Justin Timberlake,3
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2
TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,0
TSU,Drake,0
TTYLXOX,Bella Thorne,9
TUSK,Fleetwood Mac,0
TVC15,David Bowie,6
Ta Da,Lil' Mo,9
Ta Ta,Clyde McPhatter,2
Taboo,Don Omar,9
Taboo,Arthur Lyman,5
Tainted,Slum Village Featuring Dwele,8
Tainted Love,Soft Cell,0
Take A Back Road,Rodney Atkins,2
Take A Bow,Glee Cast,4
Take A Bow,Rihanna,0
Take A Bow,Madonna,0
Take A Chance On Me,ABBA,0
Take A Closer Look At The Woman You're With,Wilson Pickett,8
Take A Fool's Advice,Nat King Cole,7
Take A Hand,Rick Springfield,4
Take A Letter Maria,R.B. Greaves,0
Take A Little Rhythm,Ali Thomson,1
Take A Little Ride,Jason Aldean,1
Take A Look,J'Son,7
Take A Look,Aretha Franklin,5
Take A Look Around,The Temptations,2
Take A Look Around,Smith,4
Take A Message,Remy Shand,8
Take A Message To Mary,The Everly Brothers,1
Take A Picture,Filter,1
Take A Walk,Passion Pit,8
Take Another Picture,Quarterflash,5
Take Away,Missy Misdemeanor Elliott Featuring Ginuwine & Tweet,4
Take Away,Big Ric,9
