song,artist,class
Blistered/See Ruby Fall,Johnny Cash,4
Bloat On Featuring the Bloaters,Cheech & Chong,4
Blockbuster,The Sweet,7
Blood Is Thicker Than Water,William DeVaughn,4
Blood On My Jeans,Juice WRLD,1
Blood On The Dance Floor,Michael Jackson,4
Blood On The Leaves,Kanye West,8
Blood Red And Goin' Down,Tanya Tucker,7
Blood.,Kendrick Lamar,5
Bloodline,Ariana Grande,2
Bloody Canvas,Polo G,9
Bloody Valentine,Machine Gun Kelly,4
Bloody Well Right,Supertramp,3
Blow,Ke$ha,0
Blow A Bag,Future,9
Blow Away,George Harrison,1
Blow Me (One Last Kiss),P!nk,0
Blow Your Mind (Mwah),Dua Lipa,7
Blowin In The Wind,Stevie Wonder,0
"Blowin' In The Wind,Peter", Paul & Mary,0
Blowin' Me Up (With Her Love),JC Chasez,3
Blowing Away,The 5th Dimension,2
Blowing Kisses In The Wind,Paula Abdul,0
Blown Away,Carrie Underwood,1
Blt,Lee Oskar,5
Blue,LeAnn Rimes,2
Blue & Grey,BTS,1
Blue (Da Ba Dee),Eiffel 65,0
Blue Ain't Your Color,Keith Urban,2
Blue Angel,Roy Orbison,0
Blue Autumn,Bobby Goldsboro,3
Blue Bayou,Linda Ronstadt,0
Blue Bayou,Roy Orbison,2
Blue Blue Day,Don Gibson,3
Blue Boy,Jim Reeves,4
Blue Christmas,Elvis Presley,3
Blue Christmas,The Browns Featuring Jim Edward Brown,9
Blue Collar,Bachman-Turner Overdrive,6
Blue Collar Man (Long Nights),Styx,2
Blue Eyes,Elton John,1
Blue Eyes Crying In The Rain,Willie Nelson,2
Blue Guitar,Richard Chamberlain,4
Blue Guitar,Justin Hayward & John Lodge,9
Blue Hawaii,Billy Vaughn And His Orchestra,3
Blue Jean,David Bowie,0
Blue Jeans,Yasmeen Featuring Ghostface Killah,9
Blue Kiss,Jane Wiedlin,7
Blue Light,David Gilmour,6
Blue Magic,JAY-Z,5
Blue Monday,Orgy,5
Blue Monday 1988,New Order,6
Blue Money,Van Morrison,2
Blue Moon,The Ventures,5
Blue Moon,The Marcels,0
Blue Moon,Herb Lance & The Classics,4
"Blue Morning, Blue Day",Foreigner,1
Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,7
Blue Notes,Meek Mill,9
"Blue On Black,Five Finger Death Punch Featuring Kenny Wayne Shepherd", Brantley Gilbert & Brian May,6
Blue On Black,The Kenny Wayne Shepherd Band,7
Blue On Blue,Bobby Vinton,0
Blue Orchid,The White Stripes,4
Blue Ribbon Baby,Tommy Sands And The Raiders,4
Blue River,Elvis Presley,9
Blue Shadows,B.B. King,9
Blue Side Of Lonesome,Jim Reeves,5
Blue Sky,Joan Baez,5
Blue Sky Mine,Midnight Oil,4
Blue Suede Shoes,Johnny Rivers,3
Blue Tacoma,Russell Dickerson,5
Blue Tango,Bill Black's Combo,1
Blue Tint,Drake,2
Blue Tomorrow,Billy Vaughn And His Orchestra,8
Blue Velvet,Bobby Vinton,0
Blue Velvet,The Statues,8
Blue Water Line,The Brothers Four,6
Blue Winter,Connie Francis,2
Blue World,Mac Miller,3
Blue World,The Moody Blues,6
Blue's Theme,Davie Allan And The Arrows,3
Bluebell,Mitch Miller and his Orchestra and Chorus,9
Blueberry Faygo,Lil Mosey,0
Bluebird,Miranda Lambert,2
Bluebird,Buffalo Springfield,5
Bluebird,Helen Reddy,3
Bluebirds Over The Mountain,The Beach Boys,6
Bluer Than Blue,Michael Johnson,1
Blues (Stay Away From Me),Ace Cannon,3
Blues Before And After,The Smithereens,9
Blues Power,Eric Clapton And His Band,7
Blunt Blowin,Lil Wayne,3
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,0
Blurry,Puddle Of Mudd,0
Bo$$,Fifth Harmony,4
Boats Against The Current,Eric Carmen,8
Bobbie Sue,The Oak Ridge Boys,1
Bobby,Neil Scott,5
Bobby Bitch,Bobby Shmurda,9
Bobby Sox To Stockings,Frankie Avalon,0
Bobby's Girl,Marcie Blane,0
Bodak Yellow (Money Moves),Cardi B,0
Body,Dreezy Featuring Jeremih,6
Body,Megan Thee Stallion,1
Body,Summer Walker,7
Body,Loud Luxury Featuring Brando,7
Body,The Jacksons,4
Body & Soul,Anita Baker,3
Body 2 Body,Ace Hood Featuring Chris Brown,6
Body And Soul,Tony Bennett & Amy Winehouse,8
Body Bumpin' Yippie-Yi-Yo,Public Announcement,0
Body Heat,Alicia Bridges,8
"Body In Motion,DJ Khaled Featuring Bryson Tiller", Lil Baby & Roddy Ricch,7
Body Language,Kid Ink Featuring Usher & Tinashe,7
Body Language,Big Sean Featuring Ty Dolla $ign & Jhene Aiko,9
Body Language,Jesse McCartney Featuring T-Pain,3
Body Language,Queen,1
Body Like A Back Road,Sam Hunt,0
Body On Me,Nelly Featuring Ashanti & Akon,4
Body Party,Ciara,2
Body Rock,Maria Vidal,4
Body Say,Demi Lovato,8
Body Talk,The Deele,7
Bodyheat (Part 1),James Brown,8
Bohemian Rhapsody,Panic! At The Disco,6
Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,8
Bohemian Rhapsody,Queen,0
Bojangles,Pitbull,9
Bold Soul Sister,Ike & Tina Turner,5
Bom Bidi Bom,Nick Jonas & Nicki Minaj,5
Bombs Away,Bob Weir,6
Bomdigi,Erick Sermon,8
Bon Appetit,Katy Perry Featuring Migos,5
Bon Bon Vie (Gimme The Good Life),T.S. Monk,6
"Bon, Bon",Pitbull,6
Bon-Doo-Wah,The Orlons,5
Bonanza,Al Caiola And His Orchestra,1
Bonanza!,Johnny Cash,9
Bonaparte's Retreat,Billy Grammer,4
Bonfire,Craig Morgan,5
Bongo Bongo,Steve Miller,8
Bongo Bongo Bongo,Preston Epps,7
Bongo Rock,The Incredible Bongo Band,5
Bongo Rock,Preston Epps,1
Bongo Stomp,Little Joey And The Flips,3
Bonnie Came Back,Duane Eddy His Twangy Guitar And The Rebels,2
Bony Moronie,The Appalachians,6
Boo Boo Stick Beat,Chet Atkins,4
Boo'd Up,Ella Mai,0
"Boo, Boo, Don't 'Cha Be Blue",Tommy James,6
Boo-Ga-Loo,Tom and Jerrio,4
Boogaloo Down Broadway,The Fantastic Johnny C,0
Boogie Bands And One Night Stands,Kathy Dalton,7
Boogie Bear,Boyd Bennett,7
Boogie Child,Bee Gees,1
Boogie Down,Jarreau,7
Boogie Down,Eddie Kendricks,0
Boogie Fever,The Sylvers,0
Boogie Nights,Heatwave,0
Boogie On Reggae Woman,Stevie Wonder,0
Boogie Oogie Oogie,A Taste Of Honey,0
Boogie Shoes,KC And The Sunshine Band,3
"Boogie Wonderland,Earth", Wind & Fire with The Emotions,0
Boogie Woogie,B. Bumble & The Stingers,8
Boogie Woogie Bugle Boy,Bette Midler,0
Boogie Woogie Dancin' Shoes,Claudja Barry,5
Boogie Woogie Man,Paul Davis,6
Book Of Love,The Raindrops,6
Booker T,Bad Bunny,7
Boom,Polo G,8
Boom,Snoop Dogg Featuring T-Pain,7
Boom Biddy Bye Bye,Cypress Hill,8
Boom Boom,The Animals,4
Boom Boom,John Lee Hooker,5
Boom Boom (Let's Go Back To My Room),Paul Lekakis,4
Boom Boom (Out Go The Lights),Pat Travers,5
Boom Boom Boom,The Outhere Brothers,6
Boom Boom Pow,The Black Eyed Peas,0
Boom Bye Yae,Reiss Featuring Special Guest Michie Mee,8
Boom Clap,Charli XCX,0
Boom Shak A-Tack,Born Jamericans,8
Boom!,Lil Yachty Featuring Ugly God,8
Boom! I Got Your Boyfriend,MC Luscious,6
Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,1
Boom! There She Was,Scritti Politti Featuring Roger,5
"Boom, Boom, Boom, Boom!!",Vengaboys,8
Boom-A-Dip-Dip,Stan Robinson,8
BoomTrap Protocol,Logic,9
Boombastic/In The Summertime,Shaggy,0
Boondocks,Little Big Town,4
Boot Scootin' Boogie,Brooks & Dunn,4
Boot-Leg,Booker T. & The MG's,5
Booti Call,BLACKstreet,3
Boots,The Killers,7
Boots On,Randy Houser,5
Booty,Blac Youngsta,7
Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,1
Booty Butt,The Ray Charles Orchestra,3
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,4
Bootylicious,Destiny's Child,0
Bop,Dan Seals,4
Bop 'til You Drop,Rick Springfield,1
Bop Gun (One Nation),Ice Cube Featuring George Clinton,2
Bop To The Top,Lucas Grabeel & Ashley Tisdale,6
Border Song,Elton John,9
Border Song (Holy Moses)/You And Me,Aretha Franklin,3
Borderline,Madonna,0
Borderline / Open Your Heart,Glee Cast,7
Bored To Death,Blink-182,8
Born 2 B.R.E.E.D.,Monie Love,8
Born A Woman,Sandy Posey,1
Born Again,Sam & Dave,9
Born Free,Roger Williams,0
Born Free,The Hesitations,3
Born In East L.A.,Cheech & Chong,4
Born In The USA,Bruce Springsteen,0
Born This Way,Lady Gaga,0
Born This Way,Glee Cast,4
Born To Be Alive,Patrick Hernandez,1
Born To Be My Baby,Bon Jovi,0
Born To Be Somebody,Justin Bieber,7
Born To Be Together,The Ronettes Featuring Veronica,5
Born To Be Wild,Wilson Pickett,6
Born To Be Wild,Steppenwolf,0
Born To Be With You,Sonny James,8
Born To Be Yours,Kygo & Imagine Dragons,7
Born To Fly,Danielle Bradbery,7
Born To Fly,Sara Evans,3
Born To Lose,Ray Charles,4
Born To Roll,Masta Ace Incorporated,2
Born To Run,Bruce Springsteen,2
Born To Wander,Rare Earth,1
Born Too Late,Poni-Tails,0
Borrowed Dreams,Bobby Helms,5
Borrowed Love,Bingo Boys,7
Borrowed Time,Styx,6
Boss,The Carters,7
Boss,The Rumblers,8
Boss Bitch,Doja Cat,9
Boss Guitar,Duane Eddy and the Rebelettes,2
Bossa Nova Baby,Elvis Presley With The Jordanaires,0
Bossa Nova U.S.A.,The Dave Brubeck Quartet,6
Bossy,Kelis Featuring Too $hort,1
Boston,Augustana,3
Botella Tras Botella,Gera MX + Christian Nodal,5
Both,Gucci Mane Featuring Drake,4
Both Of Us,B.o.B Featuring Taylor Swift,1
Both Sides Now,Judy Collins,0
Both Sides Of The Story,Phil Collins,2
Bother,Stone Sour,5
Bottle Of Wine,The Fireballs,0
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,9
Bottoms Up,Trey Songz Featuring Nicki Minaj,0
Bottoms Up,Brantley Gilbert,1
Bought A Bad Bitch,Future & Lil Uzi Vert,9
Boulevard,Jackson Browne,1
Boulevard Of Broken Dreams,Green Day,0
Bounce,Sarah Connor,5
Bounce Back,Big Sean,0
Bounce Back,Alisha,5
Bounce It,Juicy J Featuring Wale & Trey Songz,7
Bounce With Me,Lil Bow Wow Featuring Xscape,1
"Bounce, Rock, Skate, Roll Pt. 1",Vaughan Mason And Crew,8
Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,3
Bouncing Off The Ceiling (Upside Down),A*Teens,9
Bouncing Off The Wall,Matthew Wilder,5
Bound 2,Kanye West,1
Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,5
Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,8
Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,2
Bow Down,Westside Connection,2
Bow Wow (That's My Name),Lil Bow Wow,2
Bow Wow Wow,Funkdoobiest,8
Bowling Green,The Everly Brothers,3
Box Of Churches,Pooh Shiesty Featuring 21 Savage,8
Boy,Lee Brice,9
Boy Blue,Cyndi Lauper,7
Boy From New York City,The Manhattan Transfer,0
Boy In The Box,Corey Hart,2
Boy Toy,Tia,9
Boy With Luv,BTS Featuring Halsey,0
"Boy, I've Been Told",SaFire,4
Boyfriend,Justin Bieber,0
Boyfriend,New Hollow,9
Boyfriend,Big Time Rush,7
Boyfriend,Selena Gomez,5
Boyfriend,Ariana Grande & Social House,0
Boyfriend,Ashlee Simpson,1
Boyfriend #2,Pleasure P,4
Boyfriend/Girlfriend,C-Side Featuring Keyshia Cole,7
Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,1
Boys Do Fall In Love,Robin Gibb,3
Boys Night Out,Timothy B. Schmit,2
Boyz-N-The Hood,Eazy-E,4
Brackets,J. Cole,2
Braid My Hair,Mario,7
Brainstorming,M.C. Brains,6
Brainwashed,Tom MacDonald,8
Brand New,Ben Rector,8
Brand New Draco,21 Savage & Metro Boomin,5
Brand New Girlfriend,Steve Holy,3
Brand New Key,Melanie,0
Brand New Love Affair,Jigsaw,6
Brand New Love Affair (Part I & II),Chicago,6
Brand New Lover,Dead Or Alive,1
Brandy,The O'Jays,7
Brandy,Scott English,9
Brandy (You're A Fine Girl),Looking Glass,0
Brass Buttons,The String-A-Longs,3
Brass In Pocket (I'm Special),Pretenders,1
Brass Monkey,Beastie Boys,4
Brave,Sara Bareilles,2
Brazil,The Ritchie Family,1
Bread And Butter,Robert John,6
Bread And Butter,The Newbeats,0
Break,Three Days Grace,7
Break 'Em Off,Paul Wall Featuring Lil' KeKe,7
Break Away,Art Garfunkel,3
Break Away,The Beach Boys,6
Break Away (From That Boy),The Newbeats,3
Break Da Law,21 Savage,6
Break Down Here,Julie Roberts,8
Break Every Rule,Tina Turner,7
Break Free,Ariana Grande Featuring Zedd,0
Break It Down Again,Tears For Fears,2
Break It Off,Rihanna & Sean Paul,0
Break It To Me Gently,Aretha Franklin,8
Break It To Me Gently,Juice Newton,1
Break It To Me Gently,Brenda Lee,0
Break It To Them Gently,Burton Cummings,8
Break It Up,Foreigner,2
Break My Bank,New Boyz Featuring Iyaz,6
Break My Heart,Dua Lipa,1
Break My Heart,Spectacular! Cast,9
Break My Stride,Matthew Wilder,0
Break On Me.,Keith Urban,5
Break Or Make Me,YoungBoy Never Broke Again,6
Break Out,Mitch Ryder And The Detroit Wheels,6
Break The Ice,Britney Spears,4
Break The Rules,Charli XCX,9
Break Up,Mario Featuring Gucci Mane & Sean Garrett,1
Break Up,Del Shannon,9
Break Up In A Small Town,Sam Hunt,2
Break Up In The End,Cole Swindell,4
Break Up To Make Up,Cynthia,6
Break Up To Make Up,The Stylistics,0
Break Up With Him,Old Dominion,4
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0
Break Ups 2 Make Ups,Method Man Featuring D'Angelo,9
Break Ya Neck,Busta Rhymes,2
Break You Off,The Roots Featuring Musiq,9
Break Your Heart,Taio Cruz Featuring Ludacris,0
Break Your Promise,The Delfonics,3
Break-A-Way,Tracey Ullman,6
Break-Up,Jerry Lee Lewis And His Pumping Piano,5
Breakadawn,De La Soul,7
Breakaway,Kelly Clarkson,0
Breakaway,Big Pig,5
Breakdance,Irene Cara,0
Breakdown,Fu-Schnickens,6
Breakdown,Seduction,8
Breakdown,Tom Petty And The Heartbreakers,3
Breakdown Dead Ahead,Boz Scaggs,1
Breaker - Breaker,Outlaws,9
Breakeven,The Script,1
Breakfast At Tiffany's,Deep Blue Something,0
Breakfast For Two,Country Joe McDonald,9
Breakfast In America,Supertramp,6
Breakfast In Bed,Dusty Springfield,9
Breakin' Away,Al Jarreau,4
Breakin' In A Brand New Broken Heart,Connie Francis,0
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,0
Breakin' Up Is Breakin' My Heart,Roy Orbison,3
Breakin'...there's No Stopping Us,Ollie And Jerry,0
Breaking All The Rules,She Moves,3
Breaking Away,Balance,2
"Breaking Free,Zac Efron", Andrew Seeley & Vanessa Anne Hudgens,0
Breaking Me,Topic & A7S,5
Breaking The Habit,Linkin Park,1
Breaking Up Is Hard On You,The American Comedy Network,6
Breaking Up Is Hard To Do,The Happenings,6
Breaking Up Is Hard To Do,Lenny Welch,3
Breaking Up Is Hard To Do,The Partridge Family Starring Shirley Jones Featuring David Cassidy,2
Breaking Up Is Hard To Do,Neil Sedaka,0
Breaking Up Is Hard To Do,Jivin' Gene And The Jokers,6
Breaking Up Somebody's Home,Albert King,9
Breaking Up Was Easy In The 90's,Sam Hunt,3
Breaking Us In Two,Joe Jackson,1
Breakout,Miley Cyrus,5
Breakout,Swing Out Sister,0
"Breakthrough,Bridgit Mendler, Adam Hicks", Naomi Scott & Hayley Kiyoko,8
Breakwater,Lawrence Welk And His Orchestra,9
Breath,Breaking Benjamin,8
Breathe,Taylor Swift Featuring Colbie Caillat,8
Breathe,Fabolous,0
Breathe,Blu Cantrell Featuring Sean Paul,6
Breathe,Faith Hill,0
Breathe,Michelle Branch,3
Breathe,Telepopmusik,7
Breathe (2 AM),Anna Nalick,4
Breathe Again,Toni Braxton,0
Breathe And Stop,Q-Tip,7
"Breathe, Stretch, Shake",Mase Featuring P. Diddy,2
Breathin,Ariana Grande,1
Breathless,Taylor Swift,7
Breathless,The Corrs,3
Breezin',George Benson,6
Brenda,The Cupids,5
Brian Wilson,Barenaked Ladies,6
Brian's Song,Michel Legrand,5
Brick House,Commodores,0
Bridge Over Troubled Water,Tessanne Chin,6
Bridge Over Troubled Water,Glee Cast,7
Bridge Over Troubled Water,Linda Clifford,4
Bridge Over Troubled Water,Simon & Garfunkel,0
Bridge Over Troubled Water,Mary J. Blige & Andrea Bocelli,7
Bridge Over Troubled Water/Brand New Me,Aretha Franklin,0
Bridget The Midget (The Queen Of The Blues),Ray Stevens,4
Bridging The Gap,Nas Featuring Olu Dara,9
Bright,Echosmith,3
Bright Lights,matchbox twenty,2
Bright Lights Big City,Jimmy Reed,5
"Bright Lights, Big City",Sonny James,9
Brighter Than The Sun,Colbie Caillat,4
Brighton Hill,Jackie DeShannon,8
Brilliant Disguise,Bruce Springsteen,0
Bring A Little Lovin',Los Bravos,5
Bring A Little Sunshine (To My Heart),Vic Dana,6
Bring Back The Love Of Yesterday,The Dells,8
Bring Back The Time,B.J. Thomas,7
Bring Back Those Rockabye Baby Days,Tiny Tim,9
Bring Down The Moon,Boy Meets Girl,4
Bring Em Out,T.I.,0
Bring It All Back,Grayson Hugh,8
Bring It All To Me,Blaque,0
Bring It Back,Travis Porter,7
Bring It Home (And Give It To Me),Hot Sauce,9
Bring It On,Keith Washington,6
Bring It On Home,Little Big Town,5
Bring It On Home,Lou Rawls,9
Bring It On Home To Me,The Animals,3
Bring It On Home To Me,Eddie Floyd,1
Bring It On Home To Me,Sam Cooke,1
Bring It Up,James Brown And The Famous Flames,2
Bring Me To Life,Evanescence Featuring Paul McCoy,0
Bring On The Rain,Jo Dee Messina With Tim McGraw,3
Bring Out The Freak In You,Lil Rob,8
Bring The Boys Home,Freda Payne,1
Bring The Pain,Method Man,4
Bring Your Love To Me,The Righteous Brothers,8
Bringin' On The Heartbreak,Def Leppard,6
Bringing It Back,Elvis Presley,6
Brink Of Disaster,Lesley Gore,8
Bristol Stomp,The Dovells,0
Bristol Twistin' Annie,The Dovells,2
Brite Eyes,Robbin Thompson Band,6
Broadway,Goo Goo Dolls,2
Broccoli,D.R.A.M. Featuring Lil Yachty,0
Broke In A Minute,Tory Lanez,6
Broken,Lifehouse,8
Broken,lovelytheband,2
Broken,Seether Featuring Amy Lee,1
Broken Arrow,Rod Stewart,1
Broken Clocks,SZA,8
Broken Halos,Chris Stapleton,4
Broken Heart,The Fiestas,8
Broken Heart And A Pillow Filled With Tears,Patti Page,9
Broken Hearted,The Miracles,9
Broken Hearted Me,Anne Murray,1
Broken Land,The Adventures,9
Broken Wings,Mr. Mister,0
Broken-Hearted Melody,Sarah Vaughan,0
Brokenhearted,Karmin,1
Brokenhearted,Brandy,0
Brokenheartsville,Joe Nichols,2
Brontosaurus Stomp,The Piltdown Men,7
Brooklyn,Cody Jameson,7
Brooklyn Girls,Robbie Dupree,5
Brooklyn Roads,Neil Diamond,5
Brooklyn Zoo,Ol' Dirty Bastard,5
Broomstick Cowboy,Bobby Goldsboro,5
Brotha,Angie Stone,5
Brother,NEEDTOBREATHE Featuring Gavin DeGraw,9
Brother Louie,Stories,0
Brother Love's Travelling Salvation Show,Neil Diamond,2
Brother Rapp (Part 1),James Brown,3
Brother's Gonna Work It Out,Willie Hutch,6
Brother-In-Law (He's A Moocher),Paul Peek,8
Brown Arms In Houston,Orpheus,9
Brown Eyed Girl,Van Morrison,0
Brown Eyed Girl,El Chicano,4
Brown Eyed Woman,Bill Medley,4
Brown Paper Bag,Syndicate Of Sound,7
"Brown Skin Girl,Beyonce", SAINt JHN & Wizkid Featuring Blue Ivy Carter,7
Brown Sugar,D'Angelo,2
Brown Sugar,The Rolling Stones,0
Brownsville,Joy Of Cooking,6
Bruce,Rick Springfield,2
Bruises,Train Featuring Ashley Monroe,7
Brutal,Olivia Rodrigo,1
"Bubble Butt,Major Lazer Featuring Bruno Mars", Tyga & Mystic,5
Bubble Gum Music,Rock & Roll Double Bubble,7
Bubbly,Young Thug With Drake & Travis Scott,1
Bubbly,Colbie Caillat,0
Buckaroo,Buck Owens and The Buckaroos,5
Bucktown,Smif-N-Wessun,9
Budapest,George Ezra,3
Buddy,Musiq Soulchild,3
Buddy X,Neneh Cherry,4
Buffalo Soldier,Flamingos,8
Buffalo Stance,Neneh Cherry,0
Bug A Boo,Destiny's Child,3
Bugatti,Ace Hood Featuring Future & Rick Ross,3
Build A Bitch,Bella Poarch,5
Build Me Up Buttercup,The Foundations,0
Building A Mystery,Sarah McLachlan,1
Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,6
Bulldog,The Fireballs,2
Bullet With Butterfly Wings,The Smashing Pumpkins,2
Bulletproof,La Roux,0
Bullets In The Gun,Toby Keith,8
Bullish,Herb Alpert's Tijuana Brass,8
Bullwhip Rock,Cyclones,8
Bully,Shinedown,9
Bumble Bee,The Searchers,2
Bumble Bee,LaVern Baker,4
Bumble Boogie,B. Bumble & The Stingers,2
Bump Me Baby Part 1,Dooley Silverspoon,7
Bump N' Grind,R. Kelly,0
"Bump, Bump, Bump",B2K & P. Diddy,0
Bumpin' The Night,Florida Georgia Line,6
